item,Description,size decimal,cost,chop,join,group
STLAVNAT134,CFC Steps Lavender/Natural 1 3/4,1.75,18.00,18.00,18.00,Wood
STLAVRD134,CFC Steps Lavender/Red 1 3/4,1.75,18.00,18.00,18.00,Wood
STLAVTRQ134,CFC Steps Lavender/Turquoise 1 3/4,1.75,18.00,18.00,18.00,Wood
STLAVWT134,CFC Steps Lavender/White 1 3/4,1.75,18.00,18.00,18.00,Wood
STLEN134,CFC Steps Lentil/Lentil 1 3/4,1.75,18.00,18.00,18.00,Wood
STLENBK134,CFC Steps Lentil/Black 1 3/4,1.75,18.00,18.00,18.00,Wood
STLENGLD134,"CFC Steps Lentil / Gold 1 3/4""",1.75,24.00,24.00,24.00,Wood
STLENNAT134,CFC Steps Lentil/Natural 1 3/4,1.75,18.00,18.00,18.00,Wood
STLENWHT134,CFC Steps Lentil/White 1 3/4,1.75,18.00,18.00,18.00,Wood
STNAT134,CFC Steps Natural/Natural 1 3/4,1.75,18.00,18.00,18.00,Wood
STNATBK134,CFC Steps Natural/Black 1 3/4,1.75,18.00,18.00,18.00,Wood
STNATBL134,CFC Steps Natural/Blue 1 3/4,1.75,18.00,18.00,18.00,Wood
STNATBRN134,CFC Steps Natural/Brown 1 3/4,1.75,18.00,18.00,18.00,Wood
STNATDRKGRN134,CFC Steps Natural/Dark Green 1 3/4,1.75,18.00,18.00,18.00,Wood
STNATGLD134,"CFC Steps Natural / Gold 1 3/4""",1.75,24.00,24.00,24.00,Wood
STNATGRN134,CFC Steps Natural/Green 1 3/4,1.75,18.00,18.00,18.00,Wood
STNATGRY134,CFC Steps Natural/Gray 1 3/4,1.75,18.00,18.00,18.00,Wood
STNATLAV134,CFC Steps Natural/Lavender 1 3/4,1.75,18.00,18.00,18.00,Wood
STNATLEN134,CFC Steps Natural/Lentil 1 3/4,1.75,18.00,18.00,18.00,Wood
STNATOR134,CFC Steps Natural/Orange 1 3/4,1.75,18.00,18.00,18.00,Wood
STNATPNK134,CFC Steps Natural/Pink 1 3/4,1.75,18.00,18.00,18.00,Wood
STNATPRP134,CFC Steps Natural/Purple 1 3/4,1.75,18.00,18.00,18.00,Wood
STNATPUT134,CFC Steps Natural/Putty 1 3/4,1.75,18.00,18.00,18.00,Wood
STNATRD134,CFC Steps Natural/Red 1 3/4,1.75,18.00,18.00,18.00,Wood
STNATSG134,CFC Steps Natural/Sage 1 3/4,1.75,18.00,18.00,18.00,Wood
STNATTL134,CFC Steps Natural/Teal 1 3/4,1.75,18.00,18.00,18.00,Wood
STNATTRQ134,CFC Steps Natural/Turquoise 1 3/4,1.75,18.00,18.00,18.00,Wood
STNATWHT134,CFC Steps Natural/White 1 3/4,1.75,18.00,18.00,18.00,Wood
STNATWT134,CFC Steps Natural/White 1 3/4,1.75,18.00,18.00,18.00,Wood
STNATY134,CFC Steps Natural/Yellow 1 3/4,1.75,18.00,18.00,18.00,Wood
STOR134,CFC Steps Orange/Orange 1 3/4,1.75,18.00,18.00,18.00,Wood
STORBK134,CFC Steps Orange/Black 1 3/4,1.75,18.00,18.00,18.00,Wood
STORGLD134,"CFC Steps Orange / Gold 1 3/4""",1.75,24.00,24.00,24.00,Wood
STORNAT134,CFC Steps Orange/Natural 1 3/4,1.75,18.00,18.00,18.00,Wood
STORWHT134,CFC Steps Orange/White 1 3/4,1.75,18.00,18.00,18.00,Wood
STPNK134,CFC Steps Pink/Pink 1 3/4,1.75,18.00,18.00,18.00,Wood
STPNKBK134,CFC Steps Pink/Black 1 3/4,1.75,18.00,18.00,18.00,Wood
STPNKGLD134,"CFC Steps Pink / Gold 1 3/4""",1.75,24.00,24.00,24.00,Wood
STPNKNAT134,CFC Steps Pink/Natural 1 3/4,1.75,18.00,18.00,18.00,Wood
STPNKWHT134,CFC Steps Pink/White 1 3/4,1.75,18.00,18.00,18.00,Wood
STPRP134,CFC Steps Purple/Purple 1 3/4,1.75,18.00,18.00,18.00,Wood
STPRPBK134,CFC Steps Purple/Black 1 3/4,1.75,18.00,18.00,18.00,Wood
STPRPGLD134,"CFC Steps Purple / Gold 1 3/4""",1.75,24.00,24.00,24.00,Wood
STPRPNAT134,CFC Steps Purple/Natural 1 3/4,1.75,18.00,18.00,18.00,Wood
STPRPWHT134,CFC Steps Purple/White 1 3/4,1.75,18.00,18.00,18.00,Wood
STPRPY134,CFC Steps Purple/Yellow 1 3/4,1.75,18.00,18.00,18.00,Wood
STPUT134,CFC Steps Putty/Putty 1 3/4,1.75,18.00,18.00,18.00,Wood
STPUTBK134,CFC Steps Putty/Black 1 3/4,1.75,18.00,18.00,18.00,Wood
STPUTGLD134,"CFC Steps Putty / Gold 1 3/4""",1.75,24.00,24.00,24.00,Wood
STPUTNAT134,CFC Steps Putty/Natural 1 3/4,1.75,18.00,18.00,18.00,Wood
STPUTWHT134,CFC Steps Putty/White 1 3/4,1.75,18.00,18.00,18.00,Wood
STRD134,CFC Steps Red/Red 1 3/4,1.75,18.00,18.00,18.00,Wood
STRDBK134,CFC Steps Red/Black 1 3/4,1.75,18.00,18.00,18.00,Wood
STRDBL134,CFC Steps Red/Blue 1 3/4,1.75,18.00,18.00,18.00,Wood
STRDGLD134,"CFC Steps Red / Gold 1 3/4""",1.75,24.00,24.00,24.00,Wood
STRDGRN134,CFC Steps Red/Green 1 3/4,1.75,18.00,18.00,18.00,Wood
STRDGRY134,CFC Steps Red/Gray 1 3/4,1.75,18.00,18.00,18.00,Wood
STRDNAT134,CFC Steps Red/Natural 1 3/4,1.75,18.00,18.00,18.00,Wood
STRDTL134,CFC Steps Red/Teal 1 3/4,1.75,18.00,18.00,18.00,Wood
STRDTRQ134,CFC Steps Red/Turquoise 1 3/4,1.75,18.00,18.00,18.00,Wood
STRDWT134,CFC Steps Red/White 1  3/4,1.75,18.00,18.00,18.00,Wood
STRDY134,CFC Steps Red/Yellow 1 3/4,1.75,18.00,18.00,18.00,Wood
STSB1CUST,"Steps Shadow Box 1"" Deep",1.75,21.00,21.00,21.00,Wood
STSB2CUST,"Steps Shadow Box 2"" Deep",1.75,23.00,23.00,23.00,Wood
STSB3CUST,"Steps Shadow Box 3"" Deep",1.75,26.00,26.00,26.00,Wood
STSB4CUST,"Steps Shadow Box 4"" Deep",1.75,28.00,28.00,28.00,Wood
STSB5CUST,"Steps Shadow Box 5"" Deep",1.75,30.00,30.00,30.00,Wood
STSG134,CFC Steps Sage/Sage 1 3/4,1.75,18.00,18.00,18.00,Wood
STSGBK134,CFC Steps Sage/Black 1 3/4,1.75,18.00,18.00,18.00,Wood
STSGGLD134,"CFC Steps Sage / Gold 1 3/4""",1.75,24.00,24.00,24.00,Wood
STSGNAT134,CFC Steps Sage/Natural 1 3/4,1.75,18.00,18.00,18.00,Wood
STSGWHT134,CFC Steps Sage/White 1 3/4,1.75,18.00,18.00,18.00,Wood
STTL134,CFC Steps Teal/Teal 1 3/4,1.75,18.00,18.00,18.00,Wood
STTLBK134,CFC Steps Teal/Black 1 3/4,1.75,18.00,18.00,18.00,Wood
STTLGLD134,"CFC Steps Teal / Gold 1 3/4""",1.75,24.00,24.00,24.00,Wood
STTLNAT134,CFC Steps Teal/Natural 1 3/4,1.75,18.00,18.00,18.00,Wood
STTLRD134,CFC Steps Teal/Red 1 3/4,1.75,18.00,18.00,18.00,Wood
STTRQBK134,CFC Steps Turquoise/Black 1 3/4,1.75,18.00,18.00,18.00,Wood
STTRQBL134,CFC Steps Turquoise/Blue 1 3/4,1.75,18.00,18.00,18.00,Wood
STTRQGRN134,CFC Steps Turquoise/Green 1 3/4,1.75,18.00,18.00,18.00,Wood
STTRQLAV134,CFC Steps Turquoise/Lavender 1 3/4,1.75,18.00,18.00,18.00,Wood
STTRQOR134,"CFC Steps Turquoise/Orange 1 3/4""",1.75,18.00,18.00,18.00,Wood
STTRQWT134,CFC Steps Turquoise/White 1 3/4,1.75,18.00,18.00,18.00,Wood
STTRQY134,CFC Steps Turquoise /Yellow 1 3/4,1.75,18.00,18.00,18.00,Wood
STTURQ134,CFC Steps Turquoise/Turquoise 1 3/4,1.75,18.00,18.00,18.00,Wood
STTURQBK134,CFC Steps Turquoise/Black 1 3/4,1.75,18.00,18.00,18.00,Wood
STTURQGLD134,"CFC Steps Turquoise / Gold 1 3/4""",1.75,24.00,24.00,24.00,Wood
STTURQNAT134,CFC Steps Turquoise/Natural 1 3/4,1.75,18.00,18.00,18.00,Wood
STTURQWHT134,CFC Steps Turquoise/White 1 3/4,1.75,18.00,18.00,18.00,Wood
STWHT134,CFC Steps White/White 1 3/4,1.75,18.00,18.00,18.00,Wood
STWHTBRN134,CFC Steps White/Brown 1 3/4,1.75,18.00,18.00,18.00,Wood
STWHTDRKGRN134,CFC Steps White/Dark Green 1 3/4,1.75,18.00,18.00,18.00,Wood
STWHTGRY134,CFC Steps White/Gray 1 3/4,1.75,18.00,18.00,18.00,Wood
STWHTLEN134,CFC Steps White/Lentil 1 3/4,1.75,18.00,18.00,18.00,Wood
STWHTNAT134,CFC Steps White/Natural 1 3/4,1.75,18.00,18.00,18.00,Wood
STWHTOR134,CFC Steps White/Orange 1 3/4,1.75,18.00,18.00,18.00,Wood
STWHTPNK134,CFC Steps White/Pink 1 3/4,1.75,18.00,18.00,18.00,Wood
STWHTPRP134,CFC Steps White/Purple 1 3/4,1.75,18.00,18.00,18.00,Wood
STWHTPUT134,CFC Steps White/Putty 1 3/4,1.75,18.00,18.00,18.00,Wood
STWHTSG134,CFC Steps White/Sage 1 3/4,1.75,18.00,18.00,18.00,Wood
STWTBK134,CFC Steps White/Black 1 3/4,1.75,18.00,18.00,18.00,Wood
STWTBL134,CFC Steps White/Blue 1 3/4,1.75,18.00,18.00,18.00,Wood
STWTGLD134,"CFC Steps White / Gold 1 3/4""",1.75,24.00,24.00,24.00,Wood
STWTGRN134,CFC Steps White/Green 1 3/4,1.75,18.00,18.00,18.00,Wood
STWTLAV134,CFC Steps White/Lavender 1 3/4,1.75,18.00,18.00,18.00,Wood
STWTNAT134,CFC Steps White/Natural 1 3/4,1.75,18.00,18.00,18.00,Wood
STWTRD134,CFC Steps White/Red 1 3/4,1.75,18.00,18.00,18.00,Wood
STWTTRQ134,CFC Steps White/Turquoise 1 3/4,1.75,18.00,18.00,18.00,Wood
STWTY134,CFC Steps White/Yellow 1 3/4,1.75,18.00,18.00,18.00,Wood
STWW2CUST,"Steps Wider Width Custom 2""",2,24.00,24.00,24.00,Wood
STWW3CUST,"Steps Wider Width Custom 3""",3,26.00,26.00,26.00,Wood
STWW4CUST,"Steps Wider Width Custom 4""",4,28.00,28.00,28.00,Wood
STY134,CFC Steps Yellow/Yellow 1 3/4,1.75,18.00,18.00,18.00,Wood
STYBK134,CFC Steps Yellow/Black 1 3/4,1.75,18.00,18.00,18.00,Wood
STYBL134,CFC Steps Yellow/Blue 1 3/4,1.75,18.00,18.00,18.00,Wood
STYGLD134,"CFC Steps Yellow / Gold 1 3/4""",1.75,24.00,24.00,24.00,Wood
STYGRN134,CFC Steps Yellow/Green 1 3/4,1.75,18.00,18.00,18.00,Wood
STYNAT134,CFC Steps Yellow/Natural 1 3/4,1.75,18.00,18.00,18.00,Wood
STYPRP134,CFC Steps Yellow/Purple 1 3/4,1.75,18.00,18.00,18.00,Wood
STYRD134,CFC Steps Yellow/Red 1 3/4,1.75,18.00,18.00,18.00,Wood
STYTRQ134,CFC Steps Yellow/Turquoise 1 3/4,1.75,18.00,18.00,18.00,Wood
STYWT134,CFC Steps Yellow/White 1 3/4,1.75,18.00,18.00,18.00,Wood
SWBK2,CFC Essex Black/Black 2,2,22.00,22.00,22.00,Wood
SXBKBL2,CFC Essex Black/Blue 2,2,22.00,22.00,22.00,Wood
SXBKBRN2,CFC Essex Black/Brown 2,2,22.00,22.00,22.00,Wood
SXBKDRKGRN2,CFC Essex Black/Dark Green 2,2,22.00,22.00,22.00,Wood
SXBKGLD2,"CFC Essex Black/Gold 2""",2,26.50,26.50,26.50,Wood
SXBKGRY2,CFC Essex Black/Gray 2,2,22.00,22.00,22.00,Wood
SXBKLAV2,CFC Essex Black/Lavender 2,2,22.00,22.00,22.00,Wood
SXBKLEN2,CFC Essex Black/Lentil 2,2,22.00,22.00,22.00,Wood
SXBKNAT2,CFC Essex Black/Natural 2,2,22.00,22.00,22.00,Wood
SXBKOR2,CFC Essex Black/Orange 2,2,22.00,22.00,22.00,Wood
SXBKPNK2,CFC Essex Black/Pink 2,2,22.00,22.00,22.00,Wood
SXBKPRP2,CFC Essex Black/Purple 2,2,22.00,22.00,22.00,Wood
SXBKPUT2,CFC Essex Black/Putty 2,2,22.00,22.00,22.00,Wood
SXBKRD2,CFC Essex Black/Red 2,2,22.00,22.00,22.00,Wood
SXBKSG2,CFC Essex Black/Sage 2,2,22.00,22.00,22.00,Wood
SXBKSIL2,"CFC Essex Black / Silver 2""",2,26.50,26.50,26.50,Wood
SXBKTL2,CFC Essex Black/Teal 2,2,22.00,22.00,22.00,Wood
SXBKTURQ2,CFC Essex Black/Turquoise 2,2,22.00,22.00,22.00,Wood
SXBKWHT2,CFC Essex Black/White 2,2,22.00,22.00,22.00,Wood
SXBKY2,CFC Essex Black/Yellow 2,2,22.00,22.00,22.00,Wood
SXBL2,CFC Essex Blue/Blue 2,2,22.00,22.00,22.00,Wood
SXBLBK2,CFC Essex Blue/Black 2,2,22.00,22.00,22.00,Wood
SXBLGLD2,"CFC Essex Blue/ Gold 2""",2,26.50,26.50,26.50,Wood
SXBLNAT2,CFC Essex Blue/Natural 2,2,22.00,22.00,22.00,Wood
SXBLWHT2,CFC Essex Blue/White 2,2,22.00,22.00,22.00,Wood
SXBRN2,CFC Essex Brown/Brown 2,2,22.00,22.00,22.00,Wood
SXBRNBK2,CFC Essex Brown/Black 2,2,22.00,22.00,22.00,Wood
SXBRNGLD2,"CFC Essex Brown / Gold 2""",2,26.50,26.50,26.50,Wood
SXBRNNAT2,CFC Essex Brown/Natural 2,2,22.00,22.00,22.00,Wood
SXBRNWHT2,CFC Essex Brown/White 2,2,22.00,22.00,22.00,Wood
SXDRKGRN2,CFC Essex Dark Green/Dark Green 2,2,22.00,22.00,22.00,Wood
SXDRKGRNBK2,CFC Essex Dark Green/Black 2,2,22.00,22.00,22.00,Wood
SXDRKGRNGLD2,"CFC Essex Dark Green / Gold 2""",2,26.50,26.50,26.50,Wood
SXDRKGRNNAT2,CFC Essex Dark Green/Natural 2,2,22.00,22.00,22.00,Wood
SXDRKGRNWHT2,CFC Essex Dark Green/White 2,2,22.00,22.00,22.00,Wood
SXGRNGLD2,"CFC Essex Green / Gold 2""",2,26.50,26.50,26.50,Wood
SXGRY2,CFC Essex Gray/Gray 2,2,22.00,22.00,22.00,Wood
SXGRYBK2,CFC Essex Gray/Black 2,2,22.00,22.00,22.00,Wood
SXGRYGLD2,"CFC Essex Gray / Gold 2""",2,26.50,26.50,26.50,Wood
SXGRYNAT2,CFC Essex Gray/Natural 2,2,22.00,22.00,22.00,Wood
SXGRYRD2,CFC Essex Gray/Red 2,2,22.00,22.00,22.00,Wood
SXGRYWHT2,CFC Essex Gray/White 2,2,22.00,22.00,22.00,Wood
SXLAV2,CFC Essex Lavender/Lavender 2,2,22.00,22.00,22.00,Wood
SXLAVBK2,CFC Essex Lavender/Black 2,2,22.00,22.00,22.00,Wood
SXLAVGLD2,"CFC Essex Lavender / Gold 2""",2,26.50,26.50,26.50,Wood
SXLAVNAT2,CFC Essex Lavender/Natural 2,2,22.00,22.00,22.00,Wood
SXLAVWHT2,CFC Essex Lavender/White 2,2,22.00,22.00,22.00,Wood
SXLEN2,CFC Essex Lentil/Lentil 2,2,22.00,22.00,22.00,Wood
SXLENBK2,CFC Essex Lentil/Black 2,2,22.00,22.00,22.00,Wood
SXLENGLD2,"CFC Essex Lentil / Gold 2""",2,26.50,26.50,26.50,Wood
SXLENNAT2,CFC Essex Lentil/Natural 2,2,22.00,22.00,22.00,Wood
SXLENWHT2,CFC Essex Lentil/White 2,2,22.00,22.00,22.00,Wood
SXNAT2,CFC Essex Natural/Natural 2,2,22.00,22.00,22.00,Wood
SXNATBK2,CFC Essex Natural/Black 2,2,22.00,22.00,22.00,Wood
SXNATBL2,CFC Essex Natural/Blue 2,2,22.00,22.00,22.00,Wood
SXNATBRN2,CFC Essex Natural/Brown 2,2,22.00,22.00,22.00,Wood
SXNATDRKGRN2,CFC Essex Natural/Dark Green 2,2,22.00,22.00,22.00,Wood
SXNATGLD2,"CFC Essex Natural / Gold 2""",2,26.50,26.50,26.50,Wood
SXNATGRY2,CFC Essex Natural/Gray 2,2,22.00,22.00,22.00,Wood
SXNATLAV2,CFC Essex Natural/Lavender 2,2,22.00,22.00,22.00,Wood
SXNATLEN2,CFC Essex Natural/Lentil 2,2,22.00,22.00,22.00,Wood
SXNATOR2,CFC Essex Natural/Orange 2,2,22.00,22.00,22.00,Wood
SXNATPNK2,CFC Essex Natural/Pink 2,2,22.00,22.00,22.00,Wood
SXNATPRP2,CFC Essex Natural/Purple 2,2,22.00,22.00,22.00,Wood
SXNATPUT2,CFC Essex Natural/Putty 2,2,22.00,22.00,22.00,Wood
SXNATRD2,CFC Essex Natural/Red 2,2,22.00,22.00,22.00,Wood
SXNATSG2,CFC Essex Natural/Sage 2,2,22.00,22.00,22.00,Wood
SXNATTL2,CFC Essex Natural/Teal 2,2,22.00,22.00,22.00,Wood
SXNATTURQ2,CFC Essex Natural/Turquoise 2,2,22.00,22.00,22.00,Wood
SXNATWHT2,CFC Essex Natural/White 2,2,22.00,22.00,22.00,Wood
SXNATY2,CFC Essex Natural/Yellow 2,2,22.00,22.00,22.00,Wood
SXOR2,CFC Essex Orange/Orange 2,2,22.00,22.00,22.00,Wood
SXORBK2,CFC Essex Orange/Black 2,2,22.00,22.00,22.00,Wood
SXORGLD2,"CFC Essex Orange / Gold 2""",2,26.50,26.50,26.50,Wood
SXORNAT2,CFC Essex Orange/Natural 2,2,22.00,22.00,22.00,Wood
SXORWHT2,CFC Essex Orange/White 2,2,22.00,22.00,22.00,Wood
SXPNK2,CFC Essex Pink/Pink 2,2,22.00,22.00,22.00,Wood
SXPNKBK2,CFC Essex Pink/Black 2,2,22.00,22.00,22.00,Wood
SXPNKGLD2,"CFC Essex Pink / Gold 2""",2,26.50,26.50,26.50,Wood
SXPNKNAT2,CFC Essex Pink/Natural 2,2,22.00,22.00,22.00,Wood
SXPNKWHT2,CFC Essex Pink/White 2,2,22.00,22.00,22.00,Wood
SXPRP2,CFC Essex Purple/Purple 2,2,22.00,22.00,22.00,Wood
SXPRPBK2,CFC Essex Purple/Black 2,2,22.00,22.00,22.00,Wood
SXPRPGLD2,"CFC Essex Purple / Gold 2""",2,26.50,26.50,26.50,Wood
SXPRPNAT2,CFC Essex Purple/Natural 2,2,22.00,22.00,22.00,Wood
SXPRPWHT2,CFC Essex Purple/White 2,2,22.00,22.00,22.00,Wood
SXPUT2,CFC Essex Putty/Putty 2,2,22.00,22.00,22.00,Wood
SXPUTBK2,CFC Essex Putty/Black 2,2,22.00,22.00,22.00,Wood
SXPUTGLD2,"CFC Essex Putty / Gold 2""",2,26.50,26.50,26.50,Wood
SXPUTNAT2,CFC Essex Putty/Natural 2,2,22.00,22.00,22.00,Wood
SXPUTWHT2,CFC Essex Putty/White 2,2,22.00,22.00,22.00,Wood
SXRD2,CFC Essex Red/Red 2,2,22.00,22.00,22.00,Wood
SXRDBK2,CFC Essex Red/Black 2,2,22.00,22.00,22.00,Wood
SXRDGLD2,"CFC Essex Red / Gold 2""",2,26.50,26.50,26.50,Wood
SXRDGRY2,CFC Essex Red/Gray 2,2,22.00,22.00,22.00,Wood
SXRDNAT2,CFC Essex Red/Natural 2,2,22.00,22.00,22.00,Wood
SXRDTL2,CFC Essex Red/Teal 2,2,22.00,22.00,22.00,Wood
SXRDWHT2,CFC Essex Red/White 2,2,22.00,22.00,22.00,Wood
SXSG2,CFC Essex Sage/Sage 2,2,22.00,22.00,22.00,Wood
SXSGBK2,CFC Essex Sage/Black 2,2,22.00,22.00,22.00,Wood
SXSGGLD2,"CFC Essex Sage / Gold 2""",2,26.50,26.50,26.50,Wood
SXSGNAT2,CFC Essex Sage/Natural 2,2,22.00,22.00,22.00,Wood
SXSGWHT2,CFC Essex Sage/White 2,2,22.00,22.00,22.00,Wood
SXTL2,CFC Essex Teal/Teal 2,2,22.00,22.00,22.00,Wood
SXTLBK2,CFC Essex Teal/Black 2,2,22.00,22.00,22.00,Wood
SXTLGLD2,"CFC Essex Teal / Gold 2""",2,26.50,26.50,26.50,Wood
SXTLNAT2,CFC Essex Teal/Natural 2,2,22.00,22.00,22.00,Wood
SXTLRD2,CFC Essex Teal/Red 2,2,22.00,22.00,22.00,Wood
SXTURQ2,CFC Essex Turquoise/Turquoise 2,2,22.00,22.00,22.00,Wood
SXTURQGLD2,"CFC Essex Turquoise / Gold 2""",2,26.50,26.50,26.50,Wood
SXTURQNAT2,CFC Essex Turquoise/Natural 2,2,22.00,22.00,22.00,Wood
SXTURQWHT2,CFC Essex Turquoise/White 2,2,22.00,22.00,22.00,Wood
SXWHT2,CFC Essex White/White 2,2,22.00,22.00,22.00,Wood
SXWHTBK2,CFC Essex White/Black 2,2,22.00,22.00,22.00,Wood
SXWHTBL2,CFC Essex White/Blue 2,2,22.00,22.00,22.00,Wood
SXWHTBRN2,CFC Essex White/Brown 2,2,22.00,22.00,22.00,Wood
SXWHTDRKGRN2,CFC Essex White/Dark Green 2,2,22.00,22.00,22.00,Wood
SXWHTGRY2,CFC Essex White/Gray 2,2,22.00,22.00,22.00,Wood
SXWHTLAV2,CFC Essex White/Lavender 2,2,22.00,22.00,22.00,Wood
SXWHTLEN2,CFC Essex White/Lentil 2,2,22.00,22.00,22.00,Wood
SXWHTNAT2,CFC Essex White/Natural 2,2,22.00,22.00,22.00,Wood
SXWHTNAT2,CFC Essex White/Natural 2,2,22.00,22.00,22.00,Wood
SXWHTOR2,CFC Essex White/Orange 2,2,22.00,22.00,22.00,Wood
SXWHTPNK2,CFC Essex White/Pink 2,2,22.00,22.00,22.00,Wood
SXWHTPRP2,CFC Essex White/Purple 2,2,22.00,22.00,22.00,Wood
SXWHTPUT2,CFC Essex White/Putty 2,2,22.00,22.00,22.00,Wood
SXWHTRD2,CFC Essex White/Red 2,2,22.00,22.00,22.00,Wood
SXWHTSG2,CFC Essex White/Sage 2,2,22.00,22.00,22.00,Wood
SXWHTTURQ2,CFC Essex White/Turquoise 2,2,22.00,22.00,22.00,Wood
SXWHTY2,CFC Essex White/Yellow 2,2,22.00,22.00,22.00,Wood
SXWTGLD2,"CFC Essex White / Gold 2""",2,26.50,26.50,26.50,Wood
SXWTSIL2,"CFC Essex White/ Silver 2""",2,26.50,26.50,26.50,Wood
SXY2,CFC Essex Yellow/Yellow 2,2,22.00,22.00,22.00,Wood
SXYBK2,CFC Essex Yellow/Black 2,2,22.00,22.00,22.00,Wood
SXYGLD2,"CFC Essex Yellow / Gold 2""",2,26.50,26.50,26.50,Wood
SXYNAT2,CFC Essex Yellow/Natural 2,2,22.00,22.00,22.00,Wood
SXYWHT2,CFC Essex Yellow/White 2,2,22.00,22.00,22.00,Wood
TBBKNAT114,"CFC Timberline Black/Natural 1 1/4""",1.25,20.00,20.00,20.00,Wood
TBBLNAT114,"CFC Timberline Blue/Natural 1 1/4""",1.25,20.00,20.00,20.00,Wood
TBBRNNAT114,"CFC Timberline Brown/Natural 1 1/4""",1.25,20.00,20.00,20.00,Wood
TBDRKGRN114,"CFC Timberline Dark Green/Natural 1 1/4""",1.25,20.00,20.00,20.00,Wood
TBGRNNAT114,CFC Timberline Green/Natural 1 1/4”,1.25,20.00,20.00,20.00,Wood
TBGRYNAT114,"CFC Timberline Gray/Natural 1 1/4""",1.25,20.00,20.00,20.00,Wood
TBLAVNAT114,"CFC Timberline Lavender/Natural 1 1/4""",1.25,20.00,20.00,20.00,Wood
TBLENNAT114,"CFC Timberline Lentil/Natural 1 1/4""",1.25,20.00,20.00,20.00,Wood
TBNAT114,"CFC Timberline Natural/Natural 1 1/4""",1.25,20.00,20.00,20.00,Wood
TBORNAT114,"CFC Timberline Orange/Natural 1 1/4""",1.25,20.00,20.00,20.00,Wood
TBPNKNAT114,"CFC Timberline Pink/Natural 1 1/4""",1.25,20.00,20.00,20.00,Wood
TBPRPNAT114,"CFC Timberline Purple/Natural 1 1/4""",1.25,20.00,20.00,20.00,Wood
TBPUTNAT114,"CFC Timberline Putty/Natural 1 1/4""",1.25,20.00,20.00,20.00,Wood
TBRDNAT114,"CFC Timberline Red/Natural 1 1/4""",1.25,20.00,20.00,20.00,Wood
TBSB1CUST,"Timberline Shadow Box 1"" Deep",1.25,23.00,23.00,23.00,Wood
TBSB2CUST,"Timberline Shadow Box 2"" Deep",1.25,24.00,24.00,24.00,Wood
TBSB3CUST,"Timberline Shadow Box 3"" Deep",1.25,26.00,26.00,26.00,Wood
TBSB4CUST,"Timberline Shadow Box 4"" Deep",1.25,28.00,28.00,28.00,Wood
TBSB5CUST,"Timberline Shadow Box 5"" Deep",1.25,30.00,30.00,30.00,Wood
TBSB6CUST,"Timberline Shadow Box 6"" Deep",1.25,32.00,32.00,32.00,Wood
TBSGNAT114,"CFC Timberline Sage/Natural 1 1/4""",1.25,20.00,20.00,20.00,Wood
TBTLNAT114,"CFC Timberline Teal/Natural 1 1/4""",1.25,20.00,20.00,20.00,Wood
TBTURQNAT114,"CFC Timberline Turquoise/Natural 1 1/4""",1.25,20.00,20.00,20.00,Wood
TBWHT114,"CFC Timberline White/Natural 1 1/4""",1.25,20.00,20.00,20.00,Wood
TBYNAT114,"CFC Timberline Yellow/Natural 1 1/4""",1.25,20.00,20.00,20.00,Wood
TURQYL114,CFC Brights - Turquoise Over Yellow 1 1/4,1.25,15.00,15.00,15.00,Wood
TURQYL58,CFC Brights - Turquoise Over Yellow 5/8,0.625,14.00,14.00,14.00,Wood
VBK114,CFC Voyager Black/Black 1 1/4,1.25,17.50,17.50,17.50,Wood
VBKBL114,CFC Voyager Black/Blue 1 1/4,1.25,17.50,17.50,17.50,Wood
VBKBRN114,CFC Voyager Black/Brown 1 1/4,1.25,17.50,17.50,17.50,Wood
VBKDRKGRN114,CFC Voyager Black/Dark Green 1 1/4,1.25,17.50,17.50,17.50,Wood
VBKGRY114,CFC Voyager Black/Gray 1 1/4,1.25,17.50,17.50,17.50,Wood
VBKLAV114,CFC Voyager Black/Lavender 1 1/4,1.25,17.50,17.50,17.50,Wood
VBKLEN114,CFC Voyager Black/Lentil 1 1/4,1.25,17.50,17.50,17.50,Wood
VBKNAT114,CFC Voyager Black/Natural 1 1/4,1.25,17.50,17.50,17.50,Wood
VBKOR114,CFC Voyager Black/Orange 1 1/4,1.25,17.50,17.50,17.50,Wood
VBKPNK114,CFC Voyager Black/Pink 1 1/4,1.25,17.50,17.50,17.50,Wood
VBKPRP114,CFC Voyager Black/Purple 1 1/4,1.25,17.50,17.50,17.50,Wood
VBKPUT114,CFC Voyager Black/Putty 1 1/4,1.25,17.50,17.50,17.50,Wood
VBKRD114,CFC Voyager Black/Red 1 1/4,1.25,17.50,17.50,17.50,Wood
VBKSG114,CFC Voyager Black/Sage 1 1/4,1.25,17.50,17.50,17.50,Wood
VBKTL114,CFC Voyager Black/Teal 1 1/4,1.25,17.50,17.50,17.50,Wood
VBKTURQ114,CFC Voyager Black/Turquoise 1 1/4,1.25,17.50,17.50,17.50,Wood
VBKWT114,CFC Voyager Black/White 1 1/4,1.25,17.50,17.50,17.50,Wood
VBL114,CFC Voyager Blue/Blue 1 1/4,1.25,17.50,17.50,17.50,Wood
VBLBK114,CFC Voyager Blue/Black 1 1/4,1.25,17.50,17.50,17.50,Wood
VBLKY114,CFC Voyager Black/Yellow 1 1/4,1.25,17.50,17.50,17.50,Wood
