ITEM,description,WIDTH,UPC,cost,chop,join,group
N93557,PEWTER LINEN NIELSEN 93,0.40625,,7.65,13.48,11.23,Metal
N93558,SLATE  LINEN NIELSEN 93,0.40625,,7.65,13.48,11.23,Metal
N9402,FROST SILVER NIELSEN 94,0.625,,8.6,15.14,12.6,Metal
N94156,FLORENTINE BLACK NIELSEN 94,0.625,,10.92,19.22,18.11,Metal
N9421,MATTE BLACK NIELSEN 94,0.625,,12.26,21.59,16.21,Metal
N9510,GRAPHITE NIELSEN 95,0.90625,,13.48,23.73,19.13,Metal
N9514,GERMAN SILVER NIELSEN 95,0.90625,,13.48,23.73,19.13,Metal
N9521,MATTE BLACK NIELSEN 95,0.90625,,13.55,23.85,19.22,Metal
N95224,MATT WHITE NIELSEN 95,0.90625,,12.43,21.87,17.68,Metal
N9523,ANTIQUE GOLD NIELSEN 95,0.90625,,13.17,23.17,18.67,Metal
N95429,BRITE BLACK BRUSH NIELSEN 95,0.90625,,13.92,24.49,19.71,Metal
N95470,BRUSHED SATIN NICKEL NIEL 95,0.90625,,13.91,24.48,19.73,Metal
N9714,GERMAN SILVER NIELSEN 97,0.90625,,11.22,19.74,16.1,Metal
N97150,SILVER FLORENTINE NIELSEN 97,0.90625,,12.55,22.08,17.86,Metal
N97151,FLORENTINE GOLD NIELSEN 97,0.90625,,12.55,22.08,17.86,Metal
N97154,GREY FLORENTINE NIELSEN 97,0.90625,,12.55,22.08,17.86,Metal
N97155,FLORENTINE AMBER NIELSEN 97,0.90625,,12.55,22.08,17.86,Metal
N97156,FLORENTINE BLACK NIELSEN 97,0.90625,,13.64,24,17.86,Metal
N97167,FLORENTINE WALNUT NIELSEN 97,0.90625,,12.61,22.19,17.86,Metal
N9721,MATTE BLACK NIELSEN 97,0.90625,,11.79,20.76,16.88,Metal
N97400,BRUSH ALUM. NIELSEN 97,0.90625,,14.14,24.9,20.01,Metal
N9750,BLACK NIELSEN 97,0.90625,,11.61,20.42,16.36,Metal
N97550,TUSCAN LINEN SILVER NIELSEN 97,0.90625,,12.55,22.08,17.86,Metal
N97552,TUSCAN LINEN STEEL NIELSEN 97,0.90625,,10.54,18.55,15.29,Metal
N97553,TUSCAN LINEN CARAMEL  NIEL 97,0.90625,,10.54,18.55,15.29,Metal
N97555,TUSCAN LINEN AMBER NIELSEN 97,0.90625,,12.55,22.08,17.86,Metal
N97556,TUSCAN LINEN BLACK NIELSEN 97,0.90625,,12.55,22.08,17.86,Metal
N97557,TUSCAN LINEN PEWTER   NIEL 97,0.90625,,10.54,18.55,15.29,Metal
N97558,TUSCAN LINEN SLATE    NIEL 97,0.90625,,10.54,18.55,15.29,Metal
N99150,FLORENTINE SILVER NIELSEN 99,1.375,,16.03,28.21,22.58,Metal
N99154,FLORENTINE GREY NIELSEN 99,1.375,,17.42,30.66,22.58,Metal
N99156,FLORENTINE BLACK NIELSEN 99,1.375,,16.03,28.21,22.58,Metal
N99167,FLORENTINE WAL NIELSEN 99,1.375,,12.53,22.04,22.52,Metal
N9921,MATTE BLACK NIELSEN 99,1.375,,14.08,24.79,19.94,Metal
N99421,BRUSHED SATIN BLACK NIEL 99,1.375,,14.49,25.49,20.41,Metal
N99430,GERMAN SILVER BRUSH NIELSEN 99,1.375,,15.24,26.82,20.32,Metal
N99470,BRUSHED SATIN NICKEL NIEL 99,1.375,,14.48,25.49,20.41,Metal
N99475,BRUSH SATIN CHOCOLATE NIEL 99,1.375,,11.03,19.41,20.41,Metal
N99478,BRUSH SATIN PEWTER NIEL 99,1.375,,11.37,20.01,20.41,Metal
NOEM101,SILVER CONTRACT METAL NIELSEN,0.25,,4.47,7.87,6,Metal
NOEM102,FRST SIL CNTRCT METL NIEL,0.25,,5.51,9.69,6.03,Metal
NOEM103,GOLD CONTRACT METAL NIEL,0.25,,4.29,7.55,6,Metal
NOEM120,ADONIC BLK CONTRACT METAL NIEL,0.25,,4.67,8.21,6.05,Metal
NOEM121,MATTE BLK CONTRACT METAL NEIL,0.25,,4.32,7.6,6.05,Metal
NOEM1501,SILVER CONTRACT METAL NIELSEN,0.375,,5.27,9.27,7.16,Metal
NOEM1502,FRS SIL CONTRACT METAL NIELSEN,0.375,,5.27,9.27,7.16,Metal
NOEM1503,GOLD CONTRACT METAL NIELSEN,0.375,,5.01,8.82,6.79,Metal
NOEM1504,FRS GLD CONTRACT METAL NIELSEN,0.375,,5.7,10.03,7.16,Metal
NOEM1513,CONTS GRY CONTRACT METAL NIEL,0.375,,4.78,8.4,7.09,Metal
NOEM1514,GERMAN SIL CONTRACT METAL NEIL,0.375,,5.27,9.28,7.16,Metal
NOEM1520,ADONIC BLK CONTRACT METAL NIEL,0.375,,5.2,9.15,7.09,Metal
NOEM1521,MATTE BLK CONTRACT METAL NIEL,0.375,,5.2,9.15,7.09,Metal
NOEM220,ADONIC BLACK CONTRT METAL NIEL,0.375,,4.8,8.44,6.54,Metal
NOEM221,MATTE BLK CONTRACT METAL NIEL,0.375,,4.82,8.48,6.54,Metal
NOEM501,SILVER CONTRACT METAL NIELSEN,0.375,,4.31,7.58,6.12,Metal
NOEM503,GOLD CONTRACT METAL NIELSEN,0.375,,4.1,7.21,5.8,Metal
NOEM520,ANODIC BLACK CONTR METAL NIEL,0.375,,4.31,7.59,6.05,Metal
NOEM521,MATTE BLK CONTRACT METAL NIEL,0.375,,4.31,7.59,6.05,Metal
