CFS #,Description,Size,Length,Chop,Join,group
ML1550,15 BLACK,3/8,4.15,6.29,,Metal
ML1552,15 BRIGHT WHITE,3/8,4.15,6.29,,Metal
ML1555,15 RIGHT RED,3/8,4.15,6.29,,Metal
ML1558,15 INDIGO,3/8,4.15,6.29,,Metal
ML1566,15 LAPIS,3/8,4.15,6.29,,Metal
ML1568,15 CHINESE RED,3/8,4.15,6.29,,Metal
ML2108,21 FROSTED ROSE GOLD,3/8,5.65,8.52,,Metal
ML2121,21 MATTE BLACK (ANODIZED),3/8,5.65,8.52,,Metal
ML21227,21 TORNADO RED,3/8,5.65,8.52,,Metal
ML2123,21 ANTIQUE GOLD,3/8,5.65,8.52,,Metal
ML21233,21 PURPLE HAZE,3/8,5.65,8.52,,Metal
ML21235,21 TANGERINE TWIST,3/8,5.65,8.52,,Metal
ML21250,21 MERLOT,3/8,5.65,8.52,,Metal
ML21257,21 SAPPHIRE,3/8,5.65,8.52,,Metal
ML21258,21 REALLY TEAL,3/8,5.65,8.52,,Metal
ML21261,21 DAWN,3/8,5.65,8.52,,Metal
ML21400,21 CHROME,3/8,5.65,8.52,,Metal
ML2150,21 MATTE BLACK,3/8,5.65,8.52,,Metal
ML2201,22 SILVER,3/8,4.75,7.17,,Metal
ML2202,22 FROSTED SILVER,3/8,4.75,7.17,,Metal
ML2203,22 GOLD,3/8,4.75,7.17,,Metal
ML2214,22 GERMAN SILVER,3/8,5.52,8.34,,Metal
ML2220,22 ANODIC BLACK,3/8,5.52,8.34,,Metal
ML2221,22 MATTE BLACK,3/8,5.52,8.34,,Metal
ML9301,93 SILVER,3/8,4.33,6.58,,Metal
ML9304,93 FROSTED GOLD,3/8,4.33,6.58,,Metal
ML9314,93 GERMAN SILVER,3/8,4.91,7.44,,Metal
ML93150,93 FLORENTINE SILVER,3/8,5.24,7.91,,Metal
ML93154,93 FLORENTINE GRAY,3/8,5.24,7.91,,Metal
ML93156,93 FLORENTINE BLACK,3/8,5.24,7.91,,Metal
ML93170,93 FROSTED UMBER,3/8,4.91,7.44,,Metal
ML9319,93 FROSTED WALNUT,3/8,4.91,7.44,,Metal
ML9320,93 ANODIC BLACK,3/8,4.91,7.44,,Metal
ML9321,93 MATTE BLACK,3/8,4.91,7.44,,Metal
ML9323,93 ANTIQUE GOLD,3/8,4.33,6.58,,Metal
ML9350,93 BLACK,3/8,4.33,6.58,,Metal
ML9352,93 BRIGHT WHITE,3/8,4.33,6.58,,Metal
ML93550,93 TUSCAN LINEN SILVER,3/8,5.24,7.91,,Metal
ML93552,93 TUSCAN LINEN RAW STEEL,3/8,5.24,7.91,,Metal
ML93553,93 TUSCAN LINEN CARAMEL,3/8,5.24,7.91,,Metal
ML93555,93 TUSCAN LINEN AMBER,3/8,5.24,7.91,,Metal
ML93556,93 TUSCAN LINEN BLACK,3/8,5.24,7.91,,Metal
ML93557,93 TUSCAN LINEN PEWTER,3/8,5.24,7.91,,Metal
ML93558,93 TUSCAN LINEN SLATE,3/8,5.24,7.91,,Metal
ML9714,97 GERMAN SILVER,29/32,5.84,8.81,,Metal
ML97150,97 FLORENTINE SILVER,29/32,6.66,9.96,,Metal
ML97151,97 FLORENTINE GOLD,29/32,6.66,9.96,,Metal
ML97154,97 FLORENTINE GRAY,29/32,6.66,9.96,,Metal
ML97155,97 FLORENTINE AMBER,29/32,6.66,9.96,,Metal
ML97156,97 FLORENTINE BLACK,29/32,6.66,9.96,,Metal
ML97167,97 FLORENTINE WALNUT,29/32,6.66,9.96,,Metal
ML9721,97 MATTE BLACK (ANODIZED),29/32,5.84,8.81,,Metal
ML97400,97 BRUSHED SATIN ALUMINUM,29/32,6.66,9.96,,Metal
ML9750,97 MATTE BLACK,29/32,5.16,7.79,,Metal
ML97550,97 TUSCAN LINEN SILVER,29/32,6.66,9.96,,Metal
ML97552,97 TUSCAN LINEN RAW STEEL,29/32,6.66,9.96,,Metal
ML97553,97 TUSCAN LINEN CARAMEL,29/32,6.66,9.96,,Metal
ML97555,TUSAN LINEN AMBER,29/32,6.66,9.96,,Metal
ML97556,TUSCAN LINEN BLK,29/32,6.66,9.96,,Metal
ML97557,97 TUSCAN LINEN PEWTER,29/32,6.66,9.96,,Metal
ML97558,97 TUSCAN LINEN SLATE,29/32,6.66,9.96,,Metal
ML97Z,NIELSEN 97Z RAW ALUMINUM,29/32,2.70,4.46,,Metal
MN1101,11 SILVER,3/8,3.75,5.66,,Metal
MN1102,11 FROSTED SILVER,3/8,3.75,5.66,,Metal
MN1103,11 GOLD,3/8,3.75,5.66,,Metal
MN1104,11 FROSTED GOLD,3/8,3.75,5.66,,Metal
MN1108,11 FROSTED BRONZE,3/8,4.38,6.59,,Metal
MN1110,11 GRAPHITE,3/8,4.38,6.59,,Metal
MN1112,11 FROSTED PEWTER,3/8,4.38,6.59,,Metal
MN1113,11 CONTRAST GRAY,3/8,4.38,6.59,,Metal
MN1114,11 GERMAN SILVER,3/8,4.38,6.59,,Metal
MN11154,11 FLORENTINE GRAY,3/8,4.41,6.73,,Metal
MN11156,11 FLORENTINE BLACK,3/8,4.41,6.73,,Metal
MN1120,11 ANODIC BLACK,3/8,4.38,6.59,,Metal
MN1121,11 MATTE BLACK (ANODIZED),3/8,4.38,6.59,,Metal
MN1123,11 ANTIQUE GOLD,3/8,3.75,5.66,,Metal
MN1150,11 BLACK,3/8,3.75,5.66,,Metal
MN11701,117 SILVER,3/8,4.38,6.59,,Metal
MN11702,117 FROSTED SILVER,3/8,4.38,6.59,,Metal
MN11704,117 FROSTED GOLD,3/8,4.38,6.59,,Metal
MN11710,117 GRAPHITE,3/8,4.91,7.44,,Metal
MN11712,117 FROSTED PEWTER,3/8,4.91,7.44,,Metal
MN11714,117 GERMAN SILVER,3/8,4.91,7.44,,Metal
MN117164,117 DUSK,3/8,4.91,7.44,,Metal
MN11719,117 FROSTED WALNUT,3/8,4.91,7.44,,Metal
MN11720,117 ANODIC BLACK,3/8,4.91,7.44,,Metal
MN117201,117 MAROON,3/8,4.38,6.59,,Metal
MN117202,117 TIGER ORANGE,3/8,4.38,6.59,,Metal
MN117203,117 SUNSHINE,3/8,4.38,6.59,,Metal
MN117204,117 KELLY GREEN,3/8,4.38,6.59,,Metal
MN117205,117 FOREST GREEN,3/8,4.38,6.59,,Metal
MN117206,117 AQUA,3/8,4.38,6.59,,Metal
MN117207,117 MAGIC BLUE,3/8,4.38,6.59,,Metal
MN117208,117 ROYAL PURPLE,3/8,4.38,6.59,,Metal
MN11721,117 MATTE BLACK,3/8,4.91,7.44,,Metal
MN117227,117 TORNADO RED,3/8,5.12,7.79,,Metal
MN11723,117 ANTIQUE GOLD,3/8,4.91,7.43,,Metal
MN117230,117 REFLEX SILVER,3/8,5.12,7.79,,Metal
MN117231,117 GOLD BULLION,3/8,5.12,7.79,,Metal
MN117232,117 GALACTIC BLUE,3/8,5.12,7.79,,Metal
MN117233,117 PURPLE HAZE,3/8,5.12,7.79,,Metal
MN117235,117 TANGERINE TWIST,3/8,5.12,7.79,,Metal
MN117236,117 CYBER GREEN,3/8,5.12,7.79,,Metal
MN117237,117 RASPBERRY FIZZ,3/8,5.12,7.79,,Metal
MN117238,117 TURQUOISE,3/8,5.12,7.79,,Metal
MN117240,117 AMETHYST,3/8,5.12,7.79,,Metal
MN117270,117 BURNT SIENNA,3/8,4.91,7.44,,Metal
MN117280,117 AMERICAN NATURAL,3/8,5.54,7.78,,Metal
MN117400,117 BRUSHED ALUMIM. SATIN,3/8,5.12,7.79,,Metal
MN117470,117 BRUSHED SATIN NICKEL,3/8,5.80,8.48,,Metal
MN117478,117 BRUSHED SATIN PEWTER,3/8,5.80,8.48,,Metal
MN11750,117 BLACK,3/8,4.38,6.59,,Metal
MN11752,117 BRIGHT WHITE,3/8,4.38,6.59,,Metal
MN11755,117 RIGHT RED,3/8,4.38,6.59,,Metal
MN11758,117 INDIGO,3/8,4.38,6.59,,Metal
MN1314,13 GERMAN SILVER,3/8,5.46,8.19,,Metal
MN1321,13 MATTE BLACK,3/8,5.46,8.19,,Metal
MN1414,14 GERMAN SILVER,3/8,8.88,13.32,,Metal
MN1421,14 MATTE BLACK,3/8,8.88,13.32,,Metal
MN1501,15 SILVER,3/8,4.15,6.29,,Metal
MN1502,15 FROSTED SILVER,3/8,4.15,6.29,,Metal
MN1503,15 GOLD,3/8,4.15,6.29,,Metal
MN1504,15 FROSTED GOLD,3/8,4.15,6.29,,Metal
MN1508,15 FROSTED BRONZE,3/8,4.66,7.07,,Metal
MN1510,15 GRAPHITE,3/8,4.66,7.07,,Metal
MN1512,15 FROSTED PEWTER,3/8,4.66,7.07,,Metal
MN1513,15 CONTRAST GRAY,3/8,4.66,7.07,,Metal
MN1514,15 GERMAN SILVER,3/8,4.66,7.07,,Metal
MN15150,15 FLORENTINE SILVER,3/8,4.90,7.37,,Metal
MN15153,15 FLORENTINE PEWTER,3/8,4.90,7.37,,Metal
MN15154,15 FLORENTINE GRAY,3/8,4.90,7.37,,Metal
MN15155,15 FLORENTINE AMBER,3/8,4.90,7.37,,Metal
MN15156,15 FLORENTINE BLACK,3/8,4.90,7.37,,Metal
MN15164,15 DUSK,3/8,4.66,7.07,,Metal
MN15170,15 FROSTED UMBER,3/8,4.66,7.07,,Metal
MN1519,15 FROSTED WALNUT,3/8,4.66,7.07,,Metal
MN1520,15 ANODIC BLACK,3/8,4.66,7.07,,Metal
MN1521,15 MATTE BLACK,3/8,4.66,7.07,,Metal
MN1523,15 ANTIQUE GOLD,3/8,4.15,6.29,,Metal
MN1524,15 COBALT,3/8,4.66,7.07,,Metal
MN1550,15 BLACK,3/8,4.15,6.29,,Metal
MN1552,15 BRIGHT WHITE,3/8,4.15,6.29,,Metal
MN1555,15 RIGHT RED,3/8,4.15,6.29,,Metal
MN1558,15 INDIGO,3/8,4.15,6.29,,Metal
MN1566,15 LAPIS,3/8,4.15,6.29,,Metal
MN1568,15 CHINESE RED,3/8,4.15,6.29,,Metal
MN2108,21 FROSTED ROSE GOLD,3/8,5.65,8.52,,Metal
MN2121,21 MATTE BLACK (ANODIZED),3/8,5.65,8.52,,Metal
MN21227,21 TORNADO RED,3/8,5.65,8.52,,Metal
MN2123,21 ANTIQUE GOLD,3/8,5.65,8.52,,Metal
MN21233,21 PURPLE HAZE,3/8,5.65,8.52,,Metal
MN21235,21 TANGERINE TWIST,3/8,5.65,8.52,,Metal
MN21250,21 MERLOT,3/8,5.65,8.52,,Metal
MN21257,21 SAPPHIRE,3/8,5.65,8.52,,Metal
MN21258,21 REALLY TEAL,3/8,5.65,8.52,,Metal
MN21261,21 DAWN,3/8,5.65,8.52,,Metal
MN21400,21 CHROME,3/8,5.65,8.52,,Metal
MN2150,21 MATTE BLACK,3/8,5.65,8.52,,Metal
MN2201,22 SILVER,3/8,4.75,7.17,,Metal
MN2202,22 FROSTED SILVER,3/8,4.75,7.17,,Metal
MN2203,22 GOLD,3/8,4.75,7.17,,Metal
MN2214,22 GERMAN SILVER,3/8,5.52,8.34,,Metal
MN2220,22 ANODIC BLACK,3/8,5.52,8.34,,Metal
MN2221,22 MATTE BLACK,3/8,5.52,8.34,,Metal
MN9301,93 SILVER,3/8,4.33,6.58,,Metal
MN9304,93 FROSTED GOLD,3/8,4.33,6.58,,Metal
MN9314,93 GERMAN SILVER,3/8,4.91,7.44,,Metal
MN93150,93 FLORENTINE SILVER,3/8,5.24,7.91,,Metal
MN93154,93 FLORENTINE GRAY,3/8,5.24,7.91,,Metal
MN93156,93 FLORENTINE BLACK,3/8,5.24,7.91,,Metal
MN93170,93 FROSTED UMBER,3/8,4.91,7.44,,Metal
MN9319,93 FROSTED WALNUT,3/8,4.91,7.44,,Metal
MN9320,93 ANODIC BLACK,3/8,4.91,7.44,,Metal
MN9321,93 MATTE BLACK,3/8,4.91,7.44,,Metal
MN9323,93 ANTIQUE GOLD,3/8,4.33,6.58,,Metal
MN9350,93 BLACK,3/8,4.33,6.58,,Metal
MN9352,93 BRIGHT WHITE,3/8,4.33,6.58,,Metal
MN93550,93 TUSCAN LINEN SILVER,3/8,5.24,7.91,,Metal
MN93552,93 TUSCAN LINEN RAW STEEL,3/8,5.24,7.91,,Metal
MN93553,93 TUSCAN LINEN CARAMEL,3/8,5.24,7.91,,Metal
MN93555,93 TUSCAN LINEN AMBER,3/8,5.24,7.91,,Metal
MN93556,93 TUSCAN LINEN BLACK,3/8,5.24,7.91,,Metal
MN93557,93 TUSCAN LINEN PEWTER,3/8,5.24,7.91,,Metal
MN93558,93 TUSCAN LINEN SLATE,3/8,5.24,7.91,,Metal
MN9714,97 GERMAN SILVER,29/32,5.84,8.81,,Metal
MN97150,97 FLORENTINE SILVER,29/32,6.66,9.96,,Metal
MN97151,97 FLORENTINE GOLD,29/32,6.66,9.96,,Metal
MN97154,97 FLORENTINE GRAY,29/32,6.66,9.96,,Metal
MN97155,97 FLORENTINE AMBER,29/32,6.66,9.96,,Metal
MN97156,97 FLORENTINE BLACK,29/32,6.66,9.96,,Metal
MN97167,97 FLORENTINE WALNUT,29/32,6.66,9.96,,Metal
MN9721,97 MATTE BLACK (ANODIZED),29/32,5.84,8.81,,Metal
MN97400,97 BRUSHED SATIN ALUMINUM,29/32,6.66,9.96,,Metal
MN9750,97 MATTE BLACK,29/32,5.16,7.79,,Metal
MN97550,97 TUSCAN LINEN SILVER,29/32,6.66,9.96,,Metal
MN97552,97 TUSCAN LINEN RAW STEEL,29/32,6.66,9.96,,Metal
MN97553,97 TUSCAN LINEN CARAMEL,29/32,6.66,9.96,,Metal
MN97555,TUSAN LINEN AMBER,29/32,6.66,9.96,,Metal
MN97556,TUSCAN LINEN BLK,29/32,6.66,9.96,,Metal
MN97557,97 TUSCAN LINEN PEWTER,29/32,6.66,9.96,,Metal
MN97558,97 TUSCAN LINEN SLATE,29/32,6.66,9.96,,Metal
OEM15B,15 Anodic Black (Shiny),3/8,2.70,4.61,,Metal
OEM15FG,15 Frosted Gold,3/8,2.42,4.11,,Metal
OEM15FS,15 Frosted Silver,3/8,2.42,4.11,,Metal
OEM15G,15 Shiny Gold,3/8,2.42,4.11,,Metal
OEM15MB,15 Anodic Matte Black,3/8,2.70,4.61,,Metal
OEM15S,15 Shiny Silver,3/8,2.42,4.11,,Metal
OEM1B,11 Anodic Black (Shiny),3/8,2.32,3.94,,Metal
