Item #,Description,Line                   Name,Size Decimal,Rabbet Decimal, cost , Chop , Join , Sugg. Retail , AC 
554689,GOLD GILDED OAK SMALL CAP,Whistler,0.7500,1.125, $ 8.97 , $ 14.83 , $ 19.31 , $ 40.10 ,
554690,SILVER GILDED OAK SMALL CAP,Whistler,0.7500,1.125, $ 8.97 , $ 14.83 , $ 19.31 , $ 40.10 ,
554691,BRONZE GILDED OAK SMALL CAP,Whistler,0.7500,1.125, $ 8.97 , $ 14.83 , $ 19.31 , $ 40.10 ,
554692,"1"" MARBLEHEAD WHITE",Harbour,1.0625,0.4375, $ 8.42 , $ 13.94 , $ 18.34 , $ 37.90 ,
554693,"1"" NEW HAMPSHIRE RED",Harbour,1.0625,0.4375, $ 8.42 , $ 13.94 , $ 18.34 , $ 37.90 ,
554694,"1"" BAR HARBOR BLUE GREY",Harbour,1.0625,0.4375, $ 8.42 , $ 13.94 , $ 18.34 , $ 37.90 ,
554695,"1"" ADIRONACK BLACK",Harbour,1.0625,0.4375, $ 8.42 , $ 13.94 , $ 18.34 , $ 37.90 ,
554696,MARBLEHEAD WHITE TALL CAP,Harbour,1.0625,2, $ 15.03 , $ 24.65 , $ 30.12 , $ 64.60 ,
554699,ADIRONACK BLACK TALL CAP,Harbour,1.0625,2, $ 15.03 , $ 24.65 , $ 30.12 , $ 64.60 ,
554700,"2"" MARBLEHEAD WHITE",Harbour,2.0625,0.7500, $ 13.21 , $ 21.70 , $ 26.87 , $ 57.30 ,
554701,"2"" NEW HAMPSHIRE RED",Harbour,2.0625,0.7500, $ 13.21 , $ 21.70 , $ 26.87 , $ 57.30 ,
554702,"2"" BAR HARBOR BLUE GREY",Harbour,2.0625,0.7500, $ 12.12 , $ 19.94 , $ 24.93 , $ 52.80 ,
554703,"2"" ADIRONACK BLACK",Harbour,2.0625,0.7500, $ 13.21 , $ 21.70 , $ 26.87 , $ 57.30 ,
554706,GOLD LEAF NATURAL CORK,Tappo,0.8125,0.3750, $ 7.47 , $ 12.39 , $ 16.63 , $ 34.00 ,
554707,SILVER LEAF NATURAL CORK,Tappo,0.8125,0.3750, $ 7.47 , $ 12.39 , $ 16.63 , $ 34.00 ,
554708,BADA BING BRONZE SHIMMER,Cabaret,0.6875,0.7500, $ 7.13 , $ 11.85 , $ 16.04 , $ 32.60 ,
554709,JAZZ HANDS BLUE SHIMMER,Cabaret,0.6875,0.7500, $ 7.13 , $ 11.85 , $ 16.04 , $ 32.60 ,
554711,EVENING VELVET SHIMMER,Cabaret,0.6875,0.7500, $ 7.13 , $ 11.85 , $ 16.04 , $ 32.60 ,
554712,MOULIN ROUGE SHIMMER,Cabaret,0.6875,0.7500, $ 7.13 , $ 11.85 , $ 16.04 , $ 32.60 ,
554713,TAP DANCE SHIMMER,Cabaret,0.6875,0.7500, $ 7.13 , $ 11.85 , $ 16.04 , $ 32.60 ,
554714,BACKSTAGE BLACK SHIMMER,Cabaret,0.6875,0.7500, $ 7.13 , $ 11.85 , $ 16.04 , $ 32.60 ,
554715,PINK FEATHER BOA SHIMMER,Cabaret,0.6875,0.7500, $ 7.13 , $ 11.85 , $ 16.04 , $ 32.60 ,
554716,GREEN WITH ENVY SHIMMER,Cabaret,0.6875,0.7500, $ 7.13 , $ 11.85 , $ 16.04 , $ 32.60 ,
554717,RAINBOW GLITTER,Vegas,1,0.4375, $ 10.27 , $ 16.94 , $ 21.64 , $ 45.40 ,
554718,BLACK MAGIC EMBOSSED FLORA BLOCK,Frida,1.9375,1.0625, $ 11.88 , $ 19.54 , $ 24.50 , $ 51.90 ,
554719,XOLO NERO EMBOSSED FLORA BLOCK,Frida,1.9375,1.0625, $ 11.88 , $ 19.54 , $ 24.50 , $ 51.90 ,
554720,IRON RETABLO EMBOSSED FLORA BLOCK,Frida,1.9375,1.0625, $ 11.88 , $ 19.54 , $ 24.50 , $ 51.90 ,
554721,DIEGO BRONZE EMBOSSED FLORA BLOCK,Frida,1.9375,1.0625, $ 10.90 , $ 17.95 , $ 22.75 , $ 47.90 ,
554722,AZTEC GOLD EMBOSSED FLORA BLOCK,Frida,1.9375,1.0625, $ 11.88 , $ 19.54 , $ 24.50 , $ 51.90 ,
554723,CALLA LILY EMBOSSED FLORA BLOCK,Frida,1.9375,1.0625, $ 11.88 , $ 19.54 , $ 24.50 , $ 51.90 ,
554725,BLACK MAGIC EMBOSSED FLORA CAP,Frida,0.6875,0.7500, $ 6.96 , $ 11.58 , $ 15.74 , $ 31.90 ,
554726,XOLO NERO EMBOSSED FLORA CAP,Frida,0.6875,0.7500, $ 6.96 , $ 11.58 , $ 15.74 , $ 31.90 ,
554727,MOLE ROJO EMBOSSED FLORA CAP,Frida,0.6875,0.7500, $ 6.39 , $ 10.65 , $ 14.71 , $ 29.60 ,
554728,CASA AZUL EMBOSSED FLORA CAP,Frida,0.6875,0.7500, $ 6.96 , $ 11.58 , $ 15.74 , $ 31.90 ,
554729,CORAZON EMBOSSED FLORA CAP,Frida,0.6875,0.7500, $ 6.96 , $ 11.58 , $ 15.74 , $ 31.90 ,
554730,QUINCEANERA EMBOSSED FLORA CAP,Frida,0.6875,0.7500, $ 6.96 , $ 11.58 , $ 15.74 , $ 31.90 ,
554731,MARIGOLD EMBOSSED FLORA CAP,Frida,0.6875,0.7500, $ 6.96 , $ 11.58 , $ 15.74 , $ 31.90 ,
554732,IRON RETABLO EMBOSSED FLORA CAP,Frida,0.6875,0.7500, $ 6.96 , $ 11.58 , $ 15.74 , $ 31.90 ,
554733,DIEGO BRONZE EMBOSSED FLORA CAP,Frida,0.6875,0.7500, $ 6.96 , $ 11.58 , $ 15.74 , $ 31.90 ,
554734,AZTEC GOLD EMBOSSED FLORA CAP,Frida,0.6875,0.7500, $ 6.96 , $ 11.58 , $ 15.74 , $ 31.90 ,
554735,CALLA LILY EMBOSSED FLORA CAP,Frida,0.6875,0.7500, $ 6.96 , $ 11.58 , $ 15.74 , $ 31.90 ,
554737,NOPALES EMBOSSED FLORA CAP,Frida,0.6875,0.7500, $ 6.96 , $ 11.58 , $ 15.74 , $ 31.90 ,
554738,EBONY BLACK DIAMOND BLOCK,Bungalow,1.5,0.7500, $ 16.30 , $ 26.71 , $ 32.38 , $ 69.80 ,
554739,BUFFALO BROWN DIAMOND BLOCK,Bungalow,1.5,0.7500, $ 16.30 , $ 26.71 , $ 32.38 , $ 69.80 ,
554740,EGGSHELL WHITE DIAMOND BLOCK,Bungalow,1.5,0.7500, $ 16.30 , $ 26.71 , $ 32.38 , $ 69.80 ,
554741,INDIGO BLUE DIAMOND BLOCK,Bungalow,1.5,0.7500, $ 16.30 , $ 26.71 , $ 32.38 , $ 69.80 ,
554742,GOLDEN MUSTARD DIAMOND BLOCK,Bungalow,1.5,0.7500, $ 16.30 , $ 26.71 , $ 32.38 , $ 69.80 ,
554743,MINTED SAGE DIAMOND BLOCK,Bungalow,1.5,0.7500, $ 16.30 , $ 26.71 , $ 32.38 , $ 69.80 ,
554744,ORANGE BURST DIAMOND BLOCK,Bungalow,1.5,0.7500, $ 16.30 , $ 26.71 , $ 32.38 , $ 69.80 ,
570005,WHITE DECO GROOVE W/ BEAD,Marcello,1.8125,0.4375, $ 8.89 , $ 14.70 , $ 19.17 , $ 39.70 ,
570006,BLACK DECO GROOVE W/ BEAD,Marcello,1.8125,0.4375, $ 8.89 , $ 14.70 , $ 19.17 , $ 39.70 ,
570007,CHAMPAGNE DECO GROOVE W/ BEAD,Marcello,1.8125,0.4375, $ 8.89 , $ 14.70 , $ 19.17 , $ 39.70 ,
570008,SILVER DECO GROOVE W/ BEAD,Marcello,1.8125,0.4375, $ 8.89 , $ 14.70 , $ 19.17 , $ 39.70 ,
570009,TINY WHITE DECO GROOVE,Marcello,.8125,.375, $ 5.67 , $ 9.48 , $ 13.43 , $ 26.70 ,
570010,TINY BLACK DECO GROOVE,Marcello,.8125,.375, $ 5.67 , $ 9.48 , $ 13.43 , $ 26.70 ,
570011,TINY CHAMPAGNE DECO GROOVE,Marcello,.8125,.375, $ 5.67 , $ 9.48 , $ 13.43 , $ 26.70 ,
570012,TINY SILVER DECO GROOVE,Marcello,.8125,.375, $ 5.67 , $ 9.48 , $ 13.43 , $ 26.70 ,
570013,TINY BLACK CROSS STITCH,Jax,.625,.5, $ 5.38 , $ 9.02 , $ 12.92 , $ 25.50 ,
570014,TINY RED W/ GOLD CROSS STITCH,Jax,.625,.5, $ 5.38 , $ 9.02 , $ 12.92 , $ 25.50 ,
570015,TINY BROWN CROSS STITCH,Jax,.625,.5, $ 5.38 , $ 9.02 , $ 12.92 , $ 25.50 ,
570016,TINY BROWN W/ GOLD CROSS STITCH,Jax,.625,.5, $ 5.38 , $ 9.02 , $ 12.92 , $ 25.50 ,
570036,SILVER CHROME CAROL CUBE,Mackie,0.5625,0.3750, $ 6.86 , $ 11.41 , $ 15.55 , $ 31.50 ,
570037,CHER'S GRAMMY GOLD CUBE,Mackie,0.5625,0.3750, $ 6.86 , $ 11.41 , $ 15.55 , $ 31.50 ,
570038,DIANA ROSE GOLD CUBE,Mackie,0.5625,0.3750, $ 6.86 , $ 11.41 , $ 15.55 , $ 31.50 ,
570039,SILVER CHROME CAROL BLOCK,Mackie,1.0000,0.9375, $ 10.26 , $ 16.92 , $ 21.61 , $ 45.30 ,
570040,CHER'S GRAMMY GOLD BLOCK,Mackie,1.0000,0.9375, $ 10.26 , $ 16.92 , $ 21.61 , $ 45.30 ,
570041,DIANA ROSE GOLD BLOCK,Mackie,1.0000,0.9375, $ 10.26 , $ 16.92 , $ 21.61 , $ 45.30 ,
570042,SILVER CHROME CAROL PANEL,Mackie,2.7500,0.7500, $ 20.90 , $ 34.15 , $ 40.57 , $ 88.40 ,
570043,CHER'S GRAMMY GOLD PANEL,Mackie,2.7500,0.7500, $ 20.90 , $ 34.15 , $ 40.57 , $ 88.40 ,
580230,SMALL KABUKI WHITE,Sumi,0.7500,.4375, $ 5.05 , $ 8.49 , $ 12.34 , $ 24.20 ,
580231,SMALL HIBACHI CHARCOAL,Sumi,0.7500,.4375, $ 5.05 , $ 8.49 , $ 12.34 , $ 24.20 ,
580232,SMALL SAMURAI SMOKE,Sumi,0.7500,.4375, $ 5.05 , $ 8.49 , $ 12.34 , $ 24.20 ,
580233,SMALL MISO BROWN,Sumi,0.7500,.4375, $ 5.05 , $ 8.49 , $ 12.34 , $ 24.20 ,
580234,MEDIUM KABUKI WHITE,Sumi,1.3750,.4375, $ 6.81 , $ 11.33 , $ 15.46 , $ 31.30 ,
580235,MEDIUM HIBACHI CHARCOAL,Sumi,1.3750,.4375, $ 6.81 , $ 11.33 , $ 15.46 , $ 31.30 ,
580236,MEDIUM SAMURAI SMOKE,Sumi,1.3750,.4375, $ 6.81 , $ 11.33 , $ 15.46 , $ 31.30 ,
580237,MEDIUM MISO BROWN,Sumi,1.3750,.4375, $ 6.81 , $ 11.33 , $ 15.46 , $ 31.30 ,
590001,BLANC BIJOU D'ARGENT,Bijou,0.75,0.4375, $ 6.72 , $ 11.19 , $ 15.31 , $ 31.00 ,
590002,ROUGE BIJOU D'ARGENT,Bijou,0.75,0.4375, $ 6.72 , $ 11.19 , $ 15.31 , $ 31.00 ,
590003,VERT BIJOU D'OR,Bijou,0.75,0.4375, $ 6.72 , $ 11.19 , $ 15.31 , $ 31.00 ,
590004,BLEU BIJOU D'ARGENT,Bijou,0.75,0.4375, $ 6.72 , $ 11.19 , $ 15.31 , $ 31.00 ,
590005,GRIS BIJOU D'ARGENT,Bijou,0.75,0.4375, $ 6.72 , $ 11.19 , $ 15.31 , $ 31.00 ,
590006,TAUPE BIJOU D'OR,Bijou,0.75,0.4375, $ 6.72 , $ 11.19 , $ 15.31 , $ 31.00 ,
590007,NOIR BIJOU D'ARGENT,Bijou,0.75,0.4375, $ 6.72 , $ 11.19 , $ 15.31 , $ 31.00 ,
590008,NOIR BIJOU DI BRONZE,Bijou,0.75,0.4375, $ 6.72 , $ 11.19 , $ 15.31 , $ 31.00 ,
618514,PURPLE W/BLUE MARQUETRY,Confetti,0.7500,0.5000, $ 9.53 , $ 15.73 , $ 20.30 , $ 42.30 ,
618528,RED W/ MULTI  MARQUETRY,Confetti,0.7500,0.5000, $ 9.53 , $ 15.73 , $ 20.30 , $ 42.30 ,
618540,RED/BLACK CHECKERBOARD,Checkmate,0.7500,0.5000, $ 9.16 , $ 15.14 , $ 19.65 , $ 40.90 ,
618541,BLACK/WHITE CHECKERBOARD,Checkmate,0.7500,0.5000, $ 9.16 , $ 15.14 , $ 19.65 , $ 40.90 ,
618556,SMALL WENGE LACQUER,Wild Thing,0.7500,0.5000, $ 5.69 , $ 9.52 , $ 13.47 , $ 26.80 ,
618584,BLUE PIANO KEYS MARQUETRY,Liberace,1.1250,0.5000, $ 11.61 , $ 19.11 , $ 24.02 , $ 50.80 ,
618585,BLACK & WHITE PIANO KEYS MARQUETRY,Liberace,1.1250,0.5000, $ 11.61 , $ 19.11 , $ 24.02 , $ 50.80 ,
618591,BLACK HERRINGBONE,Rainbow Trout,1.1250,0.5000, $ 8.02 , $ 13.29 , $ 17.61 , $ 36.20 ,
618592,BLUE HERRINGBONE,Rainbow Trout,1.1250,0.5000, $ 8.02 , $ 13.29 , $ 17.61 , $ 36.20 ,
618593,RED HERRINGBONE,Rainbow Trout,1.1250,0.5000, $ 8.02 , $ 13.29 , $ 17.61 , $ 36.20 ,
618596,GREEN HERRINGBONE,Rainbow Trout,1.1250,0.5000, $ 8.02 , $ 13.29 , $ 17.61 , $ 36.20 ,
618608,LIGHT GREEN HERRINGBONE,Rainbow Trout,1.1250,0.5000, $ 8.02 , $ 13.29 , $ 17.61 , $ 36.20 ,
618609,LIGHT BLUE HERRINGBONE,Rainbow Trout,1.1250,0.5000, $ 8.02 , $ 13.29 , $ 17.61 , $ 36.20 ,
618613,PECAN HERRINGBONE,Rainbow Trout,1.1250,0.5000, $ 7.90 , $ 13.09 , $ 17.40 , $ 35.70 ,
618620,GREEN PINSTRIPE,Zoot Suit,1.1250,0.5000, $ 12.07 , $ 19.85 , $ 24.83 , $ 52.60 ,
618626,"WENGE, BLUE, TEAL SQUARES",Piazza,0.7500,0.5000, $ 8.51 , $ 14.09 , $ 18.50 , $ 38.20 ,
618636,BLACK W/ MULTI  MARQUETRY,Confetti,0.7500,0.5000, $ 9.71 , $ 16.03 , $ 20.64 , $ 43.10 ,
618637,SMALL TANGERINE,Jelly Bellas,0.7500,0.5000, $ 8.90 , $ 14.72 , $ 19.19 , $ 39.80 ,
618641,SMALL CINNAMON,Jelly Bellas,0.7500,0.5000, $ 8.90 , $ 14.72 , $ 19.19 , $ 39.80 ,
618642,SMALL COOL MINT,Jelly Bellas,0.7500,0.5000, $ 8.90 , $ 14.72 , $ 19.19 , $ 39.80 ,680569348494
618643,SMALL CAPPUCCINO,Jelly Bellas,0.7500,0.5000, $ 8.90 , $ 14.72 , $ 19.19 , $ 39.80 ,680569348500
618645,SMALL GRAPE JELLY,Jelly Bellas,0.7500,0.5000, $ 8.90 , $ 14.72 , $ 19.19 , $ 39.80 ,680569348517
618646,SMALL JALAPENO,Jelly Bellas,0.7500,0.5000, $ 8.90 , $ 14.72 , $ 19.19 , $ 39.80 ,680569348524
618647,SMALL BUTTERED POPCORN,Jelly Bellas,0.7500,0.5000, $ 8.90 , $ 14.72 , $ 19.19 , $ 39.80 ,680569348531
618648,SMALL BERRY BLUE,Jelly Bellas,0.7500,0.5000, $ 8.90 , $ 14.72 , $ 19.19 , $ 39.80 ,680569348548
618657,WENGE NERO,Compagno,0.7500,0.5000, $ 8.73 , $ 14.44 , $ 18.89 , $ 39.10 ,
618659,EBANO,Compagno,0.7500,0.5000, $ 8.73 , $ 14.44 , $ 18.89 , $ 39.10 ,
618660,MOGANO,Compagno,0.7500,0.5000, $ 8.73 , $ 14.44 , $ 18.89 , $ 39.10 ,
618662,WENGE NOCE ,Compagno,0.7500,0.5000, $ 8.73 , $ 14.44 , $ 18.89 , $ 39.10 ,
618667,PEARL & CHARCOAL,Darma,1.1250,0.5000, $ 12.58 , $ 20.68 , $ 25.75 , $ 54.70 ,
618681,WHITE HEARTS ,Charms,.75,0.5000, $ 9.53 , $ 15.74 , $ 20.31 , $ 42.30 ,
618694,MEDIUM BERRY BLUE,Jelly Bellas,1.125,.5, $ 9.00 , $ 14.88 , $ 19.37 , $ 40.20 ,
618696,MEDIUM CINNAMON,Jelly Bellas,1.125,.5, $ 9.00 , $ 14.88 , $ 19.37 , $ 40.20 ,680569348609
618698,BLACK STRIPE WITH RED/WHITE CHECK,Zoot Suit,1.125,.5, $ 8.62 , $ 14.26 , $ 18.69 , $ 38.70 ,
618699,GREY STRIPE WITH B/W CHECK,Zoot Suit,1.125,.5, $ 8.62 , $ 14.26 , $ 18.69 , $ 38.70 ,
618702,SMALL GREY PINSTRIPE,Zoot Suit,1.125,.5, $ 8.35 , $ 13.83 , $ 18.21 , $ 37.60 ,
618703,SMALL SKY BLUE,Parade,.75,0.5000, $ 8.28 , $ 13.71 , $ 18.08 , $ 37.30 ,
618704,SMALL GRASS GREEN,Parade,.75,0.5000, $ 8.28 , $ 13.71 , $ 18.08 , $ 37.30 ,
618705,SMALL EGGPLANT,Parade,.75,0.5000, $ 8.28 , $ 13.71 , $ 18.08 , $ 37.30 ,
618706,SMALL SUNSHINE,Parade,.75,0.5000, $ 8.28 , $ 13.71 , $ 18.08 , $ 37.30 ,
618707,SMALL PISTACHIO,Parade,.75,0.5000, $ 8.28 , $ 13.71 , $ 18.08 , $ 37.30 ,
618708,SMALL PINK CARNATION,Parade,.75,0.5000, $ 8.28 , $ 13.71 , $ 18.08 , $ 37.30 ,
618709,SMALL MARMALADE,Parade,.75,0.5000, $ 8.28 , $ 13.71 , $ 18.08 , $ 37.30 ,
618710,SMALL ROSE RED,Parade,.75,0.5000, $ 8.28 , $ 13.71 , $ 18.08 , $ 37.30 ,
618712,MEDIUM ERMINE & ANGORA CHEVRON,Calzini,1.1250,0.5000, $ 10.15 , $ 16.75 , $ 21.42 , $ 44.90 ,
618713,MEDIUM SABLE & ANGORA CHEVRON,Calzini,1.1250,0.5000, $ 10.15 , $ 16.75 , $ 21.42 , $ 44.90 ,
618714,SMALL ERMINE & ANGORA CHEVRON,Calzini,0.7500,0.5000, $ 7.16 , $ 11.90 , $ 16.09 , $ 32.80 ,
618715,SMALL SABLE & ANGORA CHEVRON,Calzini,0.7500,0.5000, $ 7.16 , $ 11.90 , $ 16.09 , $ 32.80 ,
618716,MEDIUM RAINBOW,Parade,1.1250,0.5000, $ 10.35 , $ 17.07 , $ 21.78 , $ 45.70 ,
618717,SMALL RAINBOW,Parade,0.7500,0.5000, $ 7.82 , $ 12.96 , $ 17.26 , $ 35.40 ,
620001,SILVERED STEEL SCOOP W/ NATURAL OAK SIDES,Forged,1.9375,0.9375, $ 16.75 , $ 27.43 , $ 33.17 , $ 71.60 ,
620002,PEWTERED STEEL SCOOP W/ GREY ASH SIDES,Forged,1.9375,0.9375, $ 16.75 , $ 27.43 , $ 33.17 , $ 71.60 ,
620003,GOLDEN STEEL SCOOP W/ BRONZE ASH SIDES,Forged,1.9375,0.9375, $ 16.75 , $ 27.43 , $ 33.17 , $ 71.60 ,
620004,BLACKENED STEEL SCOOP W/ EBONY WALNUT SIDES,Forged,1.9375,0.9375, $ 16.75 , $ 27.43 , $ 33.17 , $ 71.60 ,
620005,SILVERED STEEL CAP W/ NATURAL OAK,Forged,1,1, $ 11.33 , $ 18.66 , $ 23.52 , $ 49.60 ,
620006,PEWTERED STEEL CAP W/ GREY ASH,Forged,1,1, $ 11.33 , $ 18.66 , $ 23.52 , $ 49.60 ,
620007,GOLDEN STEEL CAP W/ BRONZE ASH,Forged,1,1, $ 11.33 , $ 18.66 , $ 23.52 , $ 49.60 ,
620008,BLACKENED STEEL CAP W/ EBONY WALNUT,Forged,1,1, $ 11.33 , $ 18.66 , $ 23.52 , $ 49.60 ,
620009,SILVERED STEEL ANGLE W/ NATURAL OAK SIDES,Forged,0.6875,0.6250, $ 6.48 , $ 10.80 , $ 14.88 , $ 30.00 ,
620010,PEWTERED STEEL ANGLE W/ GREY ASH SIDES,Forged,0.6875,0.6250, $ 6.48 , $ 10.80 , $ 14.88 , $ 30.00 ,
620011,GOLDEN STEEL ANGLE W/ BRONZE ASH SIDES,Forged,0.6875,0.6250, $ 6.48 , $ 10.80 , $ 14.88 , $ 30.00 ,
620012,BLACKENED STEEL ANGLE W/ EBONY WALNUT SIDES,Forged,0.6875,0.6250, $ 6.48 , $ 10.80 , $ 14.88 , $ 30.00 ,
620013,ARGENTIUM SILVER SILK BATISTE CAP,Batiste,1.1875,0.8750, $ 9.60 , $ 15.86 , $ 20.44 , $ 42.60 ,
620014,HONEYED SILK BATISTE CAP,Batiste,1.1875,0.8750, $ 9.60 , $ 15.86 , $ 20.44 , $ 42.60 ,
620015,BYZANTINE BRONZED SILK BATISTE CAP,Batiste,1.1875,0.8750, $ 9.60 , $ 15.86 , $ 20.44 , $ 42.60 ,
620016,OILED IRON SILK BATISTE CAP,Batiste,1.1875,0.8750, $ 9.60 , $ 15.86 , $ 20.44 , $ 42.60 ,
620017,ARGENTIUM SILVER SILK BATISTE ANGLE,Batiste,0.8125,0.6250, $ 8.94 , $ 14.78 , $ 19.26 , $ 39.90 ,
620018,HONEYED SILK BATISTE ANGLE,Batiste,0.8125,0.6250, $ 8.94 , $ 14.78 , $ 19.26 , $ 39.90 ,
620019,BYZANTINE BRONZED SILK BATISTE ANGLE,Batiste,0.8125,0.6250, $ 8.94 , $ 14.78 , $ 19.26 , $ 39.90 ,
620020,OILED IRON SILK BATISTE ANGLE,Batiste,0.8125,0.6250, $ 8.94 , $ 14.78 , $ 19.26 , $ 39.90 ,
620021,PLEATED ARGENTIUM SILVER SILK BATISTE,Batiste,2.3750,0.5625, $ 11.74 , $ 19.32 , $ 24.25 , $ 51.30 ,
620022,PLEATED HONEYED SILK BATISTE,Batiste,2.3750,0.5625, $ 11.74 , $ 19.32 , $ 24.25 , $ 51.30 ,
620023,PLEATED BYZANTINE BRONZED SILK BATISTE,Batiste,2.3750,0.5625, $ 11.74 , $ 19.32 , $ 24.25 , $ 51.30 ,
620024,PLEATED OILED IRON SILK BATISTE,Batiste,2.3750,0.5625, $ 11.74 , $ 19.32 , $ 24.25 , $ 51.30 ,
720062,RUBY ON CRIMSON LARGE ANGLE,Rothko,1.0627,.6877, $ 7.96 , $ 13.20 , $ 17.52 , $ 36.00 ,
720063,PEARL ON CLAY LARGE ANGLE,Rothko,1.0628,.6878, $ 7.96 , $ 13.20 , $ 17.52 , $ 36.00 ,
720064,GREY ON GRAY LARGE ANGLE,Rothko,1.0629,.6879, $ 7.30 , $ 12.13 , $ 16.35 , $ 33.30 ,
720065,INDIGO ON COBALT LARGE ANGLE,Rothko,1.0630,.6880, $ 7.96 , $ 13.20 , $ 17.52 , $ 36.00 ,
720066,VIOLET ON PURPLE LARGE ANGLE,Rothko,1.0631,.6881, $ 7.96 , $ 13.20 , $ 17.52 , $ 36.00 ,
720069,RUBY ON CRIMSON SMALL ANGLE,Rothko,.75,.5, $ 6.36 , $ 10.61 , $ 14.67 , $ 29.50 ,
720070,PEARL ON CLAY SMALL ANGLE,Rothko,.75,.5, $ 6.36 , $ 10.61 , $ 14.67 , $ 29.50 ,
720071,GREY ON GRAY SMALL ANGLE,Rothko,.75,.5, $ 6.36 , $ 10.61 , $ 14.67 , $ 29.50 ,
720072,INDIGO ON COBALT SMALL ANGLE,Rothko,.75,.5, $ 6.36 , $ 10.61 , $ 14.67 , $ 29.50 ,
720073,VIOLET ON PURPLE SMALL ANGLE,Rothko,.75,.5, $ 6.36 , $ 10.61 , $ 14.67 , $ 29.50 ,
720079,GOLD OPERA BEADED SCOOP,Aida,1.8125,.5, $ 11.44 , $ 18.84 , $ 23.72 , $ 50.10 ,
720080,SILVER OPERA BEADED SCOOP,Aida,1.8125,.5, $ 11.44 , $ 18.84 , $ 23.72 , $ 50.10 ,
720088,RUSTED CORTEN STEEL DEEP CAP,Stanley,.8125,.875, $ 18.55 , $ 30.35 , $ 36.38 , $ 78.90 ,
720089,OXIDIZED COPPER RUST DEEP CAP,Stanley,.8125,.875, $ 18.55 , $ 30.35 , $ 36.38 , $ 78.90 ,
720090,GARAGE GREY DEEP CAP,Stanley,.8125,.875, $ 18.55 , $ 30.35 , $ 36.38 , $ 78.90 ,
720092,RUSTED CORTEN STEEL ANGLE,Stanley,.875,.5, $ 18.55 , $ 30.35 , $ 36.38 , $ 78.90 ,
720093,OXIDIZED COPPER RUST ANGLE,Stanley,.875,.5, $ 18.55 , $ 30.35 , $ 36.38 , $ 78.90 ,
720094,GARAGE GREY ANGLE,Stanley,.875,.5, $ 18.55 , $ 30.35 , $ 36.38 , $ 78.90 ,
720096,RUSTED CORTEN STEEL FLOATER,Stanley,2.0620,1.625, $ 20.44 , $ 33.42 , $ 39.76 , $ 86.50 ,
720097,OXIDIZED COPPER RUST FLOATER,Stanley,2.0620,1.625, $ 20.44 , $ 33.42 , $ 39.76 , $ 86.50 ,
720098,GARAGE GREY FLOATER,Stanley,2.0620,1.625, $ 20.44 , $ 33.42 , $ 39.76 , $ 86.50 ,
720099,CEMENT MIX FLOATER,Stanley,2.0620,1.625, $ 20.44 , $ 33.42 , $ 39.76 , $ 86.50 ,
720100,RUSTED HIGHWAY SIGN WHITE DEEP CAP,Stanley,0.8125,.875, $ 17.01 , $ 27.86 , $ 33.65 , $ 72.70 ,
720104,RUSTED HIGHWAY SIGN WHITE FLOATER,Stanley,2.0620,1.625, $ 18.75 , $ 30.67 , $ 36.74 , $ 79.70 ,
720123,WIDE BLACK ICE,Varis,2.8750,0.6875, $ 9.99 , $ 16.48 , $ 21.13 , $ 44.20 ,
720124,WIDE POLAR ICE,Varis,2.8750,0.6875, $ 10.89 , $ 17.93 , $ 22.73 , $ 47.80 ,
720125,BLACK ICE CAP,Varis,1.1250,0.5625, $ 7.67 , $ 12.72 , $ 16.99 , $ 34.80 ,
720126,POLAR ICE CAP,Varis,1.1250,0.5625, $ 7.67 , $ 12.72 , $ 16.99 , $ 34.80 ,
720127,SMALL VINTAGE PLASTER ACANTHUS,Stanley,1.8125,0.5625, $ 11.98 , $ 19.71 , $ 24.68 , $ 52.30 ,
720129,SMALL GARAGE GREY ACANTHUS,Stanley,1.8125,0.5625, $ 11.98 , $ 19.71 , $ 24.68 , $ 52.30 ,
720130,SMALL RUSTED CORTON ACANTHUS,Stanley,1.8125,0.5625, $ 17.75 , $ 29.06 , $ 34.97 , $ 75.70 ,
720131,MEDIUM VINTAGE PLASTER ACANTHUS,Stanley,2.375,1.0625, $ 19.91 , $ 32.55 , $ 38.80 , $ 84.40 ,
720133,MEDIUM GARAGE GREY ACANTHUS,Stanley,2.375,1.0625, $ 19.91 , $ 32.55 , $ 38.80 , $ 84.40 ,
720134,MEDIUM RUSTED CORTON ACANTHUS,Stanley,2.375,1.0625, $ 28.40 , $ 46.31 , $ 53.94 , $ 118.80 ,
734940,MEDIUM ANGLED GRAPHITE,Forte,1.5000,0.4375, $ 7.62 , $ 12.64 , $ 16.91 , $ 34.60 ,
734945,TALL ANGLED GRAPHITE CAP,Forte,0.7500,1.1250, $ 7.37 , $ 12.24 , $ 16.47 , $ 33.60 ,
734971,SMOKED BRONZE LEAVES,Gusto,0.7500,0.4375, $ 6.33 , $ 10.55 , $ 14.61 , $ 29.40 ,
734980,"1 1/2"" HAND PRESSED GOLD LEAF",Oaxaca,1.4375,0.7500, $ 5.93 , $ 9.90 , $ 12.65 , $ 27.80 ,
734987,"3/4"" WOVEN IMPRESSIONS  SILVER LEAF",Oaxaca,.75,.625, $ 4.76 , $ 8.02 , $ 11.82 , $ 23.00 ,
