Item #,Description,Line                   Name,Size Decimal,Rabbet Decimal, cost , Chop , Join , Sugg. Retail , AC 
520543,COPPER CANDY TIVOLI,Tivoli,1,0.4375, $ 11.22 , $ 18.47 , $ 23.32 , $ 49.20 ,
520545,CHAMPAGNE WALTZ TIVOLI,Tivoli,1,0.4375, $ 11.22 , $ 18.47 , $ 23.32 , $ 49.20 ,
520550,WINTER GREY DRAGONS SCALES,Castelli,1.25,0.5625, $ 17.31 , $ 28.34 , $ 34.17 , $ 73.80 ,
520551,FLAMING BRONZE DRAGONS SCALES,Castelli,1.25,0.5625, $ 17.31 , $ 28.34 , $ 34.17 , $ 73.80 ,
520552,SMOLDERING SILVER DRAGONS SCALES,Castelli,1.25,0.5625, $ 22.16 , $ 36.19 , $ 42.81 , $ 93.50 ,
520553,ALCHEMIST GOLD DRAGONS SCALES,Castelli,1.25,0.5625, $ 17.31 , $ 28.34 , $ 34.17 , $ 73.80 ,
520554,MOLTEN SILVER FLAT,Castelli,1,0.4375, $ 13.44 , $ 22.07 , $ 27.28 , $ 58.20 ,
520555,ALCHEMIST GOLD FLAT,Castelli,1,0.4375, $ 10.58 , $ 17.44 , $ 22.19 , $ 46.60 ,
520556,BURNT BRONZE FLAT,Castelli,1,0.4375, $ 10.58 , $ 17.44 , $ 22.19 , $ 46.60 ,
520557,BURNT BRASS FLAT,Castelli,1,0.4375, $ 10.58 , $ 17.44 , $ 22.19 , $ 46.60 ,
520558,MOLTEN SILVER DRAGONS TONGUE,Castelli,1.0625,0.3750, $ 22.18 , $ 36.23 , $ 42.86 , $ 93.60 ,
520559,BURNT BRONZE DRAGONS TONGUE,Castelli,1.0625,0.3750, $ 22.18 , $ 36.23 , $ 42.86 , $ 93.60 ,
520560,ALCHEMIST GOLD DRAGONS TONGUE,Castelli,1.0625,0.3750, $ 17.32 , $ 28.35 , $ 34.19 , $ 73.90 ,
520561,BATHTUB GIN ANGLED,Ellington,2.5,0.8750, $ 20.69 , $ 33.82 , $ 40.20 , $ 87.50 ,
520562,COUNT BASIE BRONZE ANGLED,Ellington,2.5,0.8750, $ 20.69 , $ 33.82 , $ 40.20 , $ 87.50 ,
520564,COTTON CLUB PINK ANGLED,Ellington,2.5,0.8750, $ 20.69 , $ 33.82 , $ 40.20 , $ 87.50 ,
520565,MOOD INDIGO ANGLED,Ellington,2.5,0.8750, $ 20.69 , $ 33.82 , $ 40.20 , $ 87.50 ,
520566,COUNT BASIE BRONZE TINY TRACKS,Ellington,0.625,0.3125, $ 8.50 , $ 14.08 , $ 18.48 , $ 38.20 ,
520567,BATHTUB GIN TINY TRACKS,Ellington,0.625,0.3125, $ 8.50 , $ 14.08 , $ 18.48 , $ 38.20 ,
520568,COTTON CLUB PINK TINY TRACKS,Ellington,0.625,0.3125, $ 8.50 , $ 14.08 , $ 18.48 , $ 38.20 ,
520569,SOPHISTICATED LILAC TINY TRACKS,Ellington,0.625,0.3125, $ 8.50 , $ 14.08 , $ 18.48 , $ 38.20 ,
520570,MOOD INDIGO TINY TRACKS,Ellington,0.625,0.3125, $ 8.50 , $ 14.08 , $ 18.48 , $ 38.20 ,
520571,DARK CRIMSON BAY LEAF AND BERRY,Daphne,1.375,0.6250, $ 18.12 , $ 29.66 , $ 35.62 , $ 77.10 ,
520572,DARK OLIVE BAY LEAF AND BERRY,Daphne,1.375,0.6250, $ 18.12 , $ 29.66 , $ 35.62 , $ 77.10 ,
520573,PHARAOH GREEN BAY LEAF AND BERRY,Daphne,1.375,0.6250, $ 18.12 , $ 29.66 , $ 35.62 , $ 77.10 ,
520574,EBONY BAY LEAF AND BERRY,Daphne,1.375,0.6250, $ 18.12 , $ 29.66 , $ 35.62 , $ 77.10 ,
520575,CHIFFON GOLD BAY LEAF AND BERRY,Daphne,1.375,0.6250, $ 18.12 , $ 29.66 , $ 35.62 , $ 77.10 ,
520576,EBONY PETITE ARABESQUE,Daphne,0.6258,0.3125, $ 10.67 , $ 17.59 , $ 22.34 , $ 47.00 ,
520577,PHARAOH GREEN PETITE ARABESQUE,Daphne,0.6258,0.3125, $ 10.67 , $ 17.59 , $ 22.34 , $ 47.00 ,
520578,CERULEAN BLUE PETITE ARABESQUE,Daphne,0.6258,0.3125, $ 10.67 , $ 17.59 , $ 22.34 , $ 47.00 ,
520579,OLIVE GREEN PETITE ARABESQUE,Daphne,0.6258,0.3125, $ 10.67 , $ 17.59 , $ 22.34 , $ 47.00 ,
520580,CRIMSON PETITE ARABESQUE,Daphne,0.6258,0.3125, $ 10.67 , $ 17.59 , $ 22.34 , $ 47.00 ,
520581,MORNING MIST MOUNTAIN PINE,Garda,2,0.75, $ 23.21 , $ 37.91 , $ 44.70 , $ 97.80 ,
520582,SHADOW BLACK MOUNTAIN PINE,Garda,2,0.75, $ 23.21 , $ 37.91 , $ 44.70 , $ 97.80 ,
520583,LILAC SKY MOUNTAIN PINE,Garda,2,0.75, $ 23.21 , $ 37.91 , $ 44.70 , $ 97.80 ,
520584,SERENE CERULEAN MOUNTAIN PINE,Garda,2,0.75, $ 23.21 , $ 37.91 , $ 44.70 , $ 97.80 ,
520585,GILDED SUN MOUNTAIN PINE,Garda,2,0.75, $ 23.21 , $ 37.91 , $ 44.70 , $ 97.80 ,
520586,CASTELLO GREY MOUNTAIN PINE,Garda,2,0.75, $ 23.21 , $ 37.91 , $ 44.70 , $ 97.80 ,
520587,MORNING MIST ORNATE RIPPLE CAP,Garda,1.0625,1.1875, $ 18.66 , $ 30.53 , $ 36.59 , $ 79.30 ,
520588,SHADOW BLACK ORNATE RIPPLE CAP,Garda,1.0625,1.1875, $ 18.66 , $ 30.53 , $ 36.59 , $ 79.30 ,
520589,LILAC SKY ORNATE RIPPLE CAP,Garda,1.0625,1.1875, $ 18.66 , $ 30.53 , $ 36.59 , $ 79.30 ,
520590,SERENE CERULEAN ORNATE RIPPLE CAP,Garda,1.0625,1.1875, $ 18.66 , $ 30.53 , $ 36.59 , $ 79.30 ,
520591,GILDED SUN ORNATE RIPPLE CAP,Garda,1.0625,1.1875, $ 18.66 , $ 30.53 , $ 36.59 , $ 79.30 ,
520592,CASTELLO GREY ORNATE RIPPLE CAP,Garda,1.0625,1.1875, $ 18.66 , $ 30.53 , $ 36.59 , $ 79.30 ,
520593,TINY AMBER ORANGE RAKU,Raku,0.5625,0.50, $ 8.14 , $ 13.48 , $ 17.83 , $ 36.70 ,
520594,AMBER ORANGE RAKU BLOCK,Raku,0.8125,0.6875, $ 14.47 , $ 23.75 , $ 29.12 , $ 62.40 ,
520595,AMBER ORANGE RAKU DEEP CAP,Raku,0.75,1, $ 14.06 , $ 23.07 , $ 28.38 , $ 60.70 ,
520596,AMBER ORANGE RAKU,Raku,1.9375,0.75, $ 16.28 , $ 26.67 , $ 32.34 , $ 69.70 ,
520597,SILVER MOONWALK NEBULA FLOATER,Raku,0.8125,1.9375, $ 38.11 , $ 62.04 , $ 71.24 , $ 158.10 ,
520598,AMBER ORANGE RAKU FLOATER,Raku,0.8125,1.9375, $ 29.57 , $ 48.20 , $ 56.02 , $ 123.50 ,
520599,SPARTA GOLD RAKU FLOATER,Raku,0.8125,1.9375, $ 29.57 , $ 48.20 , $ 56.02 , $ 123.50 ,
520600,COPPER FLAME RAKU FLOATER,Raku,0.8125,1.9375, $ 29.57 , $ 48.20 , $ 56.02 , $ 123.50 ,
520601,COPPER RED RAKU FLOATER,Raku,0.8125,1.9375, $ 29.57 , $ 48.20 , $ 56.02 , $ 123.50 ,
520602,COBALT BLUE RAKU FLOATER,Raku,0.8125,1.9375, $ 29.57 , $ 48.20 , $ 56.02 , $ 123.50 ,
520603,FELDSPAR GREEN RAKU FLOATER,Raku,0.8125,1.9375, $ 29.57 , $ 48.20 , $ 56.02 , $ 123.50 ,
520604,TINY ESPRESSO,Gelato,0.5625,0.3750, $ 8.29 , $ 13.73 , $ 18.11 , $ 37.30 ,
520605,TINY FRUTTI DE BOSCO,Gelato,0.5625,0.3750, $ 8.29 , $ 13.73 , $ 18.11 , $ 37.30 ,
520606,TINY LIMONCELLO,Gelato,0.5625,0.3750, $ 8.29 , $ 13.73 , $ 18.11 , $ 37.30 ,
520607,TINY ROSMARINO,Gelato,0.5625,0.3750, $ 8.29 , $ 13.73 , $ 18.11 , $ 37.30 ,
520608,TINY PISTACHIO,Gelato,0.5625,0.3750, $ 8.29 , $ 13.73 , $ 18.11 , $ 37.30 ,
520609,TINY MENTA ,Gelato,0.5625,0.3750, $ 8.29 , $ 13.73 , $ 18.11 , $ 37.30 ,
520610,TINY AMARETTO,Gelato,0.5625,0.3750, $ 8.29 , $ 13.73 , $ 18.11 , $ 37.30 ,
520611,DUESTED MOON SILVER TREILLIS,Jardin,1.375,0.5000, $ 14.53 , $ 23.84 , $ 29.23 , $ 62.60 ,
520612,SUN KING GOLD TREILLIS,Jardin,1.375,0.5000, $ 14.53 , $ 23.84 , $ 29.23 , $ 62.60 ,
520613,SOIL BLACK TREILLIS,Jardin,1.375,0.5000, $ 14.53 , $ 23.84 , $ 29.23 , $ 62.60 ,
520614,FOUNTAIN GREY TREILLIS,Jardin,1.375,0.5000, $ 14.53 , $ 23.84 , $ 29.23 , $ 62.60 ,
520615,BORDEAUX BRICK TREILLIS,Jardin,1.375,0.5000, $ 14.53 , $ 23.84 , $ 29.23 , $ 62.60 ,
520616,DELPHINIUM BLEU TREILLIS,Jardin,1.375,0.5000, $ 14.53 , $ 23.84 , $ 29.23 , $ 62.60 ,
520617,AQUA VERT TREILLIS,Jardin,1.375,0.5000, $ 14.53 , $ 23.84 , $ 29.23 , $ 62.60 ,
520618,DUSTED MOON VIGNE,Jardin,2.25,0.5000, $ 24.61 , $ 40.17 , $ 47.18 , $ 103.40 ,
520619,SUN KING GOLD VIGNE,Jardin,2.25,0.5000, $ 24.61 , $ 40.17 , $ 47.18 , $ 103.40 ,
520620,SOIL BLACK VIGNE,Jardin,2.25,0.5000, $ 24.61 , $ 40.17 , $ 47.18 , $ 103.40 ,
520621,FOUNTAIN GREY VIGNE,Jardin,2.25,0.5000, $ 24.61 , $ 40.17 , $ 47.18 , $ 103.40 ,
520622,BORDEAUX BRICK VIGNE,Jardin,2.25,0.5000, $ 24.61 , $ 40.17 , $ 47.18 , $ 103.40 ,
520623,DELPHINIUM BLEU VIGNE,Jardin,2.25,0.5000, $ 24.61 , $ 40.17 , $ 47.18 , $ 103.40 ,
520624,AQUA VERT VIGNE,Jardin,2.25,0.5000, $ 24.61 , $ 40.17 , $ 47.18 , $ 103.40 ,
520625,DUSTED MOON FOLIAGE CAP,Jardin,0.875,1.7500, $ 21.83 , $ 35.66 , $ 42.23 , $ 92.10 ,
520626,SUN KING GOLD FOLIAGE CAP,Jardin,0.875,1.7500, $ 21.83 , $ 35.66 , $ 42.23 , $ 92.10 ,
520627,SOIL BLACK FOLIAGE CAP,Jardin,0.875,1.7500, $ 21.83 , $ 35.66 , $ 42.23 , $ 92.10 ,
520628,FOUNTAIN GREY FOLIAGE CAP,Jardin,0.875,1.7500, $ 21.83 , $ 35.66 , $ 42.23 , $ 92.10 ,
520629,BORDEAUX BRICK FOLIAGE CAP,Jardin,0.875,1.7500, $ 21.83 , $ 35.66 , $ 42.23 , $ 92.10 ,
520630,DELPHINIM BLEU FOLIAGE CAP,Jardin,0.875,1.7500, $ 21.83 , $ 35.66 , $ 42.23 , $ 92.10 ,
520631,AQUA VERT FOLIAGE CAP,Jardin,0.875,1.7500, $ 21.83 , $ 35.66 , $ 42.23 , $ 92.10 ,
520632,PROPHECY BLACK COINS CAP,Helena,0.75,1.000, $ 18.36 , $ 30.05 , $ 36.06 , $ 78.10 ,
520633,LUSH HARVEST GREEN COINS CAP,Helena,0.75,1.000, $ 18.36 , $ 30.05 , $ 36.06 , $ 78.10 ,
520634,DEEP POSEIDON BLUE COINS CAP,Helena,0.75,1.000, $ 18.36 , $ 30.05 , $ 36.06 , $ 78.10 ,
520635,TRUE TYRIAN PURPLE COINS CAP,Helena,0.75,1.000, $ 18.36 , $ 30.05 , $ 36.06 , $ 78.10 ,
520636,RUSTED CYPRESS COINS CAP,Helena,0.75,1.000, $ 18.36 , $ 30.05 , $ 36.06 , $ 78.10 ,
520637,REGAL LINEN COINS CAP,Helena,0.75,1.000, $ 18.36 , $ 30.05 , $ 36.06 , $ 78.10 ,
520638,LIQUID DUSK EPOXY ANGLE,Resina,1.5,0.375, $ 17.30 , $ 28.32 , $ 34.15 , $ 73.80 ,
520639,ENDLESS AZURE EPOXY ANGLE,Resina,1.5,0.375, $ 17.30 , $ 28.32 , $ 34.15 , $ 73.80 ,
520640,OPALINE EMERALD EPOXY ANGLE,Resina,1.5,0.375, $ 17.30 , $ 28.32 , $ 34.15 , $ 73.80 ,
520641,ROBUST RUBY EPOXY ANGLE,Resina,1.5,0.375, $ 17.30 , $ 28.32 , $ 34.15 , $ 73.80 ,
520642,BURNT GINGER EPOXY ANGLE,Resina,1.5,0.375, $ 17.30 , $ 28.32 , $ 34.15 , $ 73.80 ,
520643,LIQUID DUSK SERRATED SCOOP,Resina,2.25,0.750, $ 25.12 , $ 40.99 , $ 48.09 , $ 105.50 ,
520644,ENDLESS AZURE SERRATED SCOOP,Resina,2.25,0.750, $ 25.12 , $ 40.99 , $ 48.09 , $ 105.50 ,
520645,OPALINE EMERALD SERRATED SCOOP,Resina,2.25,0.750, $ 25.12 , $ 40.99 , $ 48.09 , $ 105.50 ,
520646,ROBUST RUBY SERRATED SCOOP,Resina,2.25,0.750, $ 25.12 , $ 40.99 , $ 48.09 , $ 105.50 ,
520647,BURNT GINGER SERRATED SCOOP,Resina,2.25,0.750, $ 25.12 , $ 40.99 , $ 48.09 , $ 105.50 ,
520648,ARDOISE NOIR PANEL W/ GOLD,Barbizon,1.1875,0.375, $ 16.77 , $ 27.46 , $ 33.21 , $ 71.70 ,
520649,VERDURE VIRIDIAN PANEL W/ GOLD,Barbizon,1.1875,0.375, $ 16.77 , $ 27.46 , $ 33.21 , $ 71.70 ,
520650,CRÈME DE SIENNE PANEL W/ GOLD,Barbizon,1.1875,0.375, $ 16.77 , $ 27.46 , $ 33.21 , $ 71.70 ,
520651,ARDOISE NOIR PANEL SCOOP W/ GOLD,Barbizon,2.500,1.000, $ 30.44 , $ 49.62 , $ 57.58 , $ 127.00 ,
520652,VERDURE VIRIDIAN PANEL SCOOP W/ GOLD,Barbizon,2.500,1.000, $ 30.44 , $ 49.62 , $ 57.58 , $ 127.00 ,
520653,CRÈME DE SIENNE PANEL SCOOP W/ GOLD,Barbizon,2.500,1.000, $ 30.44 , $ 49.62 , $ 57.58 , $ 127.00 ,
520654,GOLDEN GROUPER HALF ROUND,IL Mare,0.625,0.3125, $ 11.51 , $ 18.94 , $ 23.83 , $ 50.30 ,
520655,KINETIC KELP HALF ROUND,IL Mare,0.625,0.3125, $ 11.51 , $ 18.94 , $ 23.83 , $ 50.30 ,
520656,NEON PINK POLPO HALF ROUND,IL Mare,0.625,0.3125, $ 11.51 , $ 18.94 , $ 23.83 , $ 50.30 ,
520657,LUSCIOUS LANGOSTINO HALF ROUND,IL Mare,0.625,0.3125, $ 11.51 , $ 18.94 , $ 23.83 , $ 50.30 ,
520658,ELECTRIC BARRACUDA BLUE HALF ROUND,IL Mare,0.625,0.3125, $ 11.51 , $ 18.94 , $ 23.83 , $ 50.30 ,
520659,GOLDEN TIDAL WAVE,IL Mare,1.500,0.625, $ 24.29 , $ 39.64 , $ 46.61 , $ 102.10 ,
520660,TURQUIOSE TIDAL WAVE,IL Mare,1.500,0.625, $ 24.29 , $ 39.64 , $ 46.61 , $ 102.10 ,
520661,AMETHYST TIDAL WAVE,IL Mare,1.500,0.625, $ 24.29 , $ 39.64 , $ 46.61 , $ 102.10 ,
520662,BLUSHED TIDAL WAVE,IL Mare,1.500,0.625, $ 24.29 , $ 39.64 , $ 46.61 , $ 102.10 ,
520663,AEGEAN BLUE TIDAL WAVE,IL Mare,1.500,0.625, $ 24.29 , $ 39.64 , $ 46.61 , $ 102.10 ,
520664,BLACK ABYSS CORALLO W/ GOLD,IL Mare,1.875,0.875, $ 27.66 , $ 45.11 , $ 52.62 , $ 115.80 ,
520665,TURQUOISE COVE CORALLO W/ GOLD,IL Mare,1.875,0.875, $ 27.66 , $ 45.11 , $ 52.62 , $ 115.80 ,
520666,AMETHYST REEF CORALLO W/ GOLD,IL Mare,1.875,0.875, $ 27.66 , $ 45.11 , $ 52.62 , $ 115.80 ,
520667,BLUSHED SHORE CORALLO W/ GOLD,IL Mare,1.875,0.875, $ 27.66 , $ 45.11 , $ 52.62 , $ 115.80 ,
520668,AEGEAN BLUE CORALLO W/ GOLD,IL Mare,1.875,0.875, $ 27.66 , $ 45.11 , $ 52.62 , $ 115.80 ,
520669,SALTED IVORY CORALLO W/ GOLD,IL Mare,1.875,0.875, $ 27.66 , $ 45.11 , $ 52.62 , $ 115.80 ,
520670,TRES LECHES BRICK CAP,Pilsen,0.813,0.9375, $ 18.37 , $ 30.05 , $ 36.06 , $ 78.10 ,
520671,AZTLAN GOLD BRICK CAP,Pilsen,0.813,0.9375, $ 18.37 , $ 30.05 , $ 36.06 , $ 78.10 ,
520672,POSADA BLACK BRICK CAP,Pilsen,0.813,0.9375, $ 18.37 , $ 30.05 , $ 36.06 , $ 78.10 ,
520673,BOHEMIA BLUE BRICK CAP,Pilsen,0.813,0.9375, $ 18.37 , $ 30.05 , $ 36.06 , $ 78.10 ,
520674,THALIA TEAL BRICK CAP,Pilsen,0.813,0.9375, $ 18.37 , $ 30.05 , $ 36.06 , $ 78.10 ,
520675,EL MORADO MURAL BRICK CAP,Pilsen,0.813,0.9375, $ 18.37 , $ 30.05 , $ 36.06 , $ 78.10 ,
520676,MIDWAY MARIGOLD BRICK CAP,Pilsen,0.813,0.9375, $ 18.37 , $ 30.05 , $ 36.06 , $ 78.10 ,
520677,TRES LECHES SWAN,Pilsen,2.688,1.375, $ 29.84 , $ 48.65 , $ 56.51 , $ 124.60 ,
520678,AZTLAN GOLD SWAN,Pilsen,2.688,1.375, $ 29.84 , $ 48.65 , $ 56.51 , $ 124.60 ,
520679,POSADA BLACK SWAN,Pilsen,2.688,1.375, $ 29.84 , $ 48.65 , $ 56.51 , $ 124.60 ,
520680,ANCIENT COBALT ARABESQUE,Alhambra,0.9375,0.375, $ 10.57 , $ 17.43 , $ 22.17 , $ 46.60 ,
520681,OXIDIZED PURPLE ARABESQUE,Alhambra,0.9375,0.375, $ 10.57 , $ 17.43 , $ 22.17 , $ 46.60 ,
520682,ALHAMBRA RED ARABESQUE,Alhambra,0.9375,0.375, $ 10.57 , $ 17.43 , $ 22.17 , $ 46.60 ,
520683,EARTHEN BROWN ARABESQUE,Alhambra,0.9375,0.375, $ 10.57 , $ 17.43 , $ 22.17 , $ 46.60 ,
520684,VALLEY OF TURQUOISE ARABESQUE,Alhambra,0.9375,0.375, $ 10.57 , $ 17.43 , $ 22.17 , $ 46.60 ,
520685,OLIVED PERIDOT ARABESQUE,Alhambra,0.9375,0.375, $ 10.57 , $ 17.43 , $ 22.17 , $ 46.60 ,
520686,CARVED CREAM ARABESQUE,Alhambra,0.9375,0.375, $ 10.57 , $ 17.43 , $ 22.17 , $ 46.60 ,
520687,TALL BRONZE W/ KALEIDOSCOPE SIDES,Kaleidoscope,1.1250,1.000, $ 25.12 , $ 40.99 , $ 48.09 , $ 105.50 ,
520688,TALL TEAL W/ KALEIDOSCOPE SIDES,Kaleidoscope,1.1250,1.000, $ 25.12 , $ 40.99 , $ 48.09 , $ 105.50 ,
520689,TALL GOLD W/ KALEIDOSCOPE SIDES,Kaleidoscope,1.1250,1.000, $ 25.12 , $ 40.99 , $ 48.09 , $ 105.50 ,
520690,ATOMIC SCARLET W/ BLACK RAYS,Kaleidoscope,1.1875,0.6875, $ 14.81 , $ 24.29 , $ 29.72 , $ 63.70 ,
520691,MIDNIGHT DREAMS W/ BLACK RAYS,Kaleidoscope,1.1875,0.6875, $ 14.81 , $ 24.29 , $ 29.72 , $ 63.70 ,
520692,MOSS TRAILS W/ BLACK RAYS,Kaleidoscope,1.1875,0.6875, $ 14.81 , $ 24.29 , $ 29.72 , $ 63.70 ,
520693,MYSTIC VIOLET W/ BLACK RAYS,Kaleidoscope,1.1875,0.6875, $ 14.81 , $ 24.29 , $ 29.72 , $ 63.70 ,
520694,TRANQUIL TEAL W/ BLACK RAYS,Kaleidoscope,1.1875,0.6875, $ 14.81 , $ 24.29 , $ 29.72 , $ 63.70 ,
520695,SAFFRON CITRUS W/ BLACK RAYS,Kaleidoscope,1.1875,0.6875, $ 14.81 , $ 24.29 , $ 29.72 , $ 63.70 ,
520696,SEPIA NIGHT W/ BLACK RAYS,Kaleidoscope,1.1875,0.6875, $ 14.81 , $ 24.29 , $ 29.72 , $ 63.70 ,
520697,TEAL KALEIDOSCOPE,Kaleidoscope,0.9375,0.375, $ 14.10 , $ 23.14 , $ 28.46 , $ 60.90 ,
520698,BRONZE KALEIDOSCOPE,Kaleidoscope,0.9375,0.375, $ 14.10 , $ 23.14 , $ 28.46 , $ 60.90 ,
554552,GIRAFFE,The Zoo,1.0000,0.4380, $ 6.18 , $ 10.31 , $ 13.08 , $ 28.80 ,
554557,"1 1/2"" CRYSTAL GLITTER",Vegas,1.5000,0.4375, $ 17.67 , $ 28.93 , $ 34.82 , $ 75.30 ,
554558,"1 1/2"" COCO GLITTER",Vegas,1.5000,0.4375, $ 16.21 , $ 26.57 , $ 32.22 , $ 69.40 ,
554564," 1 1/2"" PINKY GLITTER",Vegas,1.5000,0.4375, $ 16.21 , $ 26.57 , $ 32.22 , $ 69.40 ,
554572,"1"" CRYSTAL GLITTER",Vegas,1,0.5000, $ 10.38 , $ 17.12 , $ 21.83 , $ 45.80 ,680569348456
554573,"1"" COCO GLITTER ",Vegas,1,0.5000, $ 10.38 , $ 17.12 , $ 21.83 , $ 45.80 ,
554575,"1"" PINKY GLITTER",Vegas,1,0.5000, $ 10.38 , $ 17.12 , $ 21.83 , $ 45.80 ,680569348463
554576,"1"" RUBY GLITTER",Vegas,1,0.5000, $ 10.38 , $ 17.12 , $ 21.83 , $ 45.80 ,680569348470
554577,"1"" SAPPHIRE GLITTER",Vegas,1,0.5000, $ 10.38 , $ 17.12 , $ 21.83 , $ 45.80 ,
554623,NATURAL CORK,Tappo,1,.3125, $ 7.05 , $ 11.72 , $ 15.89 , $ 32.30 ,
554624,DOVE CORK,Tappo,1,.3125, $ 4.64 , $ 7.52 , $ 10.50 , $ 21.80 ,
554625,COCOA CORK,Tappo,1,.3125, $ 7.05 , $ 11.72 , $ 15.89 , $ 32.30 ,
554626,CONCRETE CORK,Tappo,1,.3125, $ 7.05 , $ 11.72 , $ 15.89 , $ 32.30 ,
554627,INDIGO CORK,Tappo,1,.3125, $ 7.05 , $ 11.72 , $ 15.89 , $ 32.30 ,
554628,MUSHROOM CORK,Tappo,1,.3125, $ 7.05 , $ 11.72 , $ 15.89 , $ 32.30 ,
554629,ROUND HAMMERED SILVER,Marcello,.8125,.375, $ 4.94 , $ 8.31 , $ 12.14 , $ 23.80 ,
554630,ROUND HAMMERED TITANIUM,Marcello,.8125,.375, $ 5.39 , $ 9.03 , $ 12.93 , $ 25.60 ,
554631,ROUND HAMMERED CHAMPAGNE GOLD,Marcello,.8125,.375, $ 5.39 , $ 9.03 , $ 12.93 , $ 25.60 ,
554632,ROUND HAMMERED TUNGSTEN,Marcello,.8125,.375, $ 5.39 , $ 9.03 , $ 12.93 , $ 25.60 ,
554633,ROUND HAMMERED ROSE GOLD,Marcello,.8125,.375, $ 5.39 , $ 9.03 , $ 12.93 , $ 25.60 ,
554634,ROUND HAMMERED BRONZE,Marcello,.8125,.375, $ 5.39 , $ 9.03 , $ 12.93 , $ 25.60 ,
554635,SAND DOLLAR CAP,Malecon,.8125,1.0625, $ 6.93 , $ 11.53 , $ 15.69 , $ 31.80 ,
554636,BLACK RUBBER CAP,Malecon,.8125,1.0625, $ 7.56 , $ 12.54 , $ 16.80 , $ 34.40 ,
554637,PELICAN GREY CAP,Malecon,.8125,1.0625, $ 7.56 , $ 12.54 , $ 16.80 , $ 34.40 ,
554638,PURPLE PASSION CAP,Malecon,.8125,1.0625, $ 7.56 , $ 12.54 , $ 16.80 , $ 34.40 ,
554639,SALSA RED CAP,Malecon,.8125,1.0625, $ 7.56 , $ 12.54 , $ 16.80 , $ 34.40 ,
554640,HORIZON BLUE CAP,Malecon,.8125,1.0625, $ 7.56 , $ 12.54 , $ 16.80 , $ 34.40 ,
554642,JUNGLE GREEN CAP,Malecon,.8125,1.0625, $ 7.56 , $ 12.54 , $ 16.80 , $ 34.40 ,
554643,ORANGE HIBISCUS CAP,Malecon,.8125,1.0625, $ 7.56 , $ 12.54 , $ 16.80 , $ 34.40 ,
554644,CLASSIC CHEVY BLUE CAP,Malecon,.8125,1.0625, $ 7.56 , $ 12.54 , $ 16.80 , $ 34.40 ,
554645,BUTTERFLY BLUE CAP,Malecon,.8125,1.0625, $ 7.56 , $ 12.54 , $ 16.80 , $ 34.40 ,
554646,PARROT GREEN CAP,Malecon,.8125,1.0625, $ 7.56 , $ 12.54 , $ 16.80 , $ 34.40 ,
554647,CANARY YELLOW CAP,Malecon,.8125,1.0625, $ 7.56 , $ 12.54 , $ 16.80 , $ 34.40 ,
554648,BAHAMA BLUE CAP,Malecon,.8125,1.0625, $ 7.56 , $ 12.54 , $ 16.80 , $ 34.40 ,
554649,CHA CHA PINK CAP,Malecon,.8125,1.0625, $ 7.56 , $ 12.54 , $ 16.80 , $ 34.40 ,
554650,PINK FLAMINGO CAP,Malecon,.8125,1.0625, $ 7.56 , $ 12.54 , $ 16.80 , $ 34.40 ,
554651,SMALL COHIBA COGNAC LEATHER PANEL,Tobak,1.375,.5, $ 13.33 , $ 21.90 , $ 27.09 , $ 57.80 ,
554652,SMALL BOLIVAR BROWN LEATHER PANEL,Tobak,1.375,.5, $ 13.33 , $ 21.90 , $ 27.09 , $ 57.80 ,
554653,SMALL HABANA GREY LEATHER PANEL,Tobak,1.375,.5, $ 13.33 , $ 21.90 , $ 27.09 , $ 57.80 ,
554654,LARGE COHIBA COGNAC LEATHER PANEL,Tobak,2.125,.75, $ 14.18 , $ 23.28 , $ 28.60 , $ 61.20 ,
554655,LARGE BOLIVAR BROWN LEATHER PANEL,Tobak,2.125,.75, $ 14.18 , $ 23.28 , $ 28.60 , $ 61.20 ,
554656,LARGE HABANA GREY LEATHER PANEL,Tobak,2.125,.75, $ 14.18 , $ 23.28 , $ 28.60 , $ 61.20 ,
554663,FEATHERED WALNUT VENEER CAP,Renzo,.75,1.125, $ 9.19 , $ 15.18 , $ 19.70 , $ 41.00 ,
554665,DOVE POPLAR VENEER CAP,Renzo,.75,1.125, $ 8.43 , $ 13.95 , $ 18.35 , $ 37.90 ,
554669,DARK ROSEWOOD VENEER CAP,Renzo,.75,1.125, $ 8.43 , $ 13.95 , $ 18.35 , $ 37.90 ,
554680,MIDNIGHT BLUE SEQUINS,Cabaret,2.8750,.375, $ 18.35 , $ 30.02 , $ 36.02 , $ 78.10 ,
554681,CHAMPAGNE ROSE SEQUINS,Cabaret,2.8750,.375, $ 18.35 , $ 30.02 , $ 36.02 , $ 78.10 ,
554683,GOLD GILDED OAK SLOPE,Whistler,2,.625, $ 15.65 , $ 25.66 , $ 31.22 , $ 67.10 ,
554686,GOLD WHISTLER REED CAP,Whistler,0.7500,1.125, $ 9.39 , $ 15.52 , $ 20.07 , $ 41.80 ,
554687,SILVER WHISTLER REED CAP,Whistler,0.7500,1.125, $ 9.39 , $ 15.52 , $ 20.07 , $ 41.80 ,
554688,BRONZE WHISTLER REED CAP,Whistler,0.7500,1.125, $ 9.39 , $ 15.52 , $ 20.07 , $ 41.80 ,
