item,Description,category,size decimal,rabbet decimal,cost,Chop,Join, upc ,group
620001,SILVERED STEEL SCOOP W/ NATURAL OAK SIDES,Forged,1.9375,0.9375,16.75,27.43,33.17,,Wood
620002,PEWTERED STEEL SCOOP W/ GREY ASH SIDES,Forged,1.9375,0.9375,16.75,27.43,33.17,,Wood
620003,GOLDEN STEEL SCOOP W/ BRONZE ASH SIDES,Forged,1.9375,0.9375,16.75,27.43,33.17,,Wood
620004,BLACKENED STEEL SCOOP W/ EBONY WALNUT SIDES,Forged,1.9375,0.9375,16.75,27.43,33.17,,Wood
620005,SILVERED STEEL CAP W/ NATURAL OAK,Forged,1,1,11.33,18.66,23.52,,Wood
620006,PEWTERED STEEL CAP W/ GREY ASH,Forged,1,1,11.33,18.66,23.52,,Wood
620007,GOLDEN STEEL CAP W/ BRONZE ASH,Forged,1,1,11.33,18.66,23.52,,Wood
620008,BLACKENED STEEL CAP W/ EBONY WALNUT,Forged,1,1,11.33,18.66,23.52,,Wood
620009,SILVERED STEEL ANGLE W/ NATURAL OAK SIDES,Forged,0.6875,0.6250,6.48,10.80,14.88,,Wood
620010,PEWTERED STEEL ANGLE W/ GREY ASH SIDES,Forged,0.6875,0.6250,6.48,10.80,14.88,,Wood
620011,GOLDEN STEEL ANGLE W/ BRONZE ASH SIDES,Forged,0.6875,0.6250,6.48,10.80,14.88,,Wood
620012,BLACKENED STEEL ANGLE W/ EBONY WALNUT SIDES,Forged,0.6875,0.6250,6.48,10.80,14.88,,Wood
620013,ARGENTIUM SILVER SILK BATISTE CAP,Batiste,1.1875,0.8750,9.60,15.86,20.44,,Wood
620014,HONEYED SILK BATISTE CAP,Batiste,1.1875,0.8750,9.60,15.86,20.44,,Wood
620015,BYZANTINE BRONZED SILK BATISTE CAP,Batiste,1.1875,0.8750,9.60,15.86,20.44,,Wood
620016,OILED IRON SILK BATISTE CAP,Batiste,1.1875,0.8750,9.60,15.86,20.44,,Wood
620017,ARGENTIUM SILVER SILK BATISTE ANGLE,Batiste,0.8125,0.6250,8.94,14.78,19.26,,Wood
620018,HONEYED SILK BATISTE ANGLE,Batiste,0.8125,0.6250,8.94,14.78,19.26,,Wood
620019,BYZANTINE BRONZED SILK BATISTE ANGLE,Batiste,0.8125,0.6250,8.94,14.78,19.26,,Wood
620020,OILED IRON SILK BATISTE ANGLE,Batiste,0.8125,0.6250,8.94,14.78,19.26,,Wood
620021,PLEATED ARGENTIUM SILVER SILK BATISTE,Batiste,2.3750,0.5625,11.74,19.32,24.25,,Wood
620022,PLEATED HONEYED SILK BATISTE,Batiste,2.3750,0.5625,11.74,19.32,24.25,,Wood
620023,PLEATED BYZANTINE BRONZED SILK BATISTE,Batiste,2.3750,0.5625,11.74,19.32,24.25,,Wood
620024,PLEATED OILED IRON SILK BATISTE,Batiste,2.3750,0.5625,11.74,19.32,24.25,,Wood
720062,RUBY ON CRIMSON LARGE ANGLE,Rothko,1.0627,.6877,7.96,13.20,17.52,,Wood
720063,PEARL ON CLAY LARGE ANGLE,Rothko,1.0628,.6878,7.96,13.20,17.52,,Wood
720064,GREY ON GRAY LARGE ANGLE,Rothko,1.0629,.6879,7.30,12.13,16.35,,Wood
720065,INDIGO ON COBALT LARGE ANGLE,Rothko,1.0630,.6880,7.96,13.20,17.52,,Wood
720066,VIOLET ON PURPLE LARGE ANGLE,Rothko,1.0631,.6881,7.96,13.20,17.52,,Wood
720069,RUBY ON CRIMSON SMALL ANGLE,Rothko,.75,.5,6.36,10.61,14.67,,Wood
720070,PEARL ON CLAY SMALL ANGLE,Rothko,.75,.5,6.36,10.61,14.67,,Wood
720071,GREY ON GRAY SMALL ANGLE,Rothko,.75,.5,6.36,10.61,14.67,,Wood
720072,INDIGO ON COBALT SMALL ANGLE,Rothko,.75,.5,6.36,10.61,14.67,,Wood
720073,VIOLET ON PURPLE SMALL ANGLE,Rothko,.75,.5,6.36,10.61,14.67,,Wood
720079,GOLD OPERA BEADED SCOOP,Aida,1.8125,.5,11.44,18.84,23.72,,Wood
720080,SILVER OPERA BEADED SCOOP,Aida,1.8125,.5,11.44,18.84,23.72,,Wood
720088,RUSTED CORTEN STEEL DEEP CAP,Stanley,.8125,.875,18.55,30.35,36.38,,Wood
720089,OXIDIZED COPPER RUST DEEP CAP,Stanley,.8125,.875,18.55,30.35,36.38,,Wood
720090,GARAGE GREY DEEP CAP,Stanley,.8125,.875,18.55,30.35,36.38,,Wood
720092,RUSTED CORTEN STEEL ANGLE,Stanley,.875,.5,18.55,30.35,36.38,,Wood
720093,OXIDIZED COPPER RUST ANGLE,Stanley,.875,.5,18.55,30.35,36.38,,Wood
720094,GARAGE GREY ANGLE,Stanley,.875,.5,18.55,30.35,36.38,,Wood
720096,RUSTED CORTEN STEEL FLOATER,Stanley,2.0620,1.625,20.44,33.42,39.76,,Wood
720097,OXIDIZED COPPER RUST FLOATER,Stanley,2.0620,1.625,20.44,33.42,39.76,,Wood
720098,GARAGE GREY FLOATER,Stanley,2.0620,1.625,20.44,33.42,39.76,,Wood
720099,CEMENT MIX FLOATER,Stanley,2.0620,1.625,20.44,33.42,39.76,,Wood
720100,RUSTED HIGHWAY SIGN WHITE DEEP CAP,Stanley,0.8125,.875,17.01,27.86,33.65,,Wood
720104,RUSTED HIGHWAY SIGN WHITE FLOATER,Stanley,2.0620,1.625,18.75,30.67,36.74,,Wood
720123,WIDE BLACK ICE,Varis,2.8750,0.6875,9.99,16.48,21.13,,Wood
720124,WIDE POLAR ICE,Varis,2.8750,0.6875,10.89,17.93,22.73,,Wood
720125,BLACK ICE CAP,Varis,1.1250,0.5625,7.67,12.72,16.99,,Wood
720126,POLAR ICE CAP,Varis,1.1250,0.5625,7.67,12.72,16.99,,Wood
720127,SMALL VINTAGE PLASTER ACANTHUS,Stanley,1.8125,0.5625,11.98,19.71,24.68,,Wood
720129,SMALL GARAGE GREY ACANTHUS,Stanley,1.8125,0.5625,11.98,19.71,24.68,,Wood
720130,SMALL RUSTED CORTON ACANTHUS,Stanley,1.8125,0.5625,17.75,29.06,34.97,,Wood
720131,MEDIUM VINTAGE PLASTER ACANTHUS,Stanley,2.375,1.0625,19.91,32.55,38.80,,Wood
720133,MEDIUM GARAGE GREY ACANTHUS,Stanley,2.375,1.0625,19.91,32.55,38.80,,Wood
720134,MEDIUM RUSTED CORTON ACANTHUS,Stanley,2.375,1.0625,28.40,46.31,53.94,,Wood
734940,MEDIUM ANGLED GRAPHITE,Forte,1.5000,0.4375,7.62,12.64,16.91,,Wood
734945,TALL ANGLED GRAPHITE CAP,Forte,0.7500,1.1250,7.37,12.24,16.47,,Wood
734971,SMOKED BRONZE LEAVES,Gusto,0.7500,0.4375,6.33,10.55,14.61,,Wood
734980,1 1/2 HAND PRESSED GOLD LEAF,Oaxaca,1.4375,0.7500,5.93,9.90,12.65,,Wood
734987,3/4 WOVEN IMPRESSIONS  SILVER LEAF,Oaxaca,.75,.625,4.76,8.02,11.82,,Wood
734992,GRAPHITE FLOATER,Forte,1.7500,1.625,10.24,16.89,21.58,,Wood
734996,HAND TOOLED DOTS RUSTED TIN CAP,Oaxaca,1,.9375,7.96,13.20,17.52,,Wood
734997,HAND TOOLED DOTS RUSTED BLACK TIN CAP,Oaxaca,1,.9375,5.63,9.43,13.37,,Wood
735013,RED CURTAIN VAUDEVILLE CAP,Cabaret,0.6875,0.9375,3.90,6.62,9.20,,Wood
740001,CHROMA GREY WHITE CUBE,Kubik,0.8125,.625,6.68,11.13,15.24,,Wood
740002,FADED FJORD WHITE CUBE,Kubik,0.8125,.625,6.68,11.13,15.24,,Wood
740003,LUNA WHITE CUBE,Kubik,0.8125,.625,6.68,11.13,15.24,,Wood
740004,BARE BIRCH WHITE CUBE,Kubik,0.8125,.625,6.68,11.13,15.24,,Wood
740005,CHROMA GREY WHITE TALL CAP,Kubik,1,1.75,9.95,16.42,21.06,,Wood
740006,FADED FJORD WHITE TALL CAP,Kubik,1,1.75,9.95,16.42,21.06,,Wood
740007,LUNA WHITE TALL CAP,Kubik,1,1.75,9.95,16.42,21.06,,Wood
740008,BARE BIRCH WHITE TALL CAP,Kubik,1,1.75,9.95,16.42,21.06,,Wood
740009,BLACK BOREALIS BLOCK,Aurora,1.1875,0.9375,7.88,13.06,17.37,,Wood
740010,GREY GALAXY BLOCK,Aurora,1.1875,0.9375,7.88,13.06,17.37,,Wood
740011,SOLAR SILVER BLOCK,Aurora,1.1875,0.9375,7.88,13.06,17.37,,Wood
740012,MAUVELOUS MERCURY BLOCK,Aurora,1.1875,0.9375,7.88,13.06,17.37,,Wood
740013,SUN FLARE GOLD BLOCK,Aurora,1.1875,0.9375,7.88,13.06,17.37,,Wood
740014,GREY GALAXY CAP,Aurora,0.75,1.1250,7.64,12.68,16.94,,Wood
740015,SOLAR SILVER CAP,Aurora,0.75,1.1250,7.64,12.68,16.94,,Wood
740016,MAUVELOUS MERCURY CAP,Aurora,0.75,1.1250,7.64,12.68,16.94,,Wood
740017,SUN FLARE GOLD CAP,Aurora,0.75,1.1250,7.64,12.68,16.94,,Wood
740019,OLD WORLD SILVER AND BLACK ROUNDED,Mondano,1.5625,0.5625,9.80,16.18,20.79,,Wood
740020,OLD WORLD GOLD ROUNDED,Mondano,1.5625,0.5625,9.80,16.18,20.79,,Wood
740021,OLD WORLD PEWTER ROUNDED,Mondano,1.5625,0.5625,8.99,14.87,19.35,,Wood
740022,MIDDLE WORLD BLACK DEEP SCOOP LIP,Mondano,0.9375,0.5000,7.75,12.85,17.13,,Wood
740023,MIDDLE WORLD GOLD DEEP SCOOP LIP,Mondano,0.9375,0.5000,7.75,12.85,17.13,,Wood
740024,MIDDLE WORLD SILVER DEEP SCOOP LIP,Mondano,0.9375,0.5000,7.75,12.85,17.13,,Wood
740025,MIDDLE WORLD PEWTER DEEP SCOOP LIP,Mondano,0.9375,0.5000,7.75,12.85,17.13,,Wood
740026,NEW WORLD BLACK DARK WALNUT ANGLE,Mondano,0.8125,0.6250,7.11,11.82,16.00,,Wood
740027,NEW WORLD PEWTER LIGHT WALNUT ANGLE,Mondano,0.8125,0.6250,7.11,11.82,16.00,,Wood
740028,NEW WORLD GOLD CHERRY ANGLE,Mondano,0.8125,0.6250,7.11,11.82,16.00,,Wood
740029,NEW WORLD CHAMPAGNE LIGHT WALNUT ANGLE,Mondano,0.8125,0.6250,7.11,11.82,16.00,,Wood
740030,NEW WORLD SILVER CHERRY ANGLE,Mondano,0.8125,0.6250,7.11,11.82,16.00,,Wood
740031,BLACK BOREALIS CAP,Aurora,0.75,1.1250,7.64,12.68,16.94,,Wood
740032,1 GROOVY VINTAGE VINYL,Hi-Fi,0.9375,0.5625,6.58,10.96,15.05,,Wood
740033,1 GROOVY MARVIN GREY,Hi-Fi,0.9375,0.5625,6.58,10.96,15.05,,Wood
740034,1 GROOVY SMOKEY BROWN,Hi-Fi,0.9375,0.5625,6.58,10.96,15.05,,Wood
740035,1 GROOVY TINA TANNER,Hi-Fi,0.9375,0.5625,6.58,10.96,15.05,,Wood
740036,1 GROOVY BARRY WHITE,Hi-Fi,0.9375,0.5625,6.58,10.96,15.05,,Wood
740037,STONE OAK WHITE CUBE,Kubik,0.8125,0.6250,6.68,11.13,15.24,,Wood
740038,AUTUMN WALNUT WHITE CUBE,Kubik,0.8125,0.6250,6.68,11.13,15.24,,Wood
740039,STURDY CHERRY WHITE CUBE,Kubik,0.8125,0.6250,6.68,11.13,15.24,,Wood
740040,WOODLAND WALNUT WHITE CUBE,Kubik,0.8125,0.6250,6.68,11.13,15.24,,Wood
740041,STONE OAK WHITE TALL CAP,Kubik,1,1.7500,9.95,16.42,21.06,,Wood
740042,AUTUMN WALNUT WHITE TALL CAP,Kubik,1,1.7500,9.95,16.42,21.06,,Wood
740043,STURDY CHERRY WHITE TALL CAP,Kubik,1,1.7500,9.95,16.42,21.06,,Wood
740044,WOODLAND WALNUT WHITETALL CAP,Kubik,1,1.7500,9.95,16.42,21.06,,Wood
740045,CHROMA GREY WHITE BLOCK,Kubik,1.1875,0.7500,8.22,13.61,17.97,,Wood
740046,FADED FJORD WHITE BLOCK,Kubik,1.1875,0.7500,8.22,13.61,17.97,,Wood
740047,LUNA WHITE BLOCK,Kubik,1.1875,0.7500,8.22,13.61,17.97,,Wood
740048,BARE BIRCH WHITE BLOCK,Kubik,1.1875,0.7500,8.22,13.61,17.97,,Wood
740049,STONE OAK WHITE BLOCK,Kubik,1.1875,0.7500,8.22,13.61,17.97,,Wood
740050,AUTUMN WALNUT WHITE BLOCK,Kubik,1.1875,0.7500,8.22,13.61,17.97,,Wood
740051,STURDY CHERRY WHITE BLOCK,Kubik,1.1875,0.7500,8.22,13.61,17.97,,Wood
740052,WOODLAND WALNUT WHITE BLOCK,Kubik,1.1875,0.7500,8.22,13.61,17.97,,Wood
740053,OAK LIP ON BUFF BEIGE,Bungalow,0.7500,0.7500,6.76,11.25,15.38,,Wood
740054,OAK LIP ON MINTED SAGE,Bungalow,0.7500,0.7500,6.76,11.25,15.38,,Wood
740055,OAK LIP ON SESAME GREY,Bungalow,0.7500,0.7500,6.76,11.25,15.38,,Wood
740056,OAK LIP ON PEONY PINK,Bungalow,0.7500,0.7500,6.76,11.25,15.38,,Wood
740057,OAK LIP ON EGGSHELL WHITE,Bungalow,0.7500,0.7500,6.76,11.25,15.38,,Wood
740058,OAK LIP ON GOLDEN MUSTARD,Bungalow,0.7500,0.7500,6.76,11.25,15.38,,Wood
740059,WALNUT LIP ON BUFF BEIGE,Bungalow,0.7500,0.7500,6.76,11.25,15.38,,Wood
740060,WALNUT LIP ON EBONY BLACK,Bungalow,0.7500,0.7500,6.76,11.25,15.38,,Wood
740061,WALNUT LIP ON INDIGO BLUE,Bungalow,0.7500,0.7500,6.76,11.25,15.38,,Wood
740062,WALNUT LIP ON ORANGE BURST,Bungalow,0.7500,0.7500,6.76,11.25,15.38,,Wood
740063,INFINITE GREY DOTS IN BLACK,Kusama,0.7500,1,7.02,11.67,15.84,,Wood
740064,KALEIDOSCOPE CRIMSON DOTS IN BLACK,Kusama,0.7500,1,7.02,11.67,15.84,,Wood
740065,PRISMATIC PEWTER DOTS IN GREY,Kusama,0.7500,1,7.02,11.67,15.84,,Wood
740066,COSMIC BRONZE DOTS IN TAN,Kusama,0.7500,1,7.02,11.67,15.84,,Wood
740067,ASTRAL GOLD DOTS IN YELLOW,Kusama,0.7500,1,7.02,11.67,15.84,,Wood
740068,CELESTIAL ORBITS IN WHITE,Kusama,0.7500,1,7.02,11.67,15.84,,Wood
740069,ESPRESSO GANACHE CAP,Ferrero,0.7500,1,8.15,13.50,17.85,,Wood
740070,TOFFEE CARAMELLO CAP,Ferrero,0.7500,1,8.15,13.50,17.85,,Wood
740071,BUTTERSCOTCH TRUFFLE CAP,Ferrero,0.7500,1,8.15,13.50,17.85,,Wood
740072,AMARO NOUGAT CAP,Ferrero,0.7500,1,8.15,13.50,17.85,,Wood
740073,TOASTED MARZIPAN CAP,Ferrero,0.7500,1,8.15,13.50,17.85,,Wood
740074,SALTED MARSHMALLOW CAP,Ferrero,0.7500,1,8.15,13.50,17.85,,Wood
740075,VANILLA ZUCCHERO CAP,Ferrero,0.7500,1,8.15,13.50,17.85,,Wood
740076,ESPRESSO GANACHE BEVEL,Ferrero,0.8750,0.5625,7.29,12.11,16.33,,Wood
740077,TOFFEE CARAMELLO BEVEL,Ferrero,0.8750,0.5625,7.29,12.11,16.33,,Wood
740078,BUTTERSCOTCH TRUFFLE BEVEL,Ferrero,0.8750,0.5625,7.29,12.11,16.33,,Wood
740079,AMARO NOUGAT BEVEL,Ferrero,0.8750,0.5625,7.29,12.11,16.33,,Wood
740080,TOASTED MARZIPAN BEVEL,Ferrero,0.8750,0.5625,7.29,12.11,16.33,,Wood
740081,SALTED MARSHMALLOW BEVEL,Ferrero,0.8750,0.5625,7.29,12.11,16.33,,Wood
740082,VANILLA ZUCCHERO BEVEL,Ferrero,0.8750,0.5625,7.29,12.11,16.33,,Wood
744953,WARM SILVER COMB,Gusto,0.75,0.50,8.13,13.47,17.81,,Wood
744954,COOL GOLD COMB,Gusto,0.75,0.50,8.13,13.47,17.81,,Wood
744955,SMOKED BRONZE COMB,Gusto,0.75,0.50,8.13,13.47,17.81,,Wood
744956,MILK CHOCOLATE COMB,Gusto,0.7500,0.5000,7.82,12.97,17.27,,Wood
744959,SMOKED BRONZE GAUDI,Gaudi,0.75,0.50,8.13,13.47,17.81,,Wood
744960,MILK CHOCOLATE GAUDI,Gaudi,0.75,0.50,8.13,13.47,17.81,,Wood
744961,AMARILLO YELLOW GAUDI,Gaudi,0.75,0.50,7.63,12.66,16.92,,Wood
744962,NARANJA ORANGE GAUDI,Gaudi,0.75,0.50,7.63,12.66,16.92,,Wood
744963,VIOLETA PURPLE GAUDI,Gaudi,0.75,0.50,7.63,12.66,16.92,,Wood
744964,VERDE GREEN GAUDI,Gaudi,0.75,0.50,7.63,12.66,16.92,,Wood
744965,AZUL BLUE GAUDI,Gaudi,0.75,0.50,7.63,12.66,16.92,,Wood
744966,ROJO RED GAUDI,Gaudi,0.75,0.50,7.63,12.66,16.92,,Wood
744967,NEGRO BLACK GAUDI,Gaudi,0.75,0.50,7.63,12.66,16.92,,Wood
744968,BLANCA WHITE GAUDI,Gaudi,0.75,0.50,7.63,12.66,16.92,,Wood
744977,3/4 HAND PRESSED SILVER LEAF,Oaxaca,0.75,0.63,5.35,8.97,12.87,,Wood
744978,3/4 HAND PRESSED GOLD LEAF,Oaxaca,0.75,0.6250,5.35,8.97,12.87,,Wood
744980,1 1/2 HAND PRESSED GOLD LEAF,Oaxaca,1.4375,0.7500,7.69,12.77,17.04,,Wood
744981,3/4 SOFT DIMPLE BLACK CLAY,Oaxaca,0.7500,0.6250,5.25,8.80,12.68,,Wood
744982,3/4 WOVEN IMPRESSIONS BLACK CLAY,Oaxaca,0.7500,0.6250,5.25,8.80,12.68,,Wood
744984,1 1/2 SOFT DIMPLE BLACK CLAY,Oaxaca,1.4375,0.7500,7.87,13.06,17.36,,Wood
744985,1 1/2 WOVEN IMPRESSIONS BLACK CLAY,Oaxaca,1.4375,0.7500,7.87,13.06,17.36,,Wood
744986,1 1/2 HAND PRESSED BLACK CLAY,Oaxaca,1.4375,0.7500,7.87,13.06,17.36,,Wood
744988,3/4 SOFT DIMPLE SILVER LEAF,Oaxaca,.75,.625,5.25,8.80,12.68,,Wood
744993,RUSTED TIN ROOF ANGLE,Oaxaca,1.0000,0.8125,8.77,14.50,18.95,,Wood
744994,BLACK ROOF ANGLE,Oaxaca,1.0000,0.8125,5.97,9.97,13.97,,Wood
744995,RUSTED BLACK TIN ROOF ANGLE,Oaxaca,1.0000,0.8125,5.97,9.97,13.97,,Wood
770001,BLACK ICE SIDE SILVER CAP,Varis,0.8125,0.8750,8.75,14.48,18.93,,Wood
770002,ARCTIC WHITE SIDE SILVER CAP,Varis,0.8125,0.8750,8.75,14.48,18.93,,Wood
770003,REINDEER SIDE SILVER CAP,Varis,0.8125,0.8750,8.75,14.48,18.93,,Wood
770004,VIKING GREY SIDE SILVER CAP,Varis,0.8125,0.8750,8.75,14.48,18.93,,Wood
770005,WINTERGREEN SILVER CAP,Varis,0.6875,0.5625,7.30,12.13,16.34,,Wood
770006,BALTIC BLUE SILVER CAP,Varis,0.6875,0.5625,7.30,12.13,16.34,,Wood
770007,GOLDENROD SILVER CAP,Varis,0.6875,0.5625,7.30,12.13,16.34,,Wood
770008,VIKING GREY SILVER CAP,Varis,0.6875,0.5625,7.30,12.13,16.34,,Wood
770021,BLACK EARTH CAP,Tizon,0.875,1,9.05,14.96,19.46,,Wood
770022,SANDSTONE CAP,Tizon,0.875,1,9.05,14.96,19.46,,Wood
770024,SAGE GREY CAP,Tizon,0.875,1,9.05,14.96,19.46,,Wood
770025,ALABASTER CAP,Tizon,0.875,1,9.05,14.96,19.46,,Wood
770031,BLACK ICE METALLIC CUBE,Varis,.75,0.5625,5.31,8.90,12.79,,Wood
770032,ARCTIC WHITE METALLIC CUBE,Varis,.75,0.5625,5.31,8.90,12.79,,Wood
770033,WINTERGREEN METALLIC CUBE,Varis,.75,0.5625,5.31,8.90,12.79,,Wood
770034,REINDEER METALLIC CUBE,Varis,.75,0.5625,5.31,8.90,12.79,,Wood
770035,BALTIC BLUE METALLIC CUBE,Varis,.75,0.5625,5.31,8.90,12.79,,Wood
770036,FROSTED PLUM METALLIC CUBE,Varis,.75,0.5625,5.31,8.90,12.79,,Wood
770037,BLACK ICE METALLIC TALL SCOOP,Varis,.75,0.5625,9.02,14.91,19.40,,Wood
770038,ARCTIC WHITE METALLIC TALL SCOOP,Varis,.75,0.5625,9.02,14.91,19.40,,Wood
770039,WINTERGREEN METALLIC TALL SCOOP,Varis,.75,0.5625,9.02,14.91,19.40,,Wood
770040,REINDEER METALLIC TALL SCOOP,Varis,.75,0.5625,9.02,14.91,19.40,,Wood
770041,BALTIC BLUE METALLIC TALL SCOOP,Varis,.75,0.5625,9.02,14.91,19.40,,Wood
770042,FROSTED PLUM METALLIC TALL SCOOP,Varis,.75,0.5625,9.02,14.91,19.40,,Wood
770043,VESTIBULE BLACK W/ GOLD RUBBED LIP CAP,Vasari,1,0.8750,7.46,12.39,16.63,,Wood
770044,MONUMENTAL WHITE W/ SILVER RUBBED LIP CAP,Vasari,1,0.8750,7.46,12.39,16.63,,Wood
770045,VAULTED GREYSTONE W/ SILVER RUBBED LIP CAP,Vasari,1,0.8750,7.46,12.39,16.63,,Wood
770046,WINGED VESTIBULE BLACK W/ GOLD RUBBED LIP,Vasari,1.5,0.5000,11.01,18.13,22.94,,Wood
770047,WINGED MONUMENTAL WHITE W/ SILVER RUBBED LIP,Vasari,1.5,0.5000,11.01,18.13,22.94,,Wood
770048,WINGED VAULTED GREYSTONE W/ SILVER RUBBED LIP,Vasari,1.5,0.5000,11.01,18.13,22.94,,Wood
770049,BEDROCK BLACK W/ SILVER WASH,Trulli,.5625,0.5000,5.27,8.83,12.72,,Wood
770050,POPPY RED W/ SILVER WASH,Trulli,.5625,0.5000,5.27,8.83,12.72,,Wood
770051,ADRIATIC BLUE W/ SILVER WASH,Trulli,.5625,0.5000,5.27,8.83,12.72,,Wood
770052,ROLLING GREEN W/ SILVER WASH,Trulli,.5625,0.5000,5.27,8.83,12.72,,Wood
770053,SPRING YELLOW W/ SILVER WASH,Trulli,.5625,0.5000,5.27,8.83,12.72,,Wood
770054,SUNSET BLUSH W/ SILVER WASH,Trulli,.5625,0.5000,5.27,8.83,12.72,,Wood
770055,LIMESTONE WHITE W/ SILVER WASH,Trulli,.5625,0.5000,5.27,8.83,12.72,,Wood
770056,GOLD ETCHED CANTILEVER W/ CHARCOAL SIDES,Farnsworth,.5625,1,7.73,12.83,17.11,,Wood
770057,SILVER ETCHED CANTILEVER W/ CHARCOAL SIDES,Farnsworth,.5625,1,7.73,12.83,17.11,,Wood
770058,GOLD ETCHED CANTILEVER W/ WALNUT SIDES,Farnsworth,.5625,1,7.73,12.83,17.11,,Wood
770059,SILVER ETCHED CANTILEVER W/ WALNUT SIDES,Farnsworth,.5625,1,7.73,12.83,17.11,,Wood
770060,GOLD ETCHED CANTILEVER W/ NATURAL SIDES,Farnsworth,.5625,1,7.73,12.83,17.11,,Wood
770061,SILVER ETCHED CANTILEVER W/ NATURAL SIDES,Farnsworth,.5625,1,7.73,12.83,17.11,,Wood
780004,7/8 MOON GOLD W/ROUNDED TOP,Finezza,0.8750,0.3750,7.72,12.81,17.10,,Wood
780005,7/8 MOON SILVER W/ROUNDED TOP,Finezza,0.8750,0.3750,7.72,12.81,17.10,,Wood
780006,7/8 MOON GOLD W/ROUNDED BLK TOP,Finezza,0.8750,0.3750,7.72,12.81,17.10,,Wood
780007,7/8 MOON SILV W/ROUNDED BLK TOP,Finezza,0.8750,0.3750,7.72,12.81,17.10,,Wood
780008,3/4 MOON GOLD SCOOP W/BEAD,Finezza,0.7500,0.3750,9.37,15.48,20.03,,Wood
780009,3/4 MOON SILVER SCOOP W/BEAD,Finezza,0.7500,0.3750,9.37,15.48,20.03,,Wood
780010,3/4 MIDNIGHT SCOOP W/GOLD BEAD,Finezza,0.7500,0.3750,9.37,15.48,20.03,,Wood
780011,3/4 MIDNIGHT SCOOP W/SILVER BEAD,Finezza,0.7500,0.3750,9.37,15.48,20.03,,Wood
780053,3 1/2 VOLCANIC BLACK SCOOP,Vesuvio,3.5000,.4375,14.65,24.04,29.44,,Wood
780054,3 1/2 EXCAVATION SILVER SCOOP,Vesuvio,3.5000,.4375,19.40,31.73,37.91,,Wood
780055,2  EXCAVATION GOLD SCOOP,Vesuvio,2,.5625,13.32,21.88,27.06,,Wood
780056,2 WHITE ASH SCOOP,Vesuvio,2,.5625,10.42,17.18,21.90,,Wood
780057,2 VOLCANIC BLACK SCOOP,Vesuvio,2,.5625,10.42,17.18,21.90,,Wood
780058,2 EXCAVATION SILVER SCOOP,Vesuvio,2,.5625,13.32,21.88,27.06,,Wood
780068,3 CHAUCER BRASS KNIGHT,Chaucer,3,0.9375,17.43,28.53,34.38,,Wood
780069,3 CHIVALRY CREAM KNIGHT,Chaucer,3,0.9375,19.50,31.89,38.07,,Wood
780070,3 CHAUCER STEEL KNIGHT,Chaucer,3,0.9375,17.43,28.53,34.38,,Wood
780071,CHAUCER BRASS KNIGHT,Chaucer,1.5,0.5625,10.68,17.60,22.36,,Wood
780072,CHIVALRY CREAM KNIGHT,Chaucer,1.5,0.5625,11.68,19.23,24.15,,Wood
780073,CHAUCER STEEL KNIGHT,Chaucer,1.5,0.5625,10.68,17.60,22.36,,Wood
780074,CONSTANCE BLACK FLOWERS,Chaucer,0.5625,0.3750,5.26,8.81,12.70,,Wood
780075,SERENITY WHITE FLOWERS,Chaucer,0.5625,0.3750,5.26,8.81,12.70,,Wood
780076,VICTORY RED FLOWERS,Chaucer,0.5625,0.3750,5.26,8.81,12.70,,Wood
780077,NOBILITY BLUE FLOWERS,Chaucer,0.5625,0.3750,5.26,8.81,12.70,,Wood
780078,AMBITION ORANGE FLOWERS,Chaucer,0.5625,0.3750,5.26,8.81,12.70,,Wood
780079,LOYALTY GREEN FLOWERS,Chaucer,0.5625,0.3750,5.26,8.81,12.70,,Wood
780085,1 5/8 GOLD STEAMER TRUNK,Porter,1.625,1.0625,13.29,21.82,27.01,,Wood
780086,1 5/8 SILVER STEAMER TRUNK,Porter,1.625,1.0625,13.29,21.82,27.01,,Wood
780087,2 1/2 GOLD STEAMER TRUNK,Porter,2.5,1.0625,17.73,29.02,34.92,,Wood
780088,2 1/2 SILVER STEAMER TRUNK,Porter,2.5,1.0625,17.73,29.02,34.92,,Wood
780089,OBSIDIAN BLACK GLOSS CUBE,Terrazzo,0.75,0.5625,4.69,7.89,11.68,,Wood
780090,SANDY BEIGE GLOSS CUBE,Terrazzo,0.75,0.5625,4.69,7.89,11.68,,Wood
780091,SHALE GREY GLOSS CUBE,Terrazzo,0.75,0.5625,4.69,7.89,11.68,,Wood
780092,DOLOMITE WHITE GLOSS CUBE,Terrazzo,0.75,0.5625,4.69,7.89,11.68,,Wood
780093,SLATED GREEN GLOSS CUBE,Terrazzo,0.75,0.5625,4.69,7.89,11.68,,Wood
780094,TERRACOTTA GLOSS CUBE,Terrazzo,0.75,0.5625,4.69,7.89,11.68,,Wood
780095,OBSIDIAN BLACK GLOSS CAP,Terrazzo,1.375,2,10.34,17.05,21.75,,Wood
780096,SANDY BEIGE GLOSS CAP,Terrazzo,1.375,2,10.34,17.05,21.75,,Wood
780097,SHALE GREY GLOSS CAP,Terrazzo,1.375,2,10.34,17.05,21.75,,Wood
780098,DOLOMITE WHITE GLOSS CAP,Terrazzo,1.375,2,10.34,17.05,21.75,,Wood
