CODE,description,rabbet,width,cost,group
B18803,DISC Traditional - Teak,48,105,69.95,Wood
B18804,DISC Traditional - White/Teak,48,105,45.47,Wood
B18902,DISC Designer - Silver/Bronze,60,44,39.95,Wood
B19002,DISC Designer - Silver/Bronze,90,71,86.3,Wood
B19101,DISC Contemporary - Black/Gold,20,27,15.95,Wood
B19102,DISC Contemporary-Black/Silver,20,27,20.4,Wood
B19201,DISC Contemporary-Black/Gold,36,27,33,Wood
B19202,DISC Contemporary-Black/Silver,36,27,33,Wood
B19301,DISC Timber-Dark Walnut,24,28,21.45,Wood
B19302,DISC Timber-Mahogany,24,28,21.45,Wood
B19303,Timber-Teak,24,28,32.25,Wood
B19401,DISC Timber-Dark Walnut,49,54,40.05,Wood
B19402,DISC Timber-Mahogany,49,54,40.05,Wood
B19403,Timber-Teak,49,54,60.25,Wood
B19501,DISC Timber-Dark Walnut,84,94,93.35,Wood
B19502,DISC Timber-Mahogany,84,94,93.35,Wood
B19503,Timber-Teak,84,94,139,Wood
B19601,Timber-Black/Gold,60,130,169.95,Wood
B19701,DISC Traditional - Black/Gold,54,125,84.95,Wood
B19702,DISC Traditional - Walnut,54,125,84.95,Wood
B20401,DISC Designer-Gold,27,40,33,Wood
B20402,DISC Designer-Champagne,27,40,33,Wood
B20403,DISC Designer-Black,27,40,25.4,Wood
B20404,DISC Designer-Ivory,27,40,25.4,Wood
B20405,DISC Designer-Taupe,27,40,25.4,Wood
B20406,DISC Designer-Mocha,27,40,25.4,Wood
B20501,DISC Designer-Gold,50,68,82.5,Wood
B20502,DISC Designer-Champagne,50,68,82.5,Wood
B20503,DISC Designer-Black,50,68,69.8,Wood
B20504,DISC Designer-Ivory,50,68,69.8,Wood
B20505,DISC Designer-Taupe,50,68,69.8,Wood
B20506,DISC Designer-Mocha,50,68,69.8,Wood
B20601,DISC Designer-Black,28,47,28,Wood
B20602,DISC Designer-White,28,47,28,Wood
B20603,DISC Designer-Red,28,47,28,Wood
B20604,DISC Designer-Silver,28,47,38.1,Wood
B20605,DISC Designer-Gold,28,47,38.1,Wood
B20701,Traditional-Gold,35,41,58.3,Wood
B20702,Traditional-Silver,35,41,58.3,Wood
B20801,Traditional-Gold,88,117,309.9,Wood
B20802,Traditional-Silver,88,117,309.9,Wood
B20903,DISC Traditional-Black,37,43,37.6,Wood
B20904,DISC Traditional-White,37,43,37.6,Wood
B21003,DISC Traditional-Black,57,82,63.5,Wood
B21004,DISC Traditional-White,57,82,63.5,Wood
B21101,Traditional-Gold,42,35,70.45,Wood
B21102,Traditional-Silver,42,35,70.45,Wood
B21201,Traditional-Gold,53,73,112.05,Wood
B21202,Traditional-Silver,53,73,112.05,Wood
B21301,DISC - Traditional-Gold,59,115,161.9,Wood
B21302,Traditional-Silver,59,115,178.5,Wood
B21401,Contemporary-Matt Black,61,21,47.55,Wood
B21402,Contemporary-Matt White,61,21,47.55,Wood
B21403,Contemporary-Gloss Black,61,21,47.55,Wood
B21404,Contemporary-Gloss White,61,21,47.55,Wood
B21405,Contemporary-Silver,61,21,61.5,Wood
B21406,Contemporary-Chrome,61,21,61.5,Wood
B21407,DISC Contemporary-Taupe,61,21,31.9,Wood
B21408,DISC Contemporary - Light Taupe,61,21,31.9,Wood
B21409,DISC Contemporary-Classic Cream,61,21,31.9,Wood
B21501,DISC Contemporary-Matt Black,30,40,28,Wood
B21502,DISC Contemporary-Matt White,30,40,29.4,Wood
B21503,DISC Contemporary-Gloss Black,30,40,29.4,Wood
B21504,DISC Contemporary-Gloss White,30,40,29.4,Wood
B21505,DISC Contemporary-Silver,30,40,37.4,Wood
B21506,DISC Contemporary-Chrome,30,40,37.4,Wood
B21507,DISC Contemporary-Woodland Gray,30,40,28,Wood
B21508,DISC Contemporary - Taupe,30,40,28,Wood
B21509,DISC Contemporary-Classic Cream,30,40,28,Wood
B21601,DISC Designer-Gold,32,58,46.85,Wood
B21602,DISC Designer-Silver,32,58,46.85,Wood
B21603,DISC Designer-Matt Black,32,58,44.6,Wood
B21604,DISC Designer-Matt White,32,58,46.85,Wood
B21605,DISC Designer-Gloss Black,32,58,44.6,Wood
B21606,DISC Designer-Gloss White,32,58,46.85,Wood
B21607,DISC Designer-Gloss Grey,32,58,46.85,Wood
B21608,DISC Designer-Gloss Blue,32,58,46.85,Wood
B21609,DISC Designer-Gloss Ruby,32,58,46.85,Wood
B21610,DISC Designer-Gloss Red,32,58,46.85,Wood
B21701,DISC Designer-Gold,53,106,76.2,Wood
B21702,DISC Designer-Silver,53,106,76.2,Wood
B21703,DISC Designer-Matt Black,53,106,76.2,Wood
B21704,DISC Designer-Matt White,53,106,76.2,Wood
B21705,DISC Designer-Gloss Black,53,106,76.2,Wood
B21706,DISC Designer-Gloss White,53,106,76.2,Wood
B21707,DISC Designer-Gloss Grey,53,106,76.2,Wood
B21708,DISC Designer-Gloss Blue,53,106,76.2,Wood
B21709,DISC Designer-Gloss Ruby,53,106,76.2,Wood
B21710,DISC Designer-Gloss Red,53,106,76.2,Wood
B21801,DISC Pierre Cardin-Black,21,20,19.2,Wood
B21802,DISC Pierre Cardin-White,21,20,20.2,Wood
B21803,DISC Pierre Cardin-Grey,21,20,20.2,Wood
B21804,DISC Pierre Cardin-Brown,21,20,20.2,Wood
B21805,DISC Pierre Cardin-Red,21,20,20.2,Wood
B21901,DISC Pierre Cardin-Black,35,65,43.2,Wood
B21902,DISC Pierre Cardin-White,35,65,43.2,Wood
B21903,DISC Pierre Cardin-Grey,35,65,43.2,Wood
B21904,DISC Pierre Cardin-Brown,35,65,43.2,Wood
B21905,DISC Pierre Cardin-Red,35,65,43.2,Wood
B22001,DISC Pierre Cardin-Black,44,110,76.2,Wood
B22002,DISC Pierre Cardin-White,44,110,76.2,Wood
B22003,DISC Pierre Cardin-Grey,44,110,76.2,Wood
B22004,DISC Pierre Cardin-Brown,44,110,76.2,Wood
B22005,DISC Pierre Cardin-Red,44,110,76.2,Wood
B22101,DISC Pierre Cardin-Black,53,41,45.4,Wood
B22102,DISC Pierre Cardin-White,53,41,45.4,Wood
B22103,DISC Pierre Cardin-Grey,53,41,43.2,Wood
B22104,DISC Pierre Cardin-Brown,53,41,45.4,Wood
B22105,DISC Pierre Cardin-Red,53,41,45.4,Wood
B22201,DISC Designer-Gold,24,32,24.9,Wood
B22202,DISC Designer-Silver,24,32,23.7,Wood
B22203,DISC Designer-Matt Black,24,32,23.7,Wood
B22204,DISC Designer-Matt White,24,32,24.9,Wood
B22205,DISC Designer-Gloss Black,24,32,24.9,Wood
B22206,DISC Designer-Gloss White,24,32,23.7,Wood
B22207,DISC Designer-Gloss Grey,24,32,23.7,Wood
B22208,DISC Designer-Gloss Blue,24,32,24.9,Wood
B22209,DISC Designer-Gloss Ruby,24,32,24.9,Wood
B22210,DISC Designer-Gloss Red,24,32,23.7,Wood
B22301,Timber-Walnut/Gold,29,50,67.25,Wood
B22302,Timber-Charcoal/Silver,29,50,67.25,Wood
B22401,Timber-Walnut/Gold,29,25,46.7,Wood
B22402,Timber-Charcoal/Silver,29,25,46.7,Wood
B22501,DISC Timber-Charcoal,71,81,115.2,Wood
B22502,DISC Timber-Brown,71,81,115.2,Wood
B22503,DISC Timber-Natural,71,81,115.2,Wood
B22601,DISC Timber-White,33,90,80.55,Wood
B22602,DISC Timber-Natural,33,90,76.7,Wood
B22603,DISC Timber-Black,33,90,76.7,Wood
B22701,DISC Timber-White,39,85,69.45,Wood
B22702,DISC Timber-Natural,39,85,66.1,Wood
B22703,DISC Timber-Black,39,85,66.1,Wood
B22801,DISC Timber-White,26,50,34.8,Wood
B22802,DISC Timber-Natural,26,50,34.8,Wood
B22803,DISC Timber-Black,26,50,33.1,Wood
B22901,DISC Timber-White,35,40,56.25,Wood
B22902,DISC Timber-Natural,35,40,53.05,Wood
B22903,DISC - Timber-Black,35,40,62.45,Wood
B23001,DISC Pierre Cardin-Black,50,35,40.8,Wood
B23002,DISC Pierre Cardin-White,50,35,40.8,Wood
B23003,DISC Pierre Cardin-Grey,50,35,40.8,Wood
B23004,DISC Pierre Cardin-Brown,50,35,40.8,Wood
B23005,DISC Pierre Cardin-Red,50,35,40.8,Wood
B23101,DISC Pierre Cardin-Black Copper,45,110,98.1,Wood
B23102,DISC Pierre Cardin-White Ice,45,110,98.1,Wood
B23201,DISC Pierre Cardin-Black Copper,35,65,55.2,Wood
B23202,DISC Pierre Cardin-White Ice,35,65,55.2,Wood
B23301,DISC Pierre Cardin-Black Copper,50,40,58,Wood
B23302,DISC Pierre Cardin-White Ice,50,40,58,Wood
B23401,DISC Pierre Cardin-Black Copper,50,35,44.1,Wood
B23402,DISC Pierre Cardin-White Ice,50,35,44.1,Wood
B23501,DISC Pierre Cardin-Black Copper,20,20,24.3,Wood
B23502,DISC Pierre Cardin-White Ice,20,20,24.3,Wood
B23601,DISC Contemporary-Black,25,74,40.8,Wood
B23602,DISC Contemporary-White,25,74,40.8,Wood
B23603,DISC Contemporary-Gloss Black,25,74,42.85,Wood
B23604,DISC Contemporary-Gloss White,25,74,40.8,Wood
B23605,DISC Contemporary-Silver,25,74,51.8,Wood
B23606,DISC Contemporary-Chrome,25,74,51.8,Wood
B23607,DISC Contemporary-Woodland Grey,25,74,44.1,Wood
B23608,DISC Contemporary - Taupe,25,74,44.1,Wood
B23609,DISC Contemporary-Classic Cream,25,74,44.1,Wood
B23701,DISC Contemporary-Black,20,20,18.6,Wood
B23702,DISC Contemporary-White,20,20,18.6,Wood
B23703,DISC Contemporary-Gloss Black,20,20,18.6,Wood
B23704,DISC Contemporary-Gloss White,20,20,18.6,Wood
B23705,Contemporary-Silver,20,20,28.05,Wood
B23706,Contemporary-Chrome,20,20,28.05,Wood
B23707,DISC Contemporary-Woodland Grey,20,20,17.7,Wood
B23709,DISC Contemporary-Paperbark,20,20,17.7,Wood
B24001,DISC Contemporary-Walnut Grey Veneer,34,90,60.85,Wood
B24002,DISC Contemporary-Dark Brown Walnut Veneer,34,90,60.85,Wood
B24003,DISC Contemporary-Wenge Veneer,34,90,60.85,Wood
B24004,DISC Contemporary-Palissandro Veneer,34,90,60.85,Wood
B24005,DISC Contemporary-Olive Veneer,34,90,60.85,Wood
B24101,DISC Contemporary-Black,34,90,52.45,Wood
B24102,DISC Contemporary-White,34,90,52.45,Wood
B24103,DISC Contemporary-Red,34,90,52.45,Wood
B24301,DISC Contemporary-Walnut Grey Veneer,25,55,47.2,Wood
B24302,DISC Contemporary-Dark Brown Walnut Veneer,25,55,29.22,Wood
B24303,DISC Contemporary-Wenge Veneer,25,55,44.95,Wood
B24304,DISC Contemporary-Palissandro Veneer,25,55,44.95,Wood
B24305,DISC Contemporary-Olive Veneer,25,55,47.2,Wood
B24401,DISC Contemporary-Black,25,55,38.95,Wood
B24402,DISC Contemporary-White,25,55,38.95,Wood
B24403,DISC Contemporary-Red,25,55,38.95,Wood
B24501,Timber-Olive Veneer Charcoal,35,35,34.75,Wood
B24502,Timber-Olive Veneer  Brown,35,35,34.75,Wood
B24503,DISC Timber-Olive Veneer Natural,35,35,21.95,Wood
B24601,Traditional-Black,65,120,130.7,Wood
B24602,Traditional-Gold,65,120,148.5,Wood
B24603,Traditional-Silver,65,120,148.5,Wood
B24604,Traditional-Rose Gold (64Hx120H),64,120,148.5,Wood
B24701,Traditional-Black,40,70,67.75,Wood
B24702,Traditional-Gold,40,70,75.6,Wood
B24703,Traditional-Silver,40,70,75.6,Wood
B24704,Traditional-Rose Gold (40Hx70W),40,70,75.6,Wood
B25001,DISC Contemporary-Black,51,102,94.7,Wood
B25002,DISC - Contemporary-Grey,51,102,134.05,Wood
B25003,DISC - Contemporary-Brown,51,102,134.05,Wood
B25101,DISC Contemporary-Black,31,70,64.8,Wood
B25102,DISC - Contemporary-Grey,31,70,87.35,Wood
B25103,DISC - Contemporary-Brown,31,70,87.35,Wood
B25201,DISC - Contemporary-Black,20,30,32.5,Wood
B25202,DISC - Contemporary-Grey,20,30,32.5,Wood
B25203,DISC - Contemporary-Brown,20,30,32.5,Wood
B25301,DISC Contemporary-Black,35,35,31.5,Wood
B25302,DISC Contemporary-Grey,35,35,34.35,Wood
B25303,DISC Contemporary-Brown,35,35,31.5,Wood
B25401,DISC Contemporary-Black/White,70,80,99.95,Wood
B25402,DISC Contemporary-Grey/White,70,80,99.95,Wood
B25501,DISC Contemporary-Black/White,80,70,87.95,Wood
B25502,DISC Contemporary-Grey/White,80,70,87.95,Wood
B25601,DISC Contemporary-Black/White,40,90,64.95,Wood
B25602,DISC Contemporary-Grey/White,40,90,64.95,Wood
B25701,Traditional-Gold,56,75,188.9,Wood
B25702,Traditional-Silver,56,75,188.9,Wood
B25801,Traditional-Gold,65,95,141.8,Wood
B25802,Traditional-Silver,65,95,141.8,Wood
B25901,DISC Contemporary-Gold Leaf Laquer-Gold,60,115,115.45,Wood
B25902,DISC Contemporary - Silver Leaf Laquer-Silver,60,115,115.45,Wood
B25903,DISC Contemporary-Rose Gold Leaf Laquer-Rose,60,115,115.45,Wood
B26001,DISC Contemporary-Gold Leaf Laquer-Gold,55,74,83.95,Wood
B26002,DISC Contemporary-Silver Leaf Laquer-Silver,55,74,83.95,Wood
B26003,DISC Contemporary -Rose Gold Leaf Laquer-Rose,55,74,83.95,Wood
B26101,DISC Contemporary-Gold Leaf Laquer-Gold,35,42,39.95,Wood
B26102,DISC Contemporary - Silver Leaf Laquer-Silver,35,42,39.95,Wood
B26103,DISC Contemporary-Rose Gold Leaf Laquer-Rose,35,42,41.95,Wood
B26701,DISC CONTEMPORARY-WATERGUILD-GOLD/BLACK,65,47,52.45,Wood
B26702,DISC CONTEMPORARY-WATERGUILD-SILVER/BLACK,65,47,52.45,Wood
B26801,DISC CONTEMPORARY-WATERGUILD-GOLD/BLACK,53,33,41.95,Wood
B26802,DISC CONTEMPORARY-WATERGUILD-SILVER/BLACK,53,33,41.95,Wood
B26901,DISC CONTEMPORARY-WATERGUILD-GOLD/BLACK,30,16,36.7,Wood
B26902,DISC CONTEMPORARY-WATERGUILD-SILVER/BLACK,30,16,36.7,Wood
B27001,DISC CONTEMPORARY-WATERGUILD-GOLD/BLACK,35,35,27.25,Wood
B27002,DISC CONTEMPORARY-WATERGUILD-SILVER/BLACK,35,35,27.25,Wood
B27101,DISC CONTEMPORARY-WATERGUILD-GOLD/BLACK,20,40,25.15,Wood
B27102,DISC CONTEMPORARY-WATERGUILD-SILVER/BLACK,20,40,25.15,Wood
B27201,DISC CONTEMPORARY-WATERGUILD-GOLD/BLACK,15,16,15.7,Wood
B27202,DISC CONTEMPORARY-WATERGUILD-SILVER/BLACK,15,16,15.7,Wood
B27301,DISC CONTEMPORARY-WATERGUILD-GOLD/BLACK,40,20,19.9,Wood
B27302,DISC CONTEMPORARY-WATERGUILD-SILVER/BLACK,40,20,19.9,Wood
B27401,DISC CONTEMPORARY-WATERGUILD-GOLD/BLACK,50,13,18.85,Wood
B27402,DISC CONTEMPORARY-WATERGUILD-SILVER/BLACK,50,13,18.85,Wood
B27501,DISC CONTEMPORARY-WATERGUILD-GOLD/BLACK,30,18,16.75,Wood
B27502,DISC CONTEMPORARY-WATERGUILD-SILVER/BLACK,30,18,16.75,Wood
B27601,DISC -  Traditional-Antique Gold,92,100,188.55,Wood
B27602,DISC - Traditional-Walnut/Platinum,92,100,169.85,Wood
B27603,DISC Traditional-Black/Platinum,92,100,146.95,Wood
B27604,DISC -  Traditional-Antique Silver,92,100,188.55,Wood
B27605,DISC - Traditional-Silver/White,92,100,198,Wood
B27701,DISC - Traditional-Dutch Ripple-Black(48Hx125W),48,125,127.35,Wood
B27801,Traditional-Dutch Ripple-Black(36Hx69W),36,69,70.9,Wood
B27901,DISC - Traditional-Dutch Ripple-Black(27Hx37W),27,37,44.65,Wood
B28001,Fillet-Gold Leaf (8Hx11W),8,11,8.8,Wood
B28002,Fillet-Silver Leaf  (8Hx11W),8,11,8.8,Wood
B28101,DISC Traditional-Guillochet-Gold Leaf (40hx20W),40,20,40.05,Wood
B28102,DISC Traditional-Guillochet-Silver Leaf (40hx20W),40,20,40.05,Wood
B28201,Traditional-Epoque Gold Leaf (27Hx31W),27,31,47.35,Wood
B28202,Traditional-Epoque-Silver Leaf (27Hx31W),27,31,47.35,Wood
B28301,Traditional-Baroque-Gold Leaf (37Hx31W),37,31,59.9,Wood
B28302,Traditional-Baroque-Silver Leaf (37Hx31W),37,31,59.9,Wood
B28303,Traditional-Baroque-Antique Black (37Hx31W),37,31,59.9,Wood
B28401,Traditional-Epoque-Gold Leaf (46Hx52W),46,52,100.15,Wood
B28402,Traditional-Epoque-Silver Leaf (46Hx52W),46,52,100.15,Wood
B28501,Traditional-Prestigio-Gold Leaf (46Hx54W),46,54,100.15,Wood
B28502,Traditional-Prestigio-Silver Leaf (46Hx54W),46,54,100.15,Wood
B28601,Traditional-Prestigio-Gold Leaf (31Hx35W),31,35,66.25,Wood
B28602,Traditional-Prestigio-Silver Leaf (31Hx35W),31,35,66.25,Wood
B28701,DISC Traditional-Waterguild-Gold (54Hx19W),54,19,24.1,Wood
B28702,DISC Traditional-Waterguild-Silver (54Hx19W),54,19,24.1,Wood
B28801,DISC Traditional-Waterguild-Gold (40Hx19W),40,19,20.95,Wood
B28802,DISC Traditional-Waterguild-Silver (40Hx19W),40,19,20.95,Wood
B28901,DISC Traditional-Waterguild-Gold (25Hx13W),25,13,15.7,Wood
B28902,DISC Traditional-Waterguild-Silver (25Hx13W),25,13,15.7,Wood
B29001,Contemporary-Stucco-Black (63Hx45W),63,45,118.85,Wood
B29002,Contemporary-Stucco-White (63Hx45W),63,45,118.85,Wood
B29101,Contemporary-Stucco-Black (35Hx88W),35,88,118.85,Wood
B29102,Contemporary-Stucco-White (35Hx88W),35,88,118.85,Wood
B29201,DISC - Contemporary-Officina-Rust (59Hx115W),59,115,173.8,Wood
B29202,Contemporary-Officina-Grey (59Hx115W),59,115,191.65,Wood
B29203,Contemporary-Officina-Black (59Hx115W),59,115,191.65,Wood
B29301,DISC Contemporary-Officina-Rust (53Hx73W),53,73,133.45,Wood
B29302,Contemporary-Officina-Grey (53Hx73W),53,73,147.2,Wood
B29303,Contemporary-Officina-Black (53Hx73W),53,73,147.2,Wood
B29401,Contemporary-Officina-Rust (42Hx35W),42,35,72.9,Wood
B29402,Contemporary-Officina-Grey (42Hx35W),42,35,72.9,Wood
B29403,Contemporary-Officina-Black (42Hx35W),42,35,72.9,Wood
B30001,DISC Fillet-Soft Gold,10,21,10.8,Wood
B30002,DISC Fillet-Soft Silver,10,21,10.8,Wood
B30003,DISC Fillet-Black,10,21,10.8,Wood
B30004,DISC Fillet-Gold,10,21,10.8,Wood
B30101,DISC Fillet-Black,8,27,8.9,Wood
B30102,DISC Contemporary - Rosa - Gold,47,70,99.7,Wood
B30103,DISC - Contemporary - Rosa - Champagne,47,70,99.7,Wood
B30104,DISC - Contemporary - Rosa - Antique Black,47,70,67.55,Wood
B30201,DISC Fillet-Olive Veneer Black,7,15,7.2,Wood
B30202,DISC Fillet-Olive Veneer Brown,7,15,7.2,Wood
B30301,DISC Fillet-Gold,8,16,7.2,Wood
B30302,DISC Fillet-Silver,8,16,7.2,Wood
B30303,DISC Fillet-Black,8,16,7.2,Wood
B30401,Fillet-Gold,9,22,19.95,Wood
B30402,Fillet-Silver,9,22,19.95,Wood
B30501,Contemporary - Rosa - Gold,20,40,34.95,Wood
B30502,Contemporary - Rosa - Champagne,20,40,34.95,Wood
B30503,Contemporary - Rosa - Antique Black,20,40,25.4,Wood
B30601,Contemporary - Rosa - Gold,17,23,27.55,Wood
B30602,Contemporary - Rosa - Champagne,17,23,27.55,Wood
B30603,Contemporary - Rosa - Antique Black,17,23,19.05,Wood
B40001,Contemporary Murano - Black,35,40,37.85,Wood
B40002,Contemporary Murano - Gold/Black,35,40,37.85,Wood
B40003,Contemporary Murano - Silver/Black,35,40,37.85,Wood
B40004,Contemporary Murano - Champagne/Black,35,40,37.85,Wood
B40101,Contemporary Murano - Black,32,23,29.95,Wood
B40102,Contemporary Murano - Gold/Black,32,23,29.95,Wood
B40103,Contemporary Murano - Silver/Black,32,23,29.95,Wood
B40104,Contemporary Murano - Champagne/Black,32,23,29.95,Wood
B40201,Contemporary Murano - Black,29,20,28.4,Wood
B40202,Contemporary Murano - Gold/Black,29,20,28.4,Wood
B40203,Contemporary Murano - Silver/Black,29,20,28.4,Wood
B40204,Contemporary Murano - Champagne/Black,29,20,28.4,Wood
B40301,Contemporary Murano - Black,20,15,22.15,Wood
B40302,Contemporary Murano - Gold/Grey,20,15,22.15,Wood
B40303,Contemporary Murano - Silver/Grey,20,15,22.15,Wood
B40304,Contemporary Murano - Champagne/Grey,20,15,22.15,Wood
B40401,Contemporary Murano - Gold,20,50,39.45,Wood
B40402,Contemporary Murano - Silver,20,50,39.45,Wood
B40403,Contemporary Murano - Black/Gold,20,50,39.45,Wood
B40404,Contemporary Murano - Black/Silver,20,50,39.45,Wood
B40501,Contemporary Murano - Gold,29,35,38.95,Wood
B40502,Contemporary Murano - Silver,29,35,38.95,Wood
B40601,Contemporary Murano - Gold,29,20,29.95,Wood
B40602,Contemporary Murano - Silver,29,20,29.95,Wood
B40701,Contemporary Murano - Black/Gold,35,40,41.05,Wood
B40702,Contemporary Murano - Black/Silver,35,40,41.05,Wood
B40703,Contemporary Murano - Gold,35,40,41.05,Wood
B40704,Contemporary Murano - Silver,35,40,41.05,Wood
B40801,Contemporary Murano - Black/Gold,29,20,29.95,Wood
B40802,Contemporary Murano - Black/Silver,29,20,29.95,Wood
B40803,Contemporary Murano - Gold,29,20,29.95,Wood
B40804,Contemporary Murano - Silver,29,20,29.95,Wood
B42001,Contemporary Viola - Black,35,40,36.4,Wood
B42002,Contemporary Viola - Gold,35,40,36.4,Wood
B42003,Contemporary Viola - Silver,35,40,36.4,Wood
B42101,Contemporary Viola - Black,45,65,64.9,Wood
B42102,Contemporary Viola - Gold,45,65,64.9,Wood
B42103,Contemporary Viola - Silver,45,65,64.9,Wood
B43001,Gold - Traditional Caesar,54,75,94.5,Wood
B43002,Silver - Traditional Caesar,35,75,94.5,Wood
B43003,Black/Gold - Traditional Caesar,35,75,94.5,Wood
B43004,Black/Silver - Traditional Caesar,29,75,94.5,Wood
B43101,Black - Contemporary Tropea,42,96,105.95,Wood
B43102,White - Contemporary Tropea,42,96,105.95,Wood
B43103,Gold - Contemporary Tropea,42,96,116.55,Wood
B43104,Silver - Contemporary Tropea,42,96,116.55,Wood
B43201,Gold - Traditional Venus,31,57,45.55,Wood
B43202,Silver - Traditional Venus,31,57,45.55,Wood
B43301,Gold - Traditional Venus,52,55,66.75,Wood
B43302,Silver - Traditional Venus,52,55,66.75,Wood
B23805,Matrix - Contemporary - Silver,13,15,17.95,Wood
B23806,Matrix - Contemporary - Chrome,13,15,17.95,Wood
B23810,Matrix - Contemporary - Bronze,13,15,17.95,Wood
B23811,Matrix - Contemporary - Gold,13,15,17.95,Wood
B42901,Caesar - Traditional - Gold,30,45,49.5,Wood
B42902,Caesar - Traditional - Silver,30,45,49.5,Wood
B42903,Caesar - Traditional - Black/Gold,30,45,49.5,Wood
B42904,Caesar - Traditional - Black/Silver,30,45,49.5,Wood
B42905,Caesar - Traditional - Brown/Gold,30,45,49.5,Wood
B43005,Caesar - Traditional - Brown/Gold,54,75,94.5,Wood
B43501,Fenice - Traditional - Gold,50,85,102.5,Wood
B43502,Fenice - Traditional - Silver,50,85,102.5,Wood
B43601,Fenice - Traditional - Gold,40,58,72,Wood
B43602,Fenice - Traditional - Silver,40,58,72,Wood
B43801,DISC - Cognac - Traditional - Brown,31,50,63,Wood
B43802,DISC - Cognac - Traditional - Red,31,50,63,Wood
B43803,DISC - Cognac - Traditional - Green,31,50,63,Wood
B44001,DISC - Highline - Contemporary - Black,50,23,55,Wood
B44002,DISC - Highline - Contemporary - White,50,23,55,Wood
B44003,DISC - Highline - Contemporary - Dove Grey,50,23,55,Wood
B44004,DISC - Highline - Contemporary - Blue,50,23,55,Wood
B44005,DISC - Highline - Contemporary - Sky Blue,50,23,55,Wood
B44006,DISC - Highline - Contemporary - Burnt Orange,50,23,55,Wood
B44007,DISC - Highline - Contemporary - Rose,50,23,55,Wood
B44008,DISC - Highline - Contemporary - Green,50,23,55,Wood
B44009,DISC - Highline - Contemporary - Sage Green,50,23,55,Wood
B44010,DISC - Highline - Contemporary - Mustard,50,23,55,Wood
