ITEM,DESC,WIDTH,UM,UPC,LISTPRICE,CHOPPRICE,JOINPRICE,CLASS,BOXQTY,BOXPRICE,ISFILLET,ISCUTMAT,ISMATBOARD
N2150,MATTE BLACK NIELSEN 21,0.59375,FT,87828014259,6.61,9.6,0,Frame Moulding,120,6.61,N,N,N
N2201,"SILVER 5/16""",0.3125,FT,720472109956,6.54,9,0,Frame Moulding,120,6.54,N,N,N
N2202,"FROSTED SILVER 5/16""",0.3125,FT,720472109963,5.72,9,0,Frame Moulding,120,5.72,N,N,N
N2203,"GOLD 5/16""",0.3125,FT,720472109970,6.54,9,0,Frame Moulding,120,6.54,N,N,N
N2214,"GERMAN SILVER 5/16""",0.3125,FT,720472110051,6.64,9.53,0,Frame Moulding,120,6.64,N,N,N
N2220,"ANODIC BLACK 5/16""",0.3125,FT,720472110075,7.15,9.53,0,Frame Moulding,120,7.15,N,N,N
N2221,"MATTE BLACK 5/16""",0.3125,FT,720472110082,7.6,9.53,0,Frame Moulding,120,7.6,N,N,N
N225154,GILDED GRAPHITE,1.25,FT,87828163957,9.77,13.51,0,Frame Moulding,90,9.77,N,N,N
N225421,GILDED JET BLACK,1.25,FT,87828403978,9.94,13.51,0,Frame Moulding,90,9.94,N,N,N
N225452,GILDED FROSTED GOLD,1.25,FT,87828403954,9.22,13.51,0,Frame Moulding,90,9.22,N,N,N
N225469,GILDED MODERN PEWTER,1.25,FT,87828632361,9.94,13.52,0,Frame Moulding,90,9.94,N,N,N
N24414,GERMAN SILVER,0.5,FT,87828524352,7.98,9.86,0,Frame Moulding,120,7.98,N,N,N
N24421,BRUSHED SATIN BLACK,0.5,FT,720472169202,7.98,9.86,0,Frame Moulding,120,7.98,N,N,N
N24423,ANTIQUE GOLD,0.5,FT,87828404074,7.98,9.86,0,Frame Moulding,120,7.98,N,N,N
N24469,BRUSHED SATIN STAINLESS STEEL,0.5,FT,87828324747,7.56,9.86,0,Frame Moulding,120,7.56,N,N,N
N24471,BRUSHED SATIN SLATE,0.5,FT,87828714616,7.98,9.86,0,Frame Moulding,120,7.98,N,N,N
N24475,BRUSHED SATIN CHOCOLATE,0.5,FT,720472169172,7.98,9.86,0,Frame Moulding,120,7.98,N,N,N
N24476,BRUSHED SATIN SAPPHIRE,0.5,FT,720472169141,7.98,9.86,0,Frame Moulding,120,7.98,N,N,N
N2501,SILVER,0.59375,FT,720472119269,5.93,8.37,0,Frame Moulding,120,5.93,N,N,N
N2502,"FROSTED SILVER 19/32""",0.59375,FT,720472122221,6.41,8.36,0,Frame Moulding,120,6.41,N,N,N
N2504,"FROSTED GOLD 19/32""",0.59375,FT,720472122238,6.25,8.72,0,Frame Moulding,120,6.25,N,N,N
N2514,GERMAN SILVER,0.59375,FT,720472110129,6.39,8.31,0,Frame Moulding,120,6.39,N,N,N
N2520,ANODIC BLACK,0.59375,FT,720472110136,7.31,9.5,0,Frame Moulding,120,7.31,N,N,N
N2521,MATTE BLACK,0.59375,FT,720472117982,7.31,9.5,0,Frame Moulding,120,7.31,N,N,N
N3350,"BLACK 3/16""",0.1875,FT,720472110341,5.16,7.82,0,Frame Moulding,160,5.16,N,N,N
N3414,GERMAN SILVER,0.21875,FT,87828193503,5.87,8.61,0,Frame Moulding,240,5.87,N,N,N
N34179,BLACK METALLINE,0.21875,FT,87828373585,7.45,9.16,0,Frame Moulding,240,7.45,N,N,N
N3421,MATTE BLACK,0.21875,FT,87828503432,5.75,8.61,0,Frame Moulding,240,5.75,N,N,N
N34280,"American Natural 1/4""",0.21875,FT,87828041927,7.53,10.54,0,Frame Moulding,240,7.53,N,N,N
N3501,"SILVER 7/16""",0.4375,FT,720472110358,10.91,14.05,0,Frame Moulding,80,10.91,N,N,N
N3520,"ANODIC BLACK 7/16""",0.4375,FT,720472110402,12.45,15.53,0,Frame Moulding,80,12.45,N,N,N
N5801,SILVER,0.3125,FT,720472115414,4.04,5.46,0,Frame Moulding,400,4.04,N,N,N
N5803,GOLD,0.3125,FT,720472115438,4.04,5.46,0,Frame Moulding,400,4.04,N,N,N
N5804,FROSTED GOLD,0.3125,FT,720472115445,4.04,5.46,0,Frame Moulding,400,4.04,N,N,N
N5814,GERMAN SILVER,0.3125,FT,720472115520,4.62,5.99,0,Frame Moulding,400,4.62,N,N,N
N5820,ANODIC BLACK,0.3125,FT,720472115551,4.62,5.99,0,Frame Moulding,400,4.62,N,N,N
N65246,OLD GOLD NIELSEN 21,0.5,FT,7828024722,7.26,9.8,0,Frame Moulding,120,7.26,N,N,N
N65251,BARELY GOLD NIELSEN 21,0.5,FT,87828012927,7.71,9.8,0,Frame Moulding,120,7.71,N,N,N
N65252,ROBIN'S EGG NIELSEN 21,0.5,FT,87828014501,7.7,9.8,0,Frame Moulding,120,7.7,N,N,N
N65280,"American Natural 1/2""",0.5,FT,87828082388,6.39,8.31,0,Frame Moulding,120,6.39,N,N,N
N65282,"Walnut 1/2""",0.5,FT,87828021011,5.58,8.38,0,Frame Moulding,120,5.58,N,N,N
N65421,"NIELSEN MATTE BLACK 1/2""",0.5,FT,87828013627,7.23,9.87,0,Frame Moulding,120,7.23,N,N,N
N65429,EBONY NIELSEN 21,0.5,FT,87828024234,7.26,9.8,0,Frame Moulding,120,7.26,N,N,N
N7101,"SILVER 9/16""",0.5625,FT,720472110587,6.93,9.57,0,Frame Moulding,240,6.93,N,N,N
N7121,"MATTE BLACK 9/16""",0.5625,FT,720472110686,8.56,11.09,0,Frame Moulding,240,8.56,N,N,N
N9301,"SILVER 13/32""",0.40625,FT,720472135955,6.05,7.8,0,Frame Moulding,160,6.05,N,N,N
N9304,"NIELSEN FROSTED GOLD 13/32""",0.40625,FT,87828052831,5.18,7.61,0,Frame Moulding,160,5.18,N,N,N
N9314,"GERMAN SILVER 13/32""",0.40625,FT,87828403299,7.44,9.16,0,Frame Moulding,160,7.44,N,N,N
N93150,"FLORENTINE SILVER 13/32""",0.40625,FT,720472135603,7.2,9.16,0,Frame Moulding,160,7.2,N,N,N
N93154,FLORENTINE GREY,0.40625,FT,720472135627,7.2,9.16,0,Frame Moulding,160,7.2,N,N,N
N93156,"FLORENTINE BLACK 13/32""",0.40625,FT,720472135641,6.61,9.67,0,Frame Moulding,160,6.61,N,N,N
N93170,"NIELSEN FROSTED BRASS 13/32""",0.40625,FT,87828014310,5.79,8.64,0,Frame Moulding,160,5.79,N,N,N
N9319,FROSTED WALNUT,0.40625,FT,720472169585,6.78,8.63,0,Frame Moulding,160,6.78,N,N,N
N9320,"ANODIC BLACK 13/32""",0.40625,FT,720472135979,6.78,8.63,0,Frame Moulding,160,6.78,N,N,N
N9321,"MATTE BLACK 13/32""",0.40625,FT,720472135665,5.82,8.69,0,Frame Moulding,160,5.82,N,N,N
N9323,"NIELSEN ANTIQUE GOLD 13/32""",0.40625,FT,87828090857,5.2,7.93,0,Frame Moulding,160,5.2,N,N,N
N9350,"BLACK 13/32""",0.40625,FT,87828253276,6.05,7.8,0,Frame Moulding,160,6.05,N,N,N
N9352,BRIGHT WHITE,0.40625,FT,87828393477,7.06,8.98,0,Frame Moulding,160,7.06,N,N,N
N93550,"NIELSEN SILVER LINEN 13/32""",0.40625,FT,87828021820,7.2,9.16,0,Frame Moulding,160,7.2,N,N,N
N93552,"NIELSEN RAW STEEL 13/32""",0.40625,FT,NULL,7.7,9.8,0,Frame Moulding,160,7.7,N,N,N
N93553,"NIELSEN CARAMEL LINEN 13/32""",0.40625,FT,NULL,6.36,9.8,0,Frame Moulding,160,6.36,N,N,N
N93555,"NIELSEN GOLD LINEN 13/32""",0.40625,FT,87828025293,7.19,9.16,0,Frame Moulding,160,7.19,N,N,N
N93556,"NIELSEN TUSCN LINEN BLK 13/32""",0.40625,FT,87828030105,6.52,9.81,0,Frame Moulding,160,6.52,N,N,N
N93557,"NIELSEN PEWTER LINEN 13/32""",0.40625,FT,NULL,7.63,9.8,0,Frame Moulding,160,7.63,N,N,N
N93558,"NIELSEN SLATE  LINEN 13/32""",0.40625,FT,NULL,7.7,9.8,0,Frame Moulding,160,7.7,N,N,N
N9402,FROSTED SILVER,0.625,FT,87828623413,6.15,8.44,0,Frame Moulding,120,6.15,N,N,N
N94156,FLORENTINE BLACK,0.625,FT,720472169608,7.46,9.43,0,Frame Moulding,120,7.46,N,N,N
N9421,MATTE BLACK,0.625,FT,720472136020,6.39,9.59,0,Frame Moulding,120,6.39,N,N,N
N9510,GRAPHITE,0.90625,FT,720472135672,7.92,11.88,0,Frame Moulding,90,7.92,N,N,N
N9514,GERMAN SILVER,0.90625,FT,720472135689,7.92,11.88,0,Frame Moulding,90,7.92,N,N,N
N9521,MATTE BLACK,0.90625,FT,720472135696,7.98,11.59,0,Frame Moulding,90,7.98,N,N,N
N95224,MATTE WHITE,0.90625,FT,720472135887,6.34,10.65,0,Frame Moulding,90,6.34,N,N,N
N9523,ANTIQUE GOLD,0.90625,FT,720472135702,7.25,10.65,0,Frame Moulding,90,7.25,N,N,N
N95429,BRITE BLACK-BRUSHED,0.90625,FT,720472135719,9.11,12.36,0,Frame Moulding,90,9.11,N,N,N
N95470,BRUSHED SATIN NICKEL,0.90625,FT,87828214826,10.62,13.53,0,Frame Moulding,90,10.62,N,N,N
N9714,"GERMAN SILVER 29/32""",0.90625,FT,87828913125,6.98,9.96,0,Frame Moulding,100,6.98,N,N,N
N97150,"FLORENTINE SILVER 29/32""",0.90625,FT,720472122313,8.41,11.37,0,Frame Moulding,100,8.41,N,N,N
N97151,"FLORENTINE GOLD 29/32""",0.90625,FT,720472122320,8.52,11.36,0,Frame Moulding,100,8.52,N,N,N
N97154,"FLORENTINE GREY 29/32""",0.90625,FT,720472122344,8.25,11.37,0,Frame Moulding,100,8.25,N,N,N
N97155,"FLORENTINE AMBER 29/32""",0.90625,FT,720472122351,9.2,11.37,0,Frame Moulding,100,9.2,N,N,N
N97156,"FLORINTINE BLACK 29/32""",0.90625,FT,720472122368,9.2,11.37,0,Frame Moulding,100,9.2,N,N,N
N97167,"FLORENTINE WALNUT 29/32""",0.90625,FT,720472122382,9.2,11.36,0,Frame Moulding,100,9.2,N,N,N
N9721,"MATTE BLACK 29/32""",0.90625,FT,87828913057,6.97,9.96,0,Frame Moulding,100,6.97,N,N,N
N97400,"BRUSHED ALUM. SATIN 29/32""",0.90625,FT,720472133012,7.79,11.65,0,Frame Moulding,100,7.79,N,N,N
N9750,"BLACK 29/32""",0.90625,FT,720472122412,6.79,8.82,0,Frame Moulding,100,6.79,N,N,N
N97550,"TUSCAN LINEN SILVER 29/32""",0.90625,FT,87828743463,8.52,11.36,0,Frame Moulding,100,8.52,N,N,N
N97552,"TUSCAN LINEN STEEL 29/32""",0.90625,FT,NULL,9.7,11.99,0,Frame Moulding,100,9.7,N,N,N
N97553,"TUSCAN LINEN CARAMEL 19/32""",0.90625,FT,NULL,9.7,11.99,0,Frame Moulding,100,9.7,N,N,N
N97555,"TUSCAN LINEN AMBER 29/32""",0.90625,FT,87828153088,9.2,11.37,0,Frame Moulding,100,9.2,N,N,N
N97556,"TUSCAN LINEN BLACK 29/32""",0.90625,FT,87828163131,9.2,11.37,0,Frame Moulding,100,9.2,N,N,N
N97557,"TUSCAN LINEN PEWTER  19/32""",0.90625,FT,NULL,9.7,11.99,0,Frame Moulding,100,9.7,N,N,N
N97558,"TUSCAN LINEN SLATE   19/32""",0.90625,FT,NULL,9.7,11.99,0,Frame Moulding,100,9.7,N,N,N
N99150,FLORENTINE SILVER,1.375,FT,87828863291,7.93,13.71,0,Frame Moulding,120,7.93,N,N,N
N99154,FLORENTINE GREY,1.375,FT,87828123593,10.03,12.78,0,Frame Moulding,120,10.03,N,N,N
N99156,FLORENTINE BLACK,1.375,FT,87828173796,10.03,13.54,0,Frame Moulding,120,10.03,N,N,N
N99167,FLORENTINE WALNUT,1.375,FT,87828203936,8.87,11.54,0,Frame Moulding,120,8.87,N,N,N
N9921,MATTE BLACK,1.375,FT,720472135726,7.98,11.59,0,Frame Moulding,120,7.98,N,N,N
N99421,BRUSHED SATIN BLACK,1.375,FT,87828384963,10.26,14.27,0,Frame Moulding,120,10.26,N,N,N
N99430,BRUSHED GERMAN SILVER,1.375,FT,720472135733,10.03,13.36,0,Frame Moulding,120,10.03,N,N,N
N99470,BRUSHED SATIN NICKEL,1.375,FT,87828974577,10.45,14.27,0,Frame Moulding,120,10.45,N,N,N
N99475,BRUSHED SATIN CHOCOLATE,1.375,FT,87828214512,9.68,12.47,0,Frame Moulding,120,9.68,N,N,N
N99478,BRUSHED SATIN PEWTER,1.375,FT,87828804362,10.26,13.22,0,Frame Moulding,120,10.26,N,N,N
NOEM101,MLDG NOEM 1 SILVER,0.25,FT,87828602487,2.61,4.56,0,Frame Moulding,400,2.61,N,N,N
NOEM103,MLDG NOEM 1 GOLD,0.25,FT,87828232387,2.75,4.9,0,Frame Moulding,400,2.75,N,N,N
NOEM114,MLDG NIELSEN OEM 1 GER. SILVER,0.25,FT,87828182095,2.46,4.35,0,Frame Moulding,400,2.46,N,N,N
NOEM120,MLDG NOEM 1 ANODIC BLK,0.25,FT,87828432305,2.69,4.92,0,Frame Moulding,400,2.69,N,N,N
NOEM121,MLDG NOEM 1 MATTE BLACK,0.25,FT,87828212501,2.79,5.11,0,Frame Moulding,400,2.79,N,N,N
NOEM1501,MLDG NOEM 15 SILVER,0.375,FT,87828602739,2.95,5.39,0,Frame Moulding,320,2.95,N,N,N
NOEM1502,MLDG NOEM15 FRO SLVR,0.375,FT,720472163132,2.78,5.09,0,Frame Moulding,320,2.78,N,N,N
NOEM1503,MLDG NOEM 15 GOLD,0.375,FT,87828482058,2.96,5.42,0,Frame Moulding,320,2.96,N,N,N
NOEM1504,MLDG NOEM 15 FRO GOLD,0.375,FT,720472163149,2.78,5.09,0,Frame Moulding,320,2.78,N,N,N
NOEM1513,MLDG NOEM 15 CONT. GRAY,0.375,FT,87828282481,2.69,4.84,0,Frame Moulding,320,2.69,N,N,N
NOEM1514,MLDG NOEM 15 GER. SLVR,0.375,FT,87828382471,2.74,5.13,0,Frame Moulding,320,2.74,N,N,N
NOEM1520,MLDG NOEM 15 ANODIC BLK,0.375,FT,87828952605,3.25,5.86,0,Frame Moulding,320,3.25,N,N,N
NOEM1521,MLDG NOEM 15 MATTE BLK,0.375,FT,87828312300,3.05,5.51,0,Frame Moulding,320,3.05,N,N,N
NOEM201,MLDG NOEM 2 SILVER,0.375,FT,720472163095,2.8,4.9,0,Frame Moulding,400,2.8,N,N,N
NOEM220,MLDG NOEM 2 BLACK,0.375,FT,720472163118,2.51,5.68,0,Frame Moulding,400,2.51,N,N,N
NOEM221,MLDG NOEM 2 MAT BLACK,0.375,FT,720472163125,2.86,5.36,0,Frame Moulding,400,2.86,N,N,N
NOEM2FS,MLDG NIELSEN OEM 2 FR SILVER,0.375,FT,87828802634,2.05,3.96,0,Frame Moulding,0,2.05,N,N,N
NOEM501,MLDG NOEM 5 SILVER,0.375,FT,87828312904,2.54,4.66,0,Frame Moulding,400,2.54,N,N,N
NOEM503,MLDG NOEM 5 GOLD,0.375,FT,87828982831,2.65,4.86,0,Frame Moulding,400,2.65,N,N,N
NOEM513,MLDG NIELSEN OEM 5 CONT. GRAY,0.375,FT,87828642032,2.05,3.3,0,Frame Moulding,400,1.64,N,N,Y
NOEM520,MLDG NOEM 5 BLK,0.375,FT,87828742039,2.96,5.42,0,Frame Moulding,400,2.96,N,N,N
NOEM521,MLDG NOEM 5 MATTE BLACK,0.375,FT,87828832792,2.69,4.92,0,Frame Moulding,400,2.69,N,N,N
OMA1620,OPTIUM MUSEUM ACR 16X20 1 LITE,0,EA,NULL,80.64,0,0,Glazing & Foam,0,0,N,N,N
OMA2024,OPTIUM MUSEUM ACR 20X24 1 LITE,0,EA,NULL,126.45,0,0,Glazing & Foam,0,0,N,N,N
OMA2432,OPTIUM MUSEUM ACR 24X32 1 LITE,0,EA,NULL,194.57,0,0,Glazing & Foam,0,0,N,N,N
OMA3240,OPTIUM MUSEUM ACR 32X40 1 LITE,0,EA,NULL,323.35,0,0,Glazing & Foam,0,0,N,N,N
OMA6080,"  TRU VUE OPTIUM UV ACR 60x80""",0,EA,NULL,1974.69,0,0,Glazing & Foam,0,0,N,N,N
OPM3648,OPTIUM MUSEUM ACR 36X48 1 LITE,0,EA,NULL,450.67,0,0,Glazing & Foam,0,0,N,N,N
SP2513251575,13.25 X 15.75 2.5MM GLASS,0,EA,NULL,5.57,0,0,Glazing & Foam,0,0,N,N,N
SP2513251900,13.25 X 19 2.5MM CUT GLASS,0,EA,NULL,6.77,0,0,Glazing & Foam,0,0,N,N,N
SP2516001900,16 X 19 2.5MM CUT GLASS,0,EA,NULL,7.21,0,0,Glazing & Foam,0,0,N,N,N
WWMG1620,WATER WHITE MUSEUM 16 LITES,0,EA,NULL,394.8,0,0,Glazing & Foam,0,0,N,N,Y
WWMG2436,WATER WHITE MUSEUM  6 LITES,0,EA,NULL,394.8,0,0,Glazing & Foam,0,0,N,N,Y
WWMG3240,WATER WHITE MUSEUM  4 LITES,0,EA,NULL,394.8,0,0,Glazing & Foam,0,0,N,N,Y
